Control Box No.76(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
689,0.00000000,0.00000000,0.00000000,0.43359256,-0.81343919,-3.09853840,-2.64709854,0.16611031,3.30516768,10.74265957,5.56989765,3.49598718,-1.71142960,0.83838749,0.20872864,2.31560183,1.91941047,-1.09816682,-1.26624417,0.00000000,0.00000000,0.00000000,0,16:51:23.0,0,0
690,0.00000000,0.00000000,0.00000000,0.41124606,-0.81995547,-3.09508896,-2.66205549,0.16283226,3.29051685,10.71222496,5.55051994,3.48427248,-1.74811876,0.82244605,0.19622596,2.29097867,1.89616704,-1.11186600,-1.25920796,0.00000000,0.00000000,0.00000000,0,16:51:23.0,0,0
691,0.00000000,0.00000000,0.00000000,0.35101646,-0.88574046,-3.09734106,-2.73865342,0.07871610,3.22227001,10.62436390,5.48074293,3.42604828,-1.82211876,0.75812012,0.16023278,2.24134493,1.85075748,-1.13194752,-1.27583814,0.00000000,0.00000000,0.00000000,0,16:51:23.0,0,0
692,0.00000000,0.00000000,0.00000000,0.28459650,-0.96623623,-3.09412432,-2.81183720,-0.02633262,3.13996124,10.52507210,5.38673496,3.34299040,-1.90957320,0.67367995,0.10283037,2.17523694,1.78463316,-1.17169428,-1.28750229,0.00000000,0.00000000,0.00000000,0,16:51:23.0,0,0
693,0.00000000,0.00000000,0.00000000,0.34660619,-0.89008075,-3.09804916,-2.75366879,0.03742695,3.29102230,10.71471119,5.50771284,3.43268728,-1.75503528,0.76706451,0.16979048,2.25942659,1.90211940,-1.10642910,-1.24978375,0.00000000,0.00000000,0.00000000,0,16:51:23.0,0,0
694,0.00000000,0.00000000,0.00000000,0.40340477,-0.82046944,-3.10051441,-2.66533685,0.16388959,3.34177399,10.80174828,5.55709362,3.49279976,-1.71227622,0.81673944,0.19752002,2.29658031,1.93473685,-1.09496272,-1.23771179,0.00000000,0.00000000,0.00000000,0,16:51:24.0,0,0
695,0.00000000,0.00000000,0.00000000,0.37297940,-0.84129900,-3.10168195,-2.69501090,0.14726666,3.31074166,10.76804352,5.52642822,3.47191620,-1.75486600,0.78664225,0.16870931,2.25469279,1.89483154,-1.10018408,-1.23268557,0.00000000,0.00000000,0.00000000,0,16:51:24.0,0,0
696,0.00000000,0.00000000,0.00000000,0.31212425,-0.91149044,-3.09971333,-2.76851249,0.06070611,3.24373865,10.67861176,5.45194387,3.41024327,-1.83786368,0.71793556,0.12203760,2.19865274,1.83908057,-1.13411164,-1.25207829,0.00000000,0.00000000,0.00000000,0,16:51:24.0,0,0
697,0.00000000,0.00000000,0.00000000,0.24800211,-0.99646729,-3.09823489,-2.83957672,-0.05307499,3.15162039,10.56323624,5.36112022,3.32655573,-1.92485344,0.63644445,0.06123285,2.12649584,1.76918745,-1.18446684,-1.26916707,0.00000000,0.00000000,0.00000000,0,16:51:24.0,0,0
698,0.00000000,0.00000000,0.00000000,0.29241568,-0.94608867,-3.09894061,-2.82296824,-0.03343406,3.28717136,10.69973946,5.46749210,3.40373206,-1.78645909,0.71929377,0.10576642,2.19022775,1.86755502,-1.13842750,-1.24726808,0.00000000,0.00000000,0.00000000,0,16:51:24.0,0,0
699,0.00000000,0.00000000,0.00000000,0.37743288,-0.84571064,-3.09934258,-2.71560812,0.14573498,3.35774231,10.84694672,5.54722214,3.46218109,-1.72005010,0.78569388,0.12662250,2.21825361,1.88668013,-1.14243543,-1.25186360,0.00000000,0.00000000,0.00000000,0,16:51:25.0,0,0
700,0.00000000,0.00000000,0.00000000,0.33947098,-0.85601091,-3.09752655,-2.73495102,0.13657105,3.32922506,10.79423523,5.52758503,3.44620800,-1.76972461,0.76084709,0.10182832,2.18794942,1.84344935,-1.18437731,-1.27039707,0.00000000,0.00000000,0.00000000,0,16:51:25.0,0,0
701,0.00000000,0.00000000,0.00000000,0.29155540,-0.92686832,-3.09282947,-2.80165696,0.05284914,3.25542545,10.69680691,5.45346975,3.38112640,-1.84697545,0.69386709,0.05726439,2.13780308,1.78669977,-1.23906851,-1.29378343,0.00000000,0.00000000,0.00000000,0,16:51:25.0,0,0
702,0.00000000,0.00000000,0.00000000,0.22169346,-1.00067699,-3.08850574,-2.85890007,-0.05012396,3.16637659,10.58815384,5.36747980,3.28512621,-1.94415081,0.61374247,-0.01515412,2.05417013,1.71038342,-1.30001330,-1.33218956,0.00000000,0.00000000,0.00000000,0,16:51:25.0,0,0
703,0.00000000,0.00000000,0.00000000,0.16833943,-1.04048955,-3.08692813,-2.88422847,-0.13865572,3.19201708,10.55530930,5.36715651,3.28440571,-1.90423727,0.61074805,0.00502302,2.07870126,1.76455092,-1.29336095,-1.31642210,0.00000000,0.00000000,0.00000000,0,16:51:25.0,0,0
704,0.00000000,0.00000000,0.00000000,0.30947673,-0.88494581,-3.09199786,-2.76859188,0.10416317,3.32211256,10.81815910,5.50094080,3.39386225,-1.77895319,0.71192122,0.03459789,2.12293434,1.79820919,-1.29597056,-1.30979621,0.00000000,0.00000000,0.00000000,0,16:51:26.0,0,0
705,0.00000000,0.00000000,0.00000000,0.28001761,-0.87561107,-3.09471178,-2.77978086,0.11923367,3.31080389,10.78372574,5.49732780,3.38906288,-1.80594695,0.71049881,0.00575989,2.07927299,1.77322340,-1.33481944,-1.29681957,0.00000000,0.00000000,0.00000000,0,16:51:26.0,0,0
706,0.00000000,0.00000000,0.00000000,0.22355628,-0.94251251,-3.09437013,-2.82627678,0.04680669,3.23886967,10.68995285,5.43595886,3.32990313,-1.87645781,0.65083170,-0.04544019,2.02658749,1.72221947,-1.36913061,-1.32277095,0.00000000,0.00000000,0.00000000,0,16:51:26.0,0,0
707,0.00000000,0.00000000,0.00000000,0.16756374,-1.01919925,-3.09252524,-2.86973858,-0.04551911,3.15593553,10.59047031,5.35680628,3.25419569,-1.95969641,0.57385457,-0.10890169,1.96444821,1.65296400,-1.41170168,-1.35864663,0.00000000,0.00000000,0.00000000,0,16:51:26.0,0,0
708,0.00000000,0.00000000,0.00000000,0.14263511,-1.04323626,-3.08816338,-2.88588810,-0.11446622,3.20782042,10.60755920,5.38908672,3.25727510,-1.89365995,0.58970326,-0.08507387,2.00354195,1.70459056,-1.39175153,-1.36218190,0.00000000,0.00000000,0.00000000,0,16:51:26.0,0,0
709,0.00000000,0.00000000,0.00000000,0.28692716,-0.89815879,-3.08900452,-2.77604532,0.11463468,3.32087040,10.84694672,5.50936079,3.36272717,-1.77539790,0.67729545,-0.04827576,2.04725289,1.74194455,-1.36131346,-1.35570431,0.00000000,0.00000000,0.00000000,0,16:51:27.0,0,0
710,0.00000000,0.00000000,0.00000000,0.27824348,-0.89713269,-3.08779812,-2.77099562,0.12538564,3.30482864,10.82279205,5.49963951,3.35320997,-1.80138755,0.65899783,-0.05722773,2.03361106,1.72096825,-1.37757349,-1.36159003,0.00000000,0.00000000,0.00000000,0,16:51:27.0,0,0
711,0.00000000,0.00000000,0.00000000,0.22325093,-0.95217180,-3.08751655,-2.81747961,0.05472714,3.24718904,10.71907997,5.41686344,3.30323982,-1.88578606,0.58933878,-0.09579640,1.97993934,1.67460656,-1.40763783,-1.37237656,0.00000000,0.00000000,0.00000000,0,16:51:27.0,0,0
712,0.00000000,0.00000000,0.00000000,0.16975123,-1.02442455,-3.08835101,-2.86643791,-0.04156899,3.18194199,10.64420986,5.34779501,3.24430275,-1.96166992,0.52309948,-0.14653058,1.92001998,1.59896517,-1.45700693,-1.39299583,0.00000000,0.00000000,0.00000000,0,16:51:27.0,0,0
713,0.00000000,0.00000000,0.00000000,0.09030879,-1.09654140,-3.09271097,-2.89222932,-0.14470282,3.15770912,10.57373619,5.30141687,3.20248270,-1.97696173,0.48232251,-0.15555432,1.90480506,1.61347246,-1.46097898,-1.39623213,0.00000000,0.00000000,0.00000000,0,16:51:27.0,0,0
714,0.00000000,0.00000000,0.00000000,0.26996958,-0.91190630,-3.09122372,-2.77985716,0.10369855,3.33675766,10.86589241,5.50324726,3.36197329,-1.76756942,0.64193606,-0.06863125,2.02035499,1.70528531,-1.39699352,-1.36540234,0.00000000,0.00000000,0.00000000,0,16:51:28.0,0,0
715,0.00000000,0.00000000,0.00000000,0.26365358,-0.90535891,-3.09214783,-2.77235126,0.13217448,3.31055117,10.84802246,5.49696302,3.35752535,-1.78132868,0.63822401,-0.07221892,2.00507498,1.68815589,-1.39794981,-1.37153864,0.00000000,0.00000000,0.00000000,0,16:51:28.0,0,0
716,0.00000000,0.00000000,0.00000000,0.23607808,-0.94848633,-3.08055639,-2.80944109,0.07551360,3.28648710,10.78949261,5.43902063,3.32185364,-1.85287023,0.58691108,-0.10900960,1.96315968,1.64002645,-1.41876221,-1.37836695,0.00000000,0.00000000,0.00000000,0,16:51:28.0,0,0
717,0.00000000,0.00000000,0.00000000,0.17078000,-1.00815558,-3.08540869,-2.84551668,-0.00267348,3.18626904,10.65785313,5.35209370,3.24787974,-1.94158673,0.51589465,-0.15620205,1.90211058,1.57896280,-1.46229482,-1.39420760,0.00000000,0.00000000,0.00000000,0,16:51:28.0,0,0
718,0.00000000,0.00000000,0.00000000,0.10035628,-1.08499312,-3.09422588,-2.87871957,-0.10608381,3.10670853,10.55807114,5.27708721,3.17316246,-2.01451254,0.44676095,-0.20170122,1.84896898,1.54088819,-1.50360143,-1.40644181,0.00000000,0.00000000,0.00000000,0,16:51:28.0,0,0
719,0.00000000,0.00000000,0.00000000,0.24555612,-0.94520247,-3.08837986,-2.80550146,0.07478262,3.33343840,10.86353016,5.46145439,3.33179951,-1.80258930,0.60007763,-0.11367996,1.96302032,1.65629148,-1.44236040,-1.37917554,0.00000000,0.00000000,0.00000000,0,16:51:29.0,0,0
720,0.00000000,0.00000000,0.00000000,0.24104333,-0.92254686,-3.09085655,-2.78902578,0.12488382,3.31615591,10.88058853,5.48571587,3.31929922,-1.78249431,0.62230045,-0.11759973,1.94837785,1.65443623,-1.45462799,-1.37170124,0.00000000,0.00000000,0.00000000,0,16:51:29.0,0,0
721,0.00000000,0.00000000,0.00000000,0.22006184,-0.95170337,-3.08532453,-2.80687237,0.08253065,3.29851246,10.79185867,5.43305206,3.29932737,-1.87086654,0.57639605,-0.15372217,1.92074084,1.60445619,-1.48253191,-1.39199984,0.00000000,0.00000000,0.00000000,0,16:51:29.0,0,0
722,0.00000000,0.00000000,0.00000000,0.16854954,-1.00677109,-3.08336592,-2.83673477,0.01709267,3.21652842,10.73525620,5.38201427,3.21839428,-1.91075516,0.51775527,-0.19277713,1.84558892,1.56440151,-1.50933576,-1.39120197,0.00000000,0.00000000,0.00000000,0,16:51:29.0,0,0
723,0.00000000,0.00000000,0.00000000,0.10143578,-1.08235335,-3.08587217,-2.88260841,-0.10953656,3.18210530,10.63022995,5.29361391,3.15399170,-2.00229621,0.43098187,-0.23784868,1.82063007,1.52875447,-1.55273294,-1.47933507,0.00000000,0.00000000,0.00000000,0,16:51:29.0,0,0
724,0.00000000,0.00000000,0.00000000,0.24132401,-0.92097521,-3.08781576,-2.77173758,0.09948306,3.39960861,10.97532368,5.49532652,3.30562258,-1.77931583,0.59740019,-0.12320885,1.96156704,1.64532506,-1.46826267,-1.41909754,0.00000000,0.00000000,0.00000000,0,16:51:30.0,0,0
725,0.00000000,0.00000000,0.00000000,0.24839306,-0.90304053,-3.08829093,-2.75213146,0.14703453,3.39964104,10.98127460,5.50812006,3.34636211,-1.77080345,0.61427104,-0.10257307,1.98663247,1.65389180,-1.45837355,-1.39468884,0.00000000,0.00000000,0.00000000,0,16:51:30.0,0,0
726,0.00000000,0.00000000,0.00000000,0.23355842,-0.93585396,-3.08234692,-2.78292227,0.10190526,3.37678003,10.92287827,5.45647335,3.31182766,-1.84610558,0.56440550,-0.14982626,1.92568779,1.61281610,-1.49552298,-1.43001187,0.00000000,0.00000000,0.00000000,0,16:51:30.0,0,0
727,0.00000000,0.00000000,0.00000000,0.16455287,-1.00116289,-3.08748102,-2.83772135,0.01830637,3.30814838,10.81774616,5.37491703,3.26424456,-1.92106390,0.49708694,-0.18914497,1.87073016,1.56485987,-1.51404166,-1.41333675,0.00000000,0.00000000,0.00000000,0,16:51:30.0,0,0
728,0.00000000,0.00000000,0.00000000,0.10040355,-1.08179033,-3.08701730,-2.87312007,-0.08284858,3.24755907,10.75270462,5.31104183,3.19480228,-1.98311746,0.43024018,-0.23031206,1.83261633,1.50477004,-1.54459298,-1.45347190,0.00000000,0.00000000,0.00000000,0,16:51:30.0,0,0
729,0.00000000,0.00000000,0.00000000,0.20638925,-0.98543739,-3.08581161,-2.82208776,0.02411568,3.39633751,10.93987179,5.44354534,3.29328871,-1.82175267,0.53309393,-0.16814093,1.90673518,1.61008179,-1.49027383,-1.43534040,0.00000000,0.00000000,0.00000000,0,16:51:31.0,0,0
730,0.00000000,0.00000000,0.00000000,0.25105745,-0.92319322,-3.08485222,-2.77245474,0.13224323,3.44833493,11.02942085,5.49003983,3.35365295,-1.77555871,0.57836860,-0.14676836,1.92953920,1.63493836,-1.49092889,-1.42141747,0.00000000,0.00000000,0.00000000,0,16:51:31.0,0,0
731,0.00000000,0.00000000,0.00000000,0.24023861,-0.92453778,-3.08775687,-2.77465153,0.13364024,3.45052123,11.02328873,5.46943092,3.32730198,-1.82570910,0.55955064,-0.18589357,1.90880311,1.58546245,-1.54096031,-1.49427879,0.00000000,0.00000000,0.00000000,0,16:51:31.0,0,0
732,0.00000000,0.00000000,0.00000000,0.17928112,-0.98933923,-3.08550525,-2.83192182,0.05524942,3.36322165,10.89724922,5.41863108,3.30128288,-1.86179256,0.51209790,-0.19754438,1.86930704,1.54439592,-1.54951358,-1.41396177,0.00000000,0.00000000,0.00000000,0,16:51:31.0,0,0
733,0.00000000,0.00000000,0.00000000,0.14032978,-1.03118050,-3.07872224,-2.84292412,-0.00132614,3.30384898,10.89003849,5.38433981,3.19093585,-1.91484201,0.45145673,-0.28361312,1.75511575,1.49769759,-1.59654534,-1.46874237,0.00000000,0.00000000,0.00000000,0,16:51:31.0,0,0
734,0.00000000,0.00000000,0.00000000,0.22574407,-0.92228758,-3.08717442,-2.78432894,0.11399791,3.49811125,11.08886337,5.48911953,3.32249951,-1.77719831,0.54631388,-0.21938086,1.85463333,1.59667265,-1.58136082,-1.48097825,0.00000000,0.00000000,0.00000000,0,16:51:32.0,0,0
735,0.00000000,0.00000000,0.00000000,0.23969799,-0.89654160,-3.09307551,-2.75565219,0.17911580,3.51145411,11.13422585,5.52114534,3.39621592,-1.71802723,0.58791488,-0.19537778,1.86879802,1.59790909,-1.55466974,-1.39304936,0.00000000,0.00000000,0.00000000,0,16:51:32.0,0,0
736,0.00000000,0.00000000,0.00000000,0.24461710,-0.88871360,-3.08478403,-2.75313950,0.18100271,3.46424985,11.09735584,5.53623056,3.28712034,-1.77188706,0.56737846,-0.26490468,1.80781198,1.53473663,-1.63467002,-1.56754529,0.00000000,0.00000000,0.00000000,0,16:51:32.0,0,0
737,0.00000000,0.00000000,0.00000000,0.18633574,-0.93634093,-3.09063578,-2.81131959,0.09740880,3.44533634,11.03307152,5.45971394,3.27435589,-1.84811974,0.49927393,-0.26426566,1.81018770,1.50536323,-1.67967296,-1.53572500,0.00000000,0.00000000,0.00000000,0,16:51:32.0,0,0
738,0.00000000,0.00000000,0.00000000,0.13889807,-1.02732849,-3.08106899,-2.86166954,-0.01467341,3.38589358,10.89724922,5.36488628,3.25554991,-1.92385674,0.43223923,-0.30108663,1.75497723,1.43024516,-1.70092416,-1.52259398,0.00000000,0.00000000,0.00000000,0,16:51:32.0,0,0
739,0.00000000,0.00000000,0.00000000,0.17373198,-0.97865582,-3.08253264,-2.84356594,0.03533643,3.47431207,11.02342987,5.48128605,3.28260088,-1.80219817,0.50207394,-0.25858814,1.82473719,1.50875974,-1.68452239,-1.57667625,0.00000000,0.00000000,0.00000000,0,16:51:33.0,0,0
740,0.00000000,0.00000000,0.00000000,0.24402785,-0.88536626,-3.08590245,-2.74426484,0.19633205,3.54353476,11.18743515,5.54804325,3.36832237,-1.69863689,0.56584442,-0.20274992,1.87832093,1.56812251,-1.65781999,-1.50146687,0.00000000,0.00000000,0.00000000,0,16:51:33.0,0,0
741,0.00000000,0.00000000,0.00000000,0.22713125,-0.90012634,-3.08720279,-2.76679611,0.18498220,3.52895093,11.14974022,5.51803112,3.36939287,-1.73104739,0.55966139,-0.23085502,1.85438728,1.53496015,-1.66875911,-1.53167009,0.00000000,0.00000000,0.00000000,0,16:51:33.0,0,0
742,0.00000000,0.00000000,0.00000000,0.18720645,-0.93088019,-3.08755207,-2.79070139,0.13913268,3.47611260,11.10788059,5.49579334,3.29852247,-1.77056253,0.52351093,-0.24254379,1.84328341,1.51024842,-1.70367897,-1.58518434,0.00000000,0.00000000,0.00000000,0,16:51:33.0,0,0
743,0.00000000,0.00000000,0.00000000,0.15962458,-0.98769021,-3.08478403,-2.82693267,0.05558288,3.43462443,10.99220848,5.41740227,3.26823902,-1.86513925,0.45664060,-0.28364125,1.79938221,1.45668030,-1.73943055,-1.59553480,0.00000000,0.00000000,0.00000000,0,16:51:33.0,0,0
744,0.00000000,0.00000000,0.00000000,0.17981827,-0.96029389,-3.09298611,-2.81985545,0.08633059,3.55259085,11.15528488,5.49818802,3.37588501,-1.72793865,0.52739906,-0.20124941,1.87229538,1.54779792,-1.68794274,-1.50752831,0.00000000,0.00000000,0.00000000,0,16:51:34.0,0,0
745,0.00000000,0.00000000,0.00000000,0.27344459,-0.86824602,-3.08336592,-2.71765232,0.22856364,3.60354352,11.27836418,5.57124615,3.39003062,-1.64695597,0.60127008,-0.17466067,1.90163088,1.57905006,-1.68327582,-1.54318976,0.00000000,0.00000000,0.00000000,0,16:51:34.0,0,0
746,0.00000000,0.00000000,0.00000000,0.24930173,-0.86503327,-3.08914757,-2.72307658,0.22093652,3.59707689,11.19327641,5.53280783,3.40448380,-1.70404685,0.58906925,-0.19004758,1.89318168,1.56111395,-1.69665980,-1.53201115,0.00000000,0.00000000,0.00000000,0,16:51:34.0,0,0
747,0.00000000,0.00000000,0.00000000,0.21703476,-0.91063410,-3.08543253,-2.75290394,0.17226413,3.57918239,11.19724369,5.52358818,3.38307333,-1.72161031,0.56557268,-0.20775880,1.85514259,1.53383803,-1.70646095,-1.53067744,0.00000000,0.00000000,0.00000000,0,16:51:34.0,0,0
748,0.00000000,0.00000000,0.00000000,0.16084653,-0.97047222,-3.08188295,-2.81090450,0.07605913,3.50781155,11.07854652,5.43388748,3.30402446,-1.83430099,0.48917758,-0.26179335,1.80610490,1.47429883,-1.74874640,-1.60476255,0.00000000,0.00000000,0.00000000,0,16:51:34.0,0,0
749,0.00000000,0.00000000,0.00000000,0.09487450,-1.03033328,-3.08503771,-2.83765459,-0.01563153,3.49758554,11.02198410,5.39506340,3.29446125,-1.84668171,0.45051491,-0.24870002,1.81457734,1.50465000,-1.74937344,-1.56272554,0.00000000,0.00000000,0.00000000,0,16:51:35.0,0,0
750,0.00000000,0.00000000,0.00000000,0.23080254,-0.91580904,-3.08983231,-2.72901082,0.19842739,3.66339946,11.28461266,5.57747650,3.49907088,-1.60631824,0.61619651,-0.12617975,1.89391041,1.58402932,-1.64832211,-1.35778916,0.00000000,0.00000000,0.00000000,0,16:51:35.0,0,0
751,0.00000000,0.00000000,0.00000000,0.25416261,-0.87459993,-3.08887672,-2.69043589,0.23664436,3.66647148,11.34232903,5.58648443,3.41087866,-1.62594140,0.63619757,-0.15351561,1.88402057,1.53045022,-1.69520116,-1.64096832,0.00000000,0.00000000,0.00000000,0,16:51:35.0,0,0
752,0.00000000,0.00000000,0.00000000,0.23444289,-0.82231247,-3.09078526,-2.70186210,0.16921204,3.64032650,11.23494530,5.51595592,3.27634573,-1.79771829,0.51512367,-0.29987735,1.82077968,1.39091742,-1.89431477,-2.00860405,0.00000000,0.00000000,0.00000000,0,16:51:35.0,0,0
753,0.00000000,0.00000000,0.00000000,0.15647268,-0.91389227,-3.08969975,-2.76951933,0.08626834,3.57290721,11.13525009,5.46571350,3.28955388,-1.78651738,0.46159491,-0.22051911,1.79913020,1.39822769,-1.80085230,-1.63108945,0.00000000,0.00000000,0.00000000,0,16:51:35.0,0,0
754,0.00000000,0.00000000,0.00000000,0.09371907,-1.02689862,-3.08265758,-2.82563686,-0.00138596,3.56715918,11.11892319,5.40168285,3.30978274,-1.82992423,0.39867622,-0.23669381,1.75273061,1.38259244,-1.80522943,-1.58818674,0.00000000,0.00000000,0.00000000,0,16:51:36.0,0,0
755,0.00000000,0.00000000,0.00000000,0.23474634,-0.90114057,-3.08806920,-2.72774649,0.15974565,3.75764751,11.36143589,5.56501579,3.44932699,-1.64493418,0.55109251,-0.14641134,1.89395666,1.47211063,-1.77388501,-1.69519854,0.00000000,0.00000000,0.00000000,0,16:51:36.0,0,0
756,0.00000000,0.00000000,0.00000000,0.26087880,-0.84837985,-3.08847666,-2.67663050,0.21178815,3.75371504,11.39252949,5.58956766,3.45596170,-1.62434208,0.56732619,-0.11856576,1.91357589,1.48914933,-1.77520180,-1.64183486,0.00000000,0.00000000,0.00000000,0,16:51:36.0,0,0
757,0.00000000,0.00000000,0.00000000,0.21833658,-0.91300529,-3.09440088,-2.75108433,0.13831386,3.74253750,11.30756855,5.52304649,3.47743249,-1.70122647,0.51329052,-0.14212367,1.86898613,1.44053435,-1.76617229,-1.65106153,0.00000000,0.00000000,0.00000000,0,16:51:36.0,0,0
758,0.00000000,0.00000000,0.00000000,0.16562974,-0.96942300,-3.08828449,-2.80222034,0.06399938,3.67520761,11.24350929,5.46695232,3.40269470,-1.77273858,0.44300443,-0.17386435,1.82940161,1.39268184,-1.77734697,-1.67371607,0.00000000,0.00000000,0.00000000,0,16:51:36.0,0,0
759,0.00000000,0.00000000,0.00000000,0.11106360,-1.04044163,-3.08623743,-2.83131075,-0.03266695,3.60292649,11.11579704,5.37367487,3.35262227,-1.85823572,0.36096162,-0.20952590,1.77969790,1.33712721,-1.80910635,-1.66214681,0.00000000,0.00000000,0.00000000,0,16:51:37.0,0,0
760,0.00000000,0.00000000,0.00000000,0.17319494,-0.97882962,-3.08970714,-2.80431652,0.04414976,3.71810126,11.29741764,5.50782585,3.42226124,-1.68116927,0.47369581,-0.14347267,1.85095966,1.43914127,-1.78334928,-1.66007078,0.00000000,0.00000000,0.00000000,0,16:51:37.0,0,0
761,0.00000000,0.00000000,0.00000000,0.24862248,-0.91233510,-3.08386564,-2.73408580,0.15475623,3.79881382,11.40696144,5.54212523,3.52025533,-1.63808680,0.52040166,-0.09665473,1.91942370,1.47734904,-1.75311506,-1.64599657,0.00000000,0.00000000,0.00000000,0,16:51:37.0,0,0
762,0.00000000,0.00000000,0.00000000,0.21025521,-0.93315101,-3.09254289,-2.76055884,0.12857078,3.74191093,11.33284187,5.51007748,3.49758148,-1.67876840,0.49267900,-0.11701442,1.87107730,1.43784928,-1.76813650,-1.64501321,0.00000000,0.00000000,0.00000000,0,16:51:37.0,0,0
763,0.00000000,0.00000000,0.00000000,0.17197907,-0.98108482,-3.08531952,-2.80470920,0.05613545,3.66140699,11.21602631,5.45682812,3.42545891,-1.76794982,0.42594421,-0.16762744,1.82621574,1.39013207,-1.79075766,-1.68006730,0.00000000,0.00000000,0.00000000,0,16:51:37.0,0,0
764,0.00000000,0.00000000,0.00000000,0.10817260,-1.05495083,-3.08648872,-2.85088325,-0.04623753,3.60379744,11.14022255,5.36329174,3.36891460,-1.85986722,0.34261268,-0.22866619,1.73875952,1.32973361,-1.83027959,-1.67782831,0.00000000,0.00000000,0.00000000,0,16:51:38.0,0,0
765,0.00000000,0.00000000,0.00000000,0.08505476,-1.06648350,-3.08398509,-2.86842012,-0.09124091,3.67046356,11.20205307,5.41615438,3.38175607,-1.78062856,0.37853056,-0.19654275,1.79176140,1.40103292,-1.80393684,-1.67306268,0.00000000,0.00000000,0.00000000,0,16:51:38.0,0,0
766,0.00000000,0.00000000,0.00000000,0.19140917,-0.95289576,-3.08942962,-2.76208639,0.11198741,3.75772524,11.39468479,5.51345396,3.47605276,-1.67308688,0.45824951,-0.16691191,1.82527363,1.43530917,-1.79228365,-1.65339303,0.00000000,0.00000000,0.00000000,0,16:51:38.0,0,0
767,0.00000000,0.00000000,0.00000000,0.17210490,-0.96828115,-3.08397865,-2.79028177,0.08990046,3.70713568,11.33270073,5.49236298,3.45691824,-1.69360828,0.44492763,-0.17461415,1.80587602,1.41863894,-1.79870474,-1.65702498,0.00000000,0.00000000,0.00000000,0,16:51:38.0,0,0
768,0.00000000,0.00000000,0.00000000,0.13494581,-1.00905097,-3.08225012,-2.81842446,0.02910683,3.70068645,11.30478573,5.42707396,3.43670726,-1.77137780,0.38203841,-0.21599841,1.76634240,1.38125098,-1.82073307,-1.65804529,0.00000000,0.00000000,0.00000000,0,16:51:38.0,0,0
769,0.00000000,0.00000000,0.00000000,0.06573302,-1.07132471,-3.08208513,-2.84792495,-0.05515739,3.58813334,11.16922283,5.35833693,3.34714699,-1.85060716,0.31204957,-0.26986417,1.69416690,1.32094145,-1.84469199,-1.67478609,0.00000000,0.00000000,0.00000000,0,16:51:39.0,0,0
770,0.00000000,0.00000000,0.00000000,0.11118674,-1.02347398,-3.08689833,-2.82254100,-0.00894454,3.74599552,11.33693695,5.46050882,3.44264650,-1.72893786,0.38958290,-0.21857171,1.77170742,1.42281008,-1.81388617,-1.64025676,0.00000000,0.00000000,0.00000000,0,16:51:39.0,0,0
771,0.00000000,0.00000000,0.00000000,0.18049902,-0.95833361,-3.08106899,-2.76455593,0.10870698,3.79683685,11.45802689,5.49236298,3.50373220,-1.65694320,0.44784373,-0.18547057,1.80387497,1.45627975,-1.77579427,-1.61852241,0.00000000,0.00000000,0.00000000,0,16:51:39.0,0,0
772,0.00000000,0.00000000,0.00000000,0.15453982,-0.96036577,-3.09106731,-2.77077985,0.09736332,3.77050757,11.39514446,5.44846535,3.51421642,-1.70027697,0.42447734,-0.19605200,1.79008150,1.44857907,-1.77598214,-1.58948684,0.00000000,0.00000000,0.00000000,0,16:51:39.0,0,0
773,0.00000000,0.00000000,0.00000000,0.11955285,-1.00569832,-3.08428502,-2.79930973,0.03572077,3.70781612,11.31118774,5.40078926,3.46643925,-1.75469494,0.37647575,-0.22361250,1.74613357,1.40115571,-1.77827549,-1.59633088,0.00000000,0.00000000,0.00000000,0,16:51:39.0,0,0
774,0.00000000,0.00000000,0.00000000,0.05509877,-1.08095121,-3.08392620,-2.85123491,-0.06859946,3.61788845,11.18124008,5.29944515,3.39263201,-1.86530745,0.28241256,-0.28148812,1.67316270,1.35189176,-1.81362391,-1.60262251,0.00000000,0.00000000,0.00000000,0,16:51:40.0,0,0
775,0.00000000,0.00000000,0.00000000,0.11920786,-1.01637483,-3.07695198,-2.80537796,0.01515603,3.78562307,11.44385052,5.44936275,3.47195601,-1.67609215,0.39992243,-0.21648209,1.75316191,1.46077538,-1.76529157,-1.57042074,0.00000000,0.00000000,0.00000000,0,16:51:40.0,0,0
776,0.00000000,0.00000000,0.00000000,0.14624017,-0.94938922,-3.08874655,-2.73793793,0.11519670,3.82531548,11.48064423,5.48399925,3.54535580,-1.63402450,0.44226289,-0.19443245,1.77404785,1.49403119,-1.74001861,-1.52661431,0.00000000,0.00000000,0.00000000,0,16:51:40.0,0,0
777,0.00000000,0.00000000,0.00000000,0.13995105,-0.98126280,-3.08405137,-2.76477170,0.07712188,3.81263399,11.42361736,5.45403671,3.54109812,-1.70160055,0.40764076,-0.21612650,1.76476789,1.44702160,-1.71191657,-1.56353951,0.00000000,0.00000000,0.00000000,0,16:51:40.0,0,0
