Control Box No.76(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
15,0.00000000,0.00000000,0.00000000,-0.04702837,-0.32259545,0.26763812,-0.32272139,0.06587310,-0.49633914,-0.54416442,-0.08359279,-1.58987033,-0.18780726,0.05869772,-0.75441712,-0.74718994,-0.00000000,0.30490348,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:43.0,0,0
16,0.00000000,0.00000000,0.00000000,-0.16616322,-0.40512481,0.28234524,-0.49602905,0.13748051,-0.52428859,-0.60050029,-0.10072035,-1.92032063,-0.24674076,0.07336985,-1.09262455,-0.51215452,-0.00000000,0.14339295,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:43.0,0,0
17,0.00000000,0.00000000,0.00000000,-0.10969859,-0.36184746,0.19213547,-0.42645329,0.08499818,-0.53414601,-0.54290366,-0.14421058,-1.79300535,-0.42938393,0.01420604,-0.90804499,-0.56941760,-0.00000000,0.18040504,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:43.0,0,0
18,0.00000000,0.00000000,0.00000000,-0.12778540,-0.38175473,0.21783325,-0.37245277,0.05213564,-0.48475724,-0.56854373,-0.16462420,-1.62634623,-0.36378911,0.00097584,-0.84498346,-0.53221285,-0.00000000,0.20279244,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:43.0,0,0
19,0.00000000,0.00000000,0.00000000,-0.11222947,-0.37299004,0.24659424,-0.35280004,0.04899032,-0.46707666,-0.56525666,-0.13691244,-1.83195388,-0.25127155,0.03882559,-0.99702430,-0.51672995,-0.00000000,0.19183747,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:44.0,0,0
20,0.00000000,0.00000000,0.00000000,-0.08378864,-0.27356401,0.23600432,-0.35003215,0.16305207,-0.47858173,-0.59578037,-0.10174409,-2.13007736,-0.26348981,0.08763649,-1.13092244,-0.48373100,-0.00000000,0.15728988,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:44.0,0,0
21,0.00000000,0.00000000,0.00000000,-0.12164840,-0.30620226,0.24800114,-0.33516872,0.12993281,-0.47754374,-0.55972117,-0.12936674,-1.81034064,-0.35986200,0.05945686,-1.13112473,-0.48979717,-0.00000000,0.19241090,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:44.0,0,0
22,0.00000000,0.00000000,0.00000000,-0.12707539,-0.34339809,0.24897736,-0.32935977,0.08157274,-0.46808276,-0.57296807,-0.15860887,-1.28025603,-0.37091827,0.03399399,-0.88358819,-0.49425516,-0.00000000,0.22899099,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:44.0,0,0
23,0.00000000,0.00000000,0.00000000,-0.11644831,-0.34584022,0.25301591,-0.30530533,0.04729323,-0.46134132,-0.57965094,-0.16197369,-1.60791051,-0.24937120,0.02459925,-1.09127676,-0.49371240,-0.00000000,0.21996185,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:44.0,0,0
24,0.00000000,0.00000000,0.00000000,-0.06098339,-0.23584831,0.24940725,-0.31948194,0.19018438,-0.45382723,-0.59594291,-0.08725701,-2.19399810,-0.22871599,0.12812239,-1.23873520,-0.45979196,-0.00000000,0.21818306,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:45.0,0,0
25,0.00000000,0.00000000,0.00000000,-0.08170783,-0.26265192,0.23981269,-0.30692956,0.16179201,-0.44705215,-0.57885969,-0.12425940,-2.03361249,-0.35216880,0.10171589,-1.30530822,-0.45035276,-0.00000000,0.20921548,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:45.0,0,0
26,0.00000000,0.00000000,0.00000000,-0.09508586,-0.30560526,0.22839712,-0.29409844,0.11534195,-0.42668632,-0.59502667,-0.15925562,-1.61190379,-0.37946025,0.06542451,-0.97858810,-0.42389458,-0.00000000,0.23569541,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:45.0,0,0
27,0.00000000,0.00000000,0.00000000,-0.10640016,-0.32252148,0.23157752,-0.28385147,0.08475088,-0.42358372,-0.60223913,-0.17283131,-1.66652727,-0.25951537,0.03359679,-1.12130213,-0.44050580,-0.00000000,0.22629379,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:45.0,0,0
28,0.00000000,0.00000000,0.00000000,-0.07882517,-0.21643251,0.23829615,-0.30450746,0.21475993,-0.42246994,-0.61695445,-0.08182371,-2.28719616,-0.18036507,0.15398431,-1.18117440,-0.42499781,-0.00000000,0.19536817,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:45.0,0,0
29,0.00000000,0.00000000,0.00000000,-0.09427483,-0.23659544,0.23946555,-0.28739223,0.19714789,-0.39720389,-0.63320726,-0.10619035,-2.32794476,-0.25610864,0.14257661,-1.53691494,-0.41452032,-0.00000000,0.16232279,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:46.0,0,0
30,0.00000000,0.00000000,0.00000000,-0.07680117,-0.29426789,0.22540694,-0.26553249,0.13375902,-0.37165445,-0.63912940,-0.14281437,-1.90334046,-0.29695445,0.09970510,-1.40626836,-0.40874210,-0.00000000,0.16615553,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:46.0,0,0
31,0.00000000,0.00000000,0.00000000,-0.07445116,-0.31849790,0.21750650,-0.25561786,0.09226152,-0.35302612,-0.63449764,-0.16753843,-1.70052147,-0.24275680,0.05366864,-1.18654656,-0.38351601,-0.00000000,0.17836273,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:46.0,0,0
32,0.00000000,0.00000000,0.00000000,-0.05283620,-0.19815920,0.20762411,-0.27086610,0.23878545,-0.34507415,-0.64743894,-0.08185668,-2.04098368,-0.19647257,0.17862552,-0.85777831,-0.36634699,-0.00000000,0.21485439,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:46.0,0,0
33,0.00000000,0.00000000,0.00000000,-0.06571770,-0.20018038,0.20260645,-0.25409400,0.23326270,-0.32805145,-0.67862052,-0.09647046,-2.42955303,-0.23805684,0.16480346,-1.18126905,-0.38258851,-0.00000000,0.13300718,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:46.0,0,0
34,0.00000000,0.00000000,0.00000000,-0.05237378,-0.26382750,0.18680480,-0.24062459,0.16316304,-0.31200108,-0.67913365,-0.14287095,-2.14635181,-0.28659248,0.11741746,-1.40066564,-0.38470614,-0.00000000,0.12399968,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:47.0,0,0
35,0.00000000,0.00000000,0.00000000,-0.03935612,-0.31700924,0.18338819,-0.24867010,0.10766137,-0.28755108,-0.69016987,-0.19181468,-1.75182676,-0.27812973,0.07571919,-1.18076730,-0.34162253,-0.00000000,0.13685936,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:47.0,0,0
36,0.00000000,0.00000000,0.00000000,-0.00532886,-0.19592537,0.16637535,-0.26887634,0.25332448,-0.25809339,-0.71215433,-0.11383732,-2.13188815,-0.23985711,0.19417316,-0.78978145,-0.30057079,-0.00000000,0.11829808,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:47.0,0,0
37,0.00000000,0.00000000,0.00000000,-0.01320947,-0.17899542,0.17333293,-0.23809375,0.25670460,-0.25080034,-0.69020587,-0.12352624,-2.35103703,-0.26797208,0.18405676,-1.07003427,-0.30114880,-0.00000000,0.11286905,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:47.0,0,0
38,0.00000000,0.00000000,0.00000000,-0.01595472,-0.26065430,0.15486366,-0.24664526,0.18086456,-0.25485781,-0.67193806,-0.17693016,-2.15537143,-0.35267273,0.12612641,-1.34732246,-0.30430955,-0.00000000,0.07169063,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:47.0,0,0
39,0.00000000,0.00000000,0.00000000,-0.02400167,-0.32086402,0.16127412,-0.25540140,0.11018178,-0.24670379,-0.69953191,-0.22460532,-1.75377059,-0.36387691,0.07736359,-0.98609775,-0.32224968,-0.00000000,0.10866161,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:48.0,0,0
40,0.00000000,0.00000000,0.00000000,0.00266001,-0.19334128,0.16711327,-0.27139241,0.24490619,-0.24364340,-0.66547400,-0.13829379,-2.01883912,-0.33338416,0.18383752,-0.58954436,-0.26383030,-0.00000000,0.15399279,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:48.0,0,0
41,0.00000000,0.00000000,0.00000000,-0.01874603,-0.17291920,0.16856492,-0.25152257,0.25129926,-0.24049607,-0.67719418,-0.14039414,-2.34231400,-0.33917439,0.17811385,-0.71784848,-0.26535183,-0.00000000,0.12343839,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:48.0,0,0
42,0.00000000,0.00000000,0.00000000,-0.02518324,-0.24238403,0.16892165,-0.25020447,0.18289015,-0.25611886,-0.67174691,-0.15130459,-2.13369823,-0.36143783,0.13867289,-1.19543421,-0.28910324,-0.00000000,0.09996503,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:48.0,0,0
43,0.00000000,0.00000000,0.00000000,-0.02449775,-0.30909249,0.16107909,-0.26533186,0.11871805,-0.25711522,-0.67728078,-0.19646215,-1.61589408,-0.38085786,0.08987723,-0.96396124,-0.28232342,-0.00000000,0.12497049,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:48.0,0,0
44,0.00000000,0.00000000,0.00000000,0.00528723,-0.20121196,0.16266948,-0.28696460,0.24378234,-0.25464991,-0.65600520,-0.13134390,-1.26536691,-0.42193189,0.17798947,-0.59585118,-0.25514653,-0.00000000,0.17143285,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:49.0,0,0
45,0.00000000,0.00000000,0.00000000,-0.01513137,-0.17685546,0.15816791,-0.26314253,0.25699773,-0.24725159,-0.68853778,-0.13808447,-1.61589408,-0.44050729,0.17251937,-0.66890264,-0.25885922,-0.00000000,0.14066808,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:49.0,0,0
46,0.00000000,0.00000000,0.00000000,-0.02957681,-0.22905195,0.16137798,-0.25565043,0.19835027,-0.23577747,-0.68443149,-0.15451089,-1.42697251,-0.39700535,0.14240219,-1.25344908,-0.28338134,-0.00000000,0.07217611,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:49.0,0,0
47,0.00000000,0.00000000,0.00000000,-0.02478466,-0.28698227,0.15709318,-0.25896487,0.13713112,-0.25203151,-0.72276103,-0.19513217,-0.98870581,-0.41078267,0.09953602,-1.01761866,-0.25009438,-0.00000000,0.09976020,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:49.0,0,0
48,0.00000000,0.00000000,0.00000000,0.02540600,-0.17720965,0.16738546,-0.27817512,0.26410609,-0.23735356,-0.69005471,-0.13233793,-0.74938953,-0.44632837,0.19287665,-0.65525246,-0.18549238,-0.00000000,0.14707297,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:49.0,0,0
49,0.00000000,0.00000000,0.00000000,-0.02037485,-0.16681904,0.16175929,-0.27131966,0.26780409,-0.23537922,-0.68539417,-0.14172158,-1.11679852,-0.49209276,0.18246737,-0.62622553,-0.19518681,-0.00000000,0.09910897,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:50.0,0,0
50,0.00000000,0.00000000,0.00000000,-0.02719470,-0.21538213,0.16502212,-0.25417960,0.20840715,-0.23641108,-0.71931702,-0.15585966,-0.94078881,-0.43956077,0.15686168,-1.23221815,-0.19086283,-0.00000000,0.04392023,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:50.0,0,0
51,0.00000000,0.00000000,0.00000000,-0.02760326,-0.28019115,0.16776609,-0.26908815,0.14328882,-0.25003460,-0.74665421,-0.18753913,-0.93625939,-0.43627021,0.11656479,-1.08098054,-0.19336286,-0.00000000,0.05639891,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:50.0,0,0
52,0.00000000,0.00000000,0.00000000,0.00433660,-0.17327708,0.16683051,-0.29062346,0.27719119,-0.22829413,-0.70530015,-0.11835127,-0.24879155,-0.45396146,0.21807660,-0.75223839,-0.17167263,-0.00000000,0.10556103,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:50.0,0,0
53,0.00000000,0.00000000,0.00000000,-0.00620406,-0.15930939,0.17197680,-0.27072734,0.27747372,-0.22347309,-0.69795746,-0.12265836,-0.34655702,-0.47428647,0.20893198,-0.65184277,-0.15399887,-0.00000000,0.09864368,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:50.0,0,0
54,0.00000000,0.00000000,0.00000000,-0.02236167,-0.20932981,0.17271250,-0.26138476,0.22034992,-0.23018275,-0.72821963,-0.12720388,-0.70872837,-0.42408562,0.18870875,-1.22621846,-0.17300658,-0.00000000,0.04436599,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:51.0,0,0
55,0.00000000,0.00000000,0.00000000,-0.04806699,-0.28407869,0.16981536,-0.28944579,0.15122199,-0.24969149,-0.78794312,-0.16591562,-0.52091050,-0.41252571,0.14355314,-1.16551483,-0.18048848,-0.00000000,0.01574504,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:51.0,0,0
56,0.00000000,0.00000000,0.00000000,0.00511348,-0.19643492,0.17690085,-0.31762123,0.26054740,-0.23906575,-0.73644298,-0.10859472,-0.03835583,-0.44168571,0.23366849,-0.87796247,-0.15239845,-0.00000000,0.08241579,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:51.0,0,0
57,0.00000000,0.00000000,0.00000000,-0.01068651,-0.18848020,0.17899266,-0.29902884,0.25670460,-0.22068633,-0.71312290,-0.12270316,0.31589964,-0.47828805,0.21552128,-0.54561651,-0.14261556,-0.00000000,0.08767652,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:51.0,0,0
58,0.00000000,0.00000000,0.00000000,-0.02957925,-0.22310837,0.17645754,-0.28164303,0.21286413,-0.23345408,-0.73125702,-0.14372423,-0.29821289,-0.46509236,0.18234886,-1.03500319,-0.16199866,-0.00000000,0.03562197,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:51.0,0,0
59,0.00000000,0.00000000,0.00000000,-0.03844190,-0.29401809,0.17979148,-0.30361569,0.14718933,-0.25349432,-0.80450028,-0.17313589,-0.11629149,-0.43634334,0.14230646,-1.27502835,-0.16471037,-0.00000000,-0.01401269,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:52.0,0,0
60,0.00000000,0.00000000,0.00000000,-0.00783297,-0.22831021,0.17934774,-0.35296857,0.23289929,-0.24712788,-0.77108967,-0.12927583,0.19260827,-0.42996341,0.21284997,-0.98096538,-0.13401438,-0.00000000,0.04177714,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:52.0,0,0
61,0.00000000,0.00000000,0.00000000,-0.01030532,-0.23817857,0.17740670,-0.33334529,0.21743189,-0.25002474,-0.74727994,-0.14495994,0.79565430,-0.49159595,0.19992253,-0.57472557,-0.13192022,-0.00000000,0.09121946,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:52.0,0,0
62,0.00000000,0.00000000,0.00000000,-0.00988337,-0.27985153,0.17486739,-0.32167065,0.16380520,-0.24820429,-0.75955409,-0.17237437,0.65398306,-0.51603335,0.15603119,-0.57368958,-0.16214910,-0.00000000,0.05597311,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:52.0,0,0
63,0.00000000,0.00000000,0.00000000,-0.06420361,-0.32099336,0.17152727,-0.33451402,0.11673906,-0.27573636,-0.82603347,-0.18053906,0.26098353,-0.50039500,0.10344031,-0.63945353,-0.15270247,-0.00000000,0.05923330,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:52.0,0,0
64,0.00000000,0.00000000,0.00000000,-0.02807041,-0.23807585,0.16555937,-0.36801982,0.21962740,-0.25991029,-0.83085442,-0.13105245,-0.46857604,-0.46316496,0.19703878,-0.46350893,-0.13697535,-0.00000000,0.06201125,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:53.0,0,0
65,0.00000000,0.00000000,0.00000000,-0.02359118,-0.24832675,0.16687642,-0.34585556,0.20735517,-0.24344109,-0.77564633,-0.14363271,0.59851104,-0.49245620,0.18498097,-0.44133642,-0.13529670,-0.00000000,0.07371274,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:53.0,0,0
66,0.00000000,0.00000000,0.00000000,-0.00627138,-0.25717083,0.17143221,-0.32487333,0.10117134,-0.33777353,-0.71731550,-0.04279345,0.73559397,-0.22945993,-0.02463648,-0.62375176,-0.33087564,-0.00000000,0.24112664,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:53.0,0,0
67,0.00000000,0.00000000,0.00000000,0.74743891,-0.17034934,0.20108707,-0.32835063,-0.35099590,-0.98398125,-0.46182245,0.14629094,1.13314891,-0.50098902,-0.38502118,-0.88334441,-1.71513128,-0.00000000,0.78448969,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:53.0,0,0
68,0.00000000,0.00000000,0.00000000,-0.27948406,-0.64122176,0.21031143,-1.32758117,0.02374061,-1.31047463,-1.41458762,-0.25898117,-0.26680470,-2.73151493,-0.06014124,-3.02177143,-2.14296007,-0.00000000,-2.29465628,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:53.0,0,0
69,0.00000000,0.00000000,0.00000000,-0.06114963,-0.47563112,0.46513975,-0.99715257,0.01661145,-0.85968471,-0.78782058,-0.26673731,0.84922791,-2.60453296,-0.03305622,-3.01215410,-1.78363872,-0.00000000,-1.54464650,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:54.0,0,0
70,0.00000000,0.00000000,0.00000000,0.20297581,-0.42565635,0.47696483,-0.91414148,-0.08214718,-0.76267976,-0.48657256,-0.25072640,-0.28223786,-2.28450346,-0.14270185,-2.74025893,-1.59672153,-0.00000000,-1.55916739,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:54.0,0,0
71,0.00000000,0.00000000,0.00000000,0.51144713,-0.33120018,0.32856482,-0.29907820,-0.00434930,-0.10687332,-0.34979722,-0.15796252,-0.41322440,-0.76924694,-0.09470427,-1.53814471,-0.77748442,-0.00000000,-1.43736482,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:54.0,0,0
72,0.00000000,0.00000000,0.00000000,0.29936543,-0.27019742,-0.00528841,-0.52292699,0.07081739,-0.36185575,-0.55684841,-0.11628821,-0.61203629,-0.93630964,-0.02691595,-1.50197005,-0.99509394,-0.00000000,-1.35626602,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:54.0,0,0
73,0.00000000,0.00000000,0.00000000,0.31842908,-0.29400453,0.00801596,-0.45410585,0.03871062,-0.28442970,-0.47073415,-0.11465128,1.50068021,-0.84462988,-0.04584175,-1.41598713,-0.89135808,-0.00000000,-0.44174021,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:54.0,0,0
74,0.00000000,0.00000000,0.00000000,0.30251500,-0.31765234,0.00873089,-0.35783434,0.00093203,-0.19951054,-0.46204758,-0.17195761,0.09679912,-0.71376562,-0.10762020,-1.24514532,-0.77844727,-0.00000000,-0.21941331,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:55.0,0,0
75,0.00000000,0.00000000,0.00000000,0.32239455,-0.32436064,0.02357582,-0.30173999,-0.06069677,-0.17535020,-0.26611480,-0.14019123,-0.21449681,-0.44091207,-0.17328517,-1.04297924,-0.78199846,-0.00000000,0.02353340,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:55.0,0,0
76,0.00000000,0.00000000,0.00000000,0.19061075,-0.30626932,-0.07766354,-0.41372690,0.06011644,-0.27812758,-0.69658661,-0.15220416,-0.59697598,-0.69498134,-0.06177212,-1.01248598,-0.74053854,-0.00000000,-0.14005619,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:55.0,0,0
77,0.00000000,0.00000000,0.00000000,0.21032959,-0.31420121,0.01525489,-0.39456001,0.01667327,-0.28823006,-0.64008188,-0.15810476,-0.04639396,-0.59209454,-0.09119128,-1.26911950,-0.77642322,-0.00000000,-0.12418973,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:55.0,0,0
78,0.00000000,0.00000000,0.00000000,0.20335996,-0.34067005,0.01328566,-0.34790984,-0.03685025,-0.24976608,-0.61812657,-0.19664857,0.19260827,-0.66389602,-0.13550435,-0.97618908,-0.76495510,-0.00000000,-0.05322899,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:55.0,0,0
79,0.00000000,0.00000000,0.00000000,0.26192567,-0.26033154,0.01342117,-0.32424217,0.06468830,-0.18639921,-0.52436191,-0.12828636,0.08306552,-0.65695864,-0.04044319,-1.08850741,-0.95250773,-0.00000000,-0.40490657,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:56.0,0,0
80,0.00000000,0.00000000,0.00000000,0.26368701,-0.23176441,-0.03960655,-0.27247778,0.09871481,-0.09689698,-0.47777134,-0.07844990,-0.55329549,-0.51365203,-0.00974354,-1.04310095,-0.87837797,-0.00000000,-0.32812729,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:56.0,0,0
81,0.00000000,0.00000000,0.00000000,0.10793299,-0.30313402,0.00475526,-0.32894844,0.05507514,-0.14021607,-0.50390089,-0.12219254,0.70695376,-0.50733685,-0.03171302,-1.26882172,-0.80050242,-0.00000000,-0.15266715,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:56.0,0,0
82,0.00000000,0.00000000,0.00000000,0.08126082,-0.34791163,0.03881396,-0.33718687,0.00915664,-0.17225684,-0.54988390,-0.16452900,0.20662744,-0.58102411,-0.07298876,-1.05294657,-0.75610745,-0.00000000,-0.07439064,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:56.0,0,0
83,0.00000000,0.00000000,0.00000000,0.13338821,-0.24032477,0.04836732,-0.34599471,0.16627857,-0.17719936,-0.55462337,-0.06915884,-0.51846063,-0.54983538,0.04388113,-0.78596097,-0.62012649,-0.00000000,0.25846213,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:56.0,0,0
84,0.00000000,0.00000000,0.00000000,0.15928209,-0.22901709,0.02469001,-0.31975466,0.14918578,-0.17324665,-0.52008432,-0.05453213,0.03592053,-0.48176527,0.02067457,-0.98532945,-0.63765121,-0.00000000,0.22275996,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:57.0,0,0
85,0.00000000,0.00000000,0.00000000,0.17925124,-0.33444709,0.00381209,-0.47437263,0.09493841,-0.24217720,-0.47752213,-0.13148333,0.36849266,-0.60544086,-0.06972818,-1.13577735,-0.64027238,-0.00000000,0.22794373,-0.00000000,0.00000000,0.00000000,0.00000000,0,17:59:57.0,0,0
