CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19
0.78120762,1.0051043,0.20682567,0.29790971,0.96829391,0.18553624,-0.68466079,0.36539865,-0.1774106,-0.79052508,0.5650847,-2.38083076,0.39966419,-0.0,-0.14510615,-0.0
0.7612946,0.93796569,0.20650788,0.28477222,0.90981203,0.1922823,-0.69378465,0.31595024,-0.01619893,-0.84744859,0.52283096,-2.11470938,0.3896291,-0.0,-0.1427435,-0.0
0.82907307,1.08732879,0.20821279,0.28226376,1.0383805,0.1988876,-0.70838624,0.3583926,-0.08113009,-0.83086574,0.59137362,-2.25750351,0.40398717,-0.0,-0.15367395,-0.0
0.75995702,1.02310145,0.19842616,0.27421379,0.98986608,0.18287511,-0.74304879,0.33497727,-0.28735831,-0.83257937,0.56558341,-2.57210827,0.38867813,-0.0,-0.17732295,-0.0
0.75736636,0.93382764,0.21032915,0.27431422,0.92135447,0.18144667,-0.78781933,0.28059521,0.0108394,-0.82552665,0.52158564,-2.56604195,0.37750939,-0.0,-0.2101393,-0.0
0.84004313,1.05169249,0.20862138,0.2279799,1.02804017,0.17434794,-0.79611027,0.33007699,-0.03299034,-0.7871778,0.58964968,-2.43350959,0.38984048,-0.0,-0.16375531,-0.0
0.80503178,1.02180564,0.19779404,0.27455968,0.99617708,0.18973875,-0.75798005,0.31445569,0.43917784,-0.80550534,0.57456356,-2.34535408,0.39070764,-0.0,-0.13967653,-0.0
0.80104643,0.97056264,0.19884917,0.29119948,0.94678575,0.19667085,-0.74431664,0.27399945,0.74801093,-0.83828193,0.52364612,-2.10178852,0.37942749,-0.0,-0.12793966,-0.0
0.80144072,0.95046377,0.1997115,0.26966316,0.93129736,0.20630987,-0.73544633,0.2649816,0.52569538,-0.85731471,0.54247671,-2.180861,0.36399189,-0.0,-0.1558184,-0.0
0.82047492,1.0459255,0.19649425,0.28064102,1.0262742,0.20024331,-0.74316317,0.3170386,0.22068359,-0.79759991,0.59532118,-2.54739261,0.37650138,-0.0,-0.18415396,-0.0
0.79923755,0.98672128,0.1943536,0.29041019,0.97679478,0.19675915,-0.75885105,0.30186549,0.67313832,-0.78588426,0.57984197,-2.58380604,0.35705698,-0.0,-0.20041007,-0.0
0.79170537,0.90933651,0.18996359,0.29555041,0.89898193,0.18912816,-0.76964444,0.26404759,0.73869532,-0.79619509,0.52676791,-2.47753334,0.32039002,-0.0,-0.22192903,-0.0
0.86612219,1.046363,0.19104964,0.26325822,1.03311813,0.18785776,-0.75345337,0.31956217,1.18017912,-0.77871507,0.60657841,-2.26478791,0.36165562,-0.0,-0.15901613,-0.0
0.82056934,1.01307583,0.1947068,0.29744646,1.00703144,0.19937381,-0.72460651,0.3022722,1.48638308,-0.81262845,0.59819049,-2.08045173,0.35253111,-0.0,-0.1728279,-0.0
0.79119223,0.94858944,0.19030873,0.31310672,0.94675571,0.2086246,-0.71169049,0.26821122,1.07915187,-0.83152926,0.5482375,-2.09072232,0.34397382,-0.0,-0.16691428,-0.0
0.76968706,0.87519145,0.18835166,0.29678547,0.88464248,0.20464146,-0.72547096,0.24436167,1.0060358,-0.82293099,0.53675199,-2.43376994,0.31917778,-0.0,-0.1922573,-0.0
0.82314491,0.99739265,0.19967526,0.30121413,0.9989723,0.20418985,-0.72774863,0.300679,1.43577325,-0.76337737,0.59712428,-2.41812992,0.3555975,-0.0,-0.20824815,-0.0
0.81647402,0.95305884,0.1845486,0.30553693,0.96224499,0.21650772,-0.74958032,0.2808966,1.5186646,-0.75406229,0.5826571,-2.36178422,0.34024286,-0.0,-0.17564221,-0.0
0.78559047,0.86286569,0.18223476,0.29094929,0.88511127,0.19893037,-0.74882573,0.22681725,1.81032443,-0.78937453,0.53362489,-2.18429184,0.33715025,-0.0,-0.19153181,-0.0
0.85158205,0.97966319,0.18499868,0.23504525,1.00224686,0.1938331,-0.76378262,0.25931785,2.31346369,-0.80862957,0.59814006,-1.98073292,0.37415522,-0.0,-0.12994868,-0.0
0.83686405,0.93136001,0.1830394,0.28886455,0.95550519,0.21229878,-0.72807503,0.2391866,2.35221601,-0.8257426,0.57808828,-1.85163867,0.37249687,-0.0,-0.14697336,-0.0
0.81855834,0.86551768,0.18245773,0.29826736,0.89493865,0.22260135,-0.75017488,0.2131803,2.17251325,-0.82571447,0.53107101,-1.87036777,0.35935161,-0.0,-0.15347734,-0.0
0.7947228,0.82371449,0.17462701,0.28165665,0.8644653,0.21596731,-0.80111492,0.18952282,1.93126559,-0.85151249,0.54241043,-1.79955602,0.33687493,-0.0,-0.16339986,-0.0
0.83889222,0.97038239,0.16631445,0.29366073,0.98374355,0.2221494,-0.79099798,0.2528185,1.5258522,-0.79398561,0.59858721,-1.67467916,0.37759888,-0.0,-0.14852752,-0.0
0.81237316,0.91451955,0.15704146,0.30065659,0.93537235,0.21781161,-0.78270036,0.24047489,1.51507473,-0.78727722,0.56763285,-1.58371902,0.36853936,-0.0,-0.12328678,-0.0
0.83015829,0.82958335,0.15976474,0.30609789,0.85187656,0.20596296,-0.75668103,0.18100393,2.36482835,-0.83854246,0.50111812,-1.61556304,0.34473836,-0.0,-0.15110141,-0.0
0.93465668,0.96691269,0.16139022,0.26958704,0.95142657,0.19829039,-0.71210992,0.2557787,2.64918542,-0.81955123,0.53641707,-1.5830245,0.36582687,-0.0,-0.06790628,-0.0
0.91556126,0.93122065,0.16791159,0.31055245,0.90939939,0.21171276,-0.69481629,0.25666267,2.38169169,-0.83319581,0.55388844,-1.51612806,0.37296021,-0.0,-0.11939356,-0.0
0.86796576,0.86658585,0.16517788,0.3112472,0.8582229,0.20276612,-0.74243671,0.23394993,2.12698388,-0.80700076,0.51561129,-1.40506101,0.38407892,-0.0,-0.10785868,-0.0
0.84461403,0.80802917,0.17506273,0.29763618,0.79603559,0.19574089,-0.7448315,0.21198311,1.88005114,-0.80528653,0.4848837,-1.31716096,0.36055875,-0.0,-0.1356633,-0.0
0.90453768,0.95574027,0.18555525,0.27926594,0.92855787,0.22048682,-0.72002405,0.26668951,2.1109066,-0.77977693,0.55249918,-1.2391299,0.41273507,-0.0,-0.10785171,-0.0
0.90361059,0.90024281,0.17811827,0.28703198,0.89188766,0.22861314,-0.72864747,0.24116458,2.63145614,-0.77848667,0.53107989,-1.22809148,0.40724286,-0.0,-0.10453156,-0.0
0.8832162,0.81444752,0.17498322,0.27734625,0.816082,0.21499091,-0.74353343,0.18895751,2.31346369,-0.8128652,0.47760776,-1.22931445,0.39016259,-0.0,-0.12663782,-0.0
0.94693738,0.94449061,0.17388231,0.22365394,0.92955774,0.20321745,-0.78078592,0.23504436,1.92738688,-0.79547757,0.53740036,-1.18987298,0.40532631,-0.0,-0.0969995,-0.0
0.88449556,0.91871989,0.16857122,0.2739231,0.90778023,0.21545081,-0.77458888,0.23795958,1.42864835,-0.77565289,0.53508484,-1.12103307,0.40575641,-0.0,-0.13220479,-0.0
0.89186281,0.88105524,0.17036119,0.28738528,0.8546204,0.21877465,-0.75605357,0.22511888,0.89140022,-0.75842249,0.50143194,-1.11669219,0.39541408,-0.0,-0.1282656,-0.0
0.90095735,0.84509349,0.16155018,0.25548127,0.83064449,0.20984267,-0.73952597,0.21018121,1.54836011,-0.78242081,0.50379819,-1.16296613,0.38739896,-0.0,-0.11540195,-0.0
0.94466138,0.93124354,0.17295788,0.26723647,0.91370696,0.22198068,-0.71273184,0.24440037,1.88774288,-0.7625975,0.53367561,-1.15998507,0.41490668,-0.0,-0.11632897,-0.0
0.92203206,0.86871523,0.17666173,0.28224415,0.87160879,0.23271416,-0.71040833,0.22755088,1.86470079,-0.77223855,0.51418263,-1.15830588,0.39521489,-0.0,-0.11937029,-0.0
0.88678461,0.81155872,0.17288318,0.28106022,0.8151682,0.21689565,-0.76601231,0.19331303,1.59193218,-0.77965146,0.4751825,-1.16396427,0.3971031,-0.0,-0.12261532,-0.0
0.91071874,0.966892,0.16926587,0.25675374,0.95123547,0.22405347,-0.75996673,0.27857548,1.06924033,-0.73464441,0.56574535,-0.96225399,0.40829551,-0.0,-0.11224143,-0.0
0.88432115,0.94185215,0.17918219,0.2795572,0.9258942,0.22344792,-0.74745613,0.27530828,0.9864468,-0.71994025,0.54456866,-1.02771807,0.38888597,-0.0,-0.11995506,-0.0
0.89173943,0.85023254,0.17002638,0.28590941,0.84739494,0.23034409,-0.70145273,0.23413275,1.63670611,-0.73635477,0.50483179,-1.27862704,0.37855968,-0.0,-0.17040186,-0.0
0.96752864,0.91980171,0.18121544,0.20790859,0.92032409,0.21132724,-0.74882519,0.26070589,1.79895699,-0.7383908,0.55139071,-1.32926071,0.38062015,-0.0,-0.17495008,-0.0
0.91715455,0.89272314,0.17831968,0.26053908,0.89366841,0.22532424,-0.74039042,0.25595552,1.43223858,-0.75258058,0.54302907,-1.10884881,0.40049425,-0.0,-0.14312868,-0.0
0.88391155,0.86858553,0.18555935,0.28968525,0.86084503,0.24116562,-0.706222,0.24665084,1.29093707,-0.74889219,0.49830213,-0.89425051,0.38211125,-0.0,-0.11803073,-0.0
0.85712677,0.83084577,0.17885238,0.24644329,0.83273566,0.21965158,-0.7394948,0.22872536,0.81764883,-0.75019598,0.50328195,-0.92468178,0.38463473,-0.0,-0.14063266,-0.0
0.89933389,0.92203146,0.19031778,0.25391605,0.90674525,0.23142746,-0.69975364,0.27682787,1.05929315,-0.68832701,0.5294283,-1.084059,0.39873087,-0.0,-0.11626885,-0.0
0.8960892,0.86882472,0.18925136,0.26510611,0.86872041,0.23225988,-0.7121141,0.25499672,1.62570238,-0.67048746,0.50793386,-1.21192086,0.37532333,-0.0,-0.1540802,-0.0
0.87881607,0.79306889,0.1794755,0.26221734,0.79600692,0.23110782,-0.68772173,0.21293689,1.51507473,-0.70500636,0.44992161,-1.21339285,0.37724045,-0.0,-0.14059225,-0.0
0.91753787,0.91257769,0.18925478,0.24014226,0.90494961,0.24492815,-0.68951017,0.26679632,1.30471873,-0.72919518,0.52478236,-1.00721288,0.38778487,-0.0,-0.11617816,-0.0
0.87538928,0.88716966,0.18765163,0.25254253,0.88101137,0.22168975,-0.72881764,0.23550767,0.88183153,-0.75279289,0.50034547,-0.88800168,0.37769723,-0.0,-0.13862097,-0.0
0.85053432,0.82693124,0.18130384,0.26462072,0.82313633,0.22034059,-0.7224068,0.20904727,0.66315097,-0.73076898,0.463842,-0.93456501,0.36277986,-0.0,-0.15938516,-0.0
0.93550092,0.93626785,0.18374979,0.2160421,0.92185014,0.21484441,-0.74123317,0.26024798,1.19112968,-0.69077557,0.5388906,-1.08488274,0.38636222,-0.0,-0.13562401,-0.0
0.90909111,0.89149505,0.1836686,0.25581551,0.88564742,0.22673649,-0.72061342,0.24957003,1.18355036,-0.69021487,0.5270195,-1.17940283,0.37892267,-0.0,-0.1750081,-0.0
0.88897991,0.82780457,0.18745033,0.27015886,0.82963115,0.24012807,-0.7053017,0.21762519,1.11232412,-0.72763073,0.47580671,-1.0787338,0.36924252,-0.0,-0.16143049,-0.0
0.89316481,0.84505779,0.18996359,0.22758517,0.84432197,0.22759324,-0.75052691,0.2075471,0.87864572,-0.76757741,0.49217987,-0.87286222,0.37765747,-0.0,-0.13326444,-0.0
0.87254411,0.90273118,0.18924257,0.24992798,0.89559585,0.21973145,-0.75715399,0.23924692,0.45386171,-0.73717374,0.5156886,-0.84252542,0.39456323,-0.0,-0.12382438,-0.0
0.85948414,0.86174321,0.19233793,0.26217565,0.86487287,0.23579438,-0.74292004,0.23304655,0.72239536,-0.69192445,0.49764124,-1.05542231,0.38537478,-0.0,-0.15082598,-0.0
0.85140288,0.78185546,0.18708029,0.24762288,0.79670984,0.21354266,-0.78184032,0.18675837,1.20804214,-0.69740576,0.46027112,-1.22998011,0.36619106,-0.0,-0.16030848,-0.0
0.93445629,0.88755077,0.18310706,0.21591172,0.88980579,0.21720655,-0.77201295,0.22491056,0.97590864,-0.69851124,0.5106836,-1.25371301,0.40578222,-0.0,-0.15271342,-0.0
0.88030827,0.84431797,0.19198331,0.24321401,0.8541075,0.23085149,-0.78781021,0.19961901,0.83973449,-0.75335091,0.48852527,-1.04557359,0.40192631,-0.0,-0.12926105,-0.0
0.83238465,0.78190887,0.18845598,0.24399948,0.79455972,0.22711244,-0.78608239,0.1619143,0.58945352,-0.78752041,0.44097713,-0.91923839,0.38980427,-0.0,-0.12374887,-0.0
0.80641818,0.72580105,0.18844329,0.23790403,0.74995226,0.22255477,-0.78859013,0.14402162,0.16673489,-0.78141451,0.42849496,-0.99849916,0.35595292,-0.0,-0.14102253,-0.0
0.87581515,0.8659482,0.19953865,0.24313371,0.86307919,0.2210333,-0.79029351,0.19983585,0.04136136,-0.71252471,0.47814354,-1.12672627,0.39390412,-0.0,-0.13755147,-0.0
0.86964637,0.82235187,0.186436,0.24999817,0.82309186,0.22195008,-0.81052738,0.18929848,-0.40071332,-0.68155849,0.46370476,-1.27059245,0.38448787,-0.0,-0.15972959,-0.0
0.86473459,0.7537607,0.18339868,0.24712829,0.75990897,0.20738676,-0.8214432,0.12889875,-0.72761118,-0.75367415,0.40534756,-1.43096936,0.36619106,-0.0,-0.16380824,-0.0
0.92825723,0.85927427,0.18809599,0.20067874,0.84754354,0.20889145,-0.81504083,0.16179495,-0.58968765,-0.81714964,0.44306889,-1.32672703,0.37404552,-0.0,-0.15612666,-0.0
0.87507921,0.82442468,0.17876558,0.25283203,0.8178193,0.22980353,-0.77390844,0.17078082,-0.37745878,-0.79936433,0.44996068,-1.15414238,0.38982987,-0.0,-0.13215441,-0.0
0.86206251,0.77933413,0.17983171,0.26307061,0.77978194,0.22991192,-0.76525497,0.1628553,-0.2170904,-0.76201952,0.42234692,-1.26683724,0.37480515,-0.0,-0.15698496,-0.0
0.8386935,0.72182459,0.1789654,0.25280887,0.73634374,0.21685083,-0.79644215,0.1433574,-0.59998381,-0.73535532,0.40261185,-1.45633173,0.37130302,-0.0,-0.16445783,-0.0
0.89913982,0.88583255,0.18201424,0.2534236,0.87725204,0.2255072,-0.77026051,0.2308926,-1.0110935,-0.66676039,0.50665444,-1.53484917,0.38891664,-0.0,-0.13212194,-0.0
0.88187027,0.85237998,0.18112813,0.26322144,0.86047798,0.22934441,-0.7965427,0.20711239,-1.26749635,-0.72024405,0.49295661,-1.63794816,0.38821325,-0.0,-0.14156309,-0.0
0.85986853,0.7743206,0.17773208,0.27550402,0.79726464,0.22618639,-0.78677344,0.16709255,-1.19779253,-0.77217937,0.45350486,-1.55608654,0.38888437,-0.0,-0.14109649,-0.0
0.92017275,0.8529439,0.18014878,0.21652803,0.87735516,0.21372297,-0.81912464,0.18862441,-1.12773836,-0.80785036,0.50559157,-1.38417339,0.40902531,-0.0,-0.15902534,-0.0
0.88630557,0.85110122,0.17132133,0.28633064,0.88336587,0.24368444,-0.78411657,0.21748942,-0.85515809,-0.74213475,0.53140301,-1.51230347,0.42845324,-0.0,-0.14872518,-0.0
0.90153521,0.82339883,0.16684018,0.30415478,0.85504979,0.26311147,-0.75579363,0.22322373,-1.09207428,-0.69676393,0.51808077,-1.68033898,0.4224157,-0.0,-0.1459837,-0.0
0.89121473,0.76042986,0.16314828,0.29008874,0.80242687,0.24252869,-0.79960978,0.1979585,-1.29774225,-0.66983944,0.49112281,-1.75355124,0.40343335,-0.0,-0.15844555,-0.0
0.96677488,0.91987002,0.17772505,0.30688977,0.94462776,0.27116293,-0.75584149,0.26090068,-1.50395441,-0.67706293,0.56886876,-1.89365458,0.44067565,-0.0,-0.12472712,-0.0
0.9300676,0.86371464,0.15281162,0.31337577,0.90243506,0.2750707,-0.74440104,0.24544993,-1.40575814,-0.73384356,0.54566741,-1.85679042,0.43092591,-0.0,-0.13065614,-0.0
0.90513819,0.77478194,0.14913532,0.30931741,0.83303154,0.25659317,-0.76116991,0.19028094,-1.03397131,-0.79521316,0.49226481,-1.69144952,0.41491482,-0.0,-0.13823193,-0.0
0.95848525,0.90191913,0.15495837,0.27180827,0.95393115,0.27346629,-0.76541901,0.24194758,-0.79207116,-0.75982368,0.58033282,-1.60525751,0.45098612,-0.0,-0.1332881,-0.0
0.89033896,0.87342358,0.14956172,0.30948588,0.93616384,0.27098295,-0.75847393,0.27509233,-0.89015269,-0.69441873,0.59664541,-1.78045535,0.45809132,-0.0,-0.14752796,-0.0
0.86983478,0.82499141,0.16111502,0.31985635,0.88829684,0.27522975,-0.75703949,0.2667861,-1.14955115,-0.67668301,0.54950643,-2.04716659,0.41420975,-0.0,-0.12229802,-0.0
0.89843345,0.83995599,0.16405921,0.28641015,0.89121985,0.24843112,-0.75877815,0.27708784,-1.68033814,-0.67462331,0.56124079,-2.16360688,0.40208098,-0.0,-0.13977978,-0.0
0.88292772,0.88928306,0.16340122,0.3054643,0.94528478,0.25628397,-0.73654097,0.29784516,-1.71424472,-0.70243216,0.58356702,-2.21921659,0.42820215,-0.0,-0.1374076,-0.0
0.84941381,0.82636917,0.16519411,0.3114723,0.89978856,0.26359972,-0.73378813,0.26430538,-1.43316793,-0.74245918,0.54856974,-2.03478885,0.42631298,-0.0,-0.13150325,-0.0
0.8320846,0.73742282,0.16597719,0.29279551,0.82411897,0.24488077,-0.76049566,0.21252765,-1.16095793,-0.78119546,0.50025773,-1.94567788,0.43231052,-0.0,-0.10529833,-0.0
0.88078409,0.87627143,0.17046842,0.28889802,0.94796026,0.27151313,-0.71221924,0.28729686,-1.17184317,-0.68668538,0.58289242,-1.96494865,0.44629765,-0.0,-0.11353097,-0.0
0.85230786,0.8558749,0.16611974,0.30613807,0.92442125,0.26217449,-0.77232873,0.27125362,-1.44968796,-0.66899472,0.58571273,-2.17519212,0.44947827,-0.0,-0.11730046,-0.0
0.83342463,0.79705018,0.16905303,0.31753984,0.85730088,0.25639856,-0.76102883,0.24796246,-1.83578289,-0.65674311,0.52984691,-2.31823349,0.41858834,-0.0,-0.12476446,-0.0
0.88499546,0.89369988,0.16458291,0.24977812,0.95513248,0.25233954,-0.82264739,0.25460121,-1.93398321,-0.69584292,0.58147907,-2.61025858,0.43122378,-0.0,-0.1437304,-0.0
0.86679953,0.82975757,0.16410445,0.30700466,0.89315462,0.26699543,-0.7598446,0.25426728,-1.71424472,-0.67531019,0.56447709,-2.62051511,0.43677011,-0.0,-0.14494221,-0.0
0.86716211,0.75404662,0.16538262,0.31740007,0.83216196,0.28342161,-0.73460549,0.22649512,-1.50802612,-0.69825011,0.51639092,-2.45660806,0.42525902,-0.0,-0.13455188,-0.0
