Control Box No.76(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
561,0.00000000,0.00000000,0.00000000,-0.76932436,0.95064044,-0.77655125,-0.93914336,-2.53551483,-0.03118341,-2.64394903,0.00000000,0.11536386,-0.61239147,-1.23711920,-0.06021398,-1.31020534,0.00000000,0.00000000,-0.86677063,0.00000000,0.00000000,0.00000000,0,18:48:25.0,0,0
562,0.00000000,0.00000000,0.00000000,-0.56061774,0.81332952,-0.69459373,-1.02636111,-2.43576097,0.01913997,-2.78261709,0.00000000,-0.02072975,-1.20911467,-3.24878716,-0.18128903,-2.58578157,0.00000000,0.00000000,-0.98834419,0.00000000,0.00000000,0.00000000,0,18:48:25.0,0,0
563,0.00000000,0.00000000,0.00000000,-0.38933578,1.46671653,-0.64675856,-0.91665971,-0.48885497,-0.03902328,-2.49258471,0.00000000,0.10768515,-1.46482325,0.00000000,-0.01014894,-0.95993030,0.00000000,0.00000000,-0.97330648,0.00000000,0.00000000,0.00000000,0,18:48:25.0,0,0
564,0.00000000,0.00000000,0.00000000,-0.42122713,1.43284297,-0.65034038,-0.92518473,-2.11338043,-0.04815142,-2.55405641,0.00000000,0.22618806,-0.87502408,-4.01426363,0.01418747,-1.92730021,0.00000000,0.00000000,-0.84019578,0.00000000,0.00000000,0.00000000,0,18:48:26.0,0,0
565,0.00000000,0.00000000,0.00000000,-0.48201242,1.18295431,-0.73075867,-0.86435992,-1.10647082,-0.03484599,-2.53792429,0.00000000,0.18480232,-1.90554512,-2.36790395,-0.06623723,-1.97390676,0.00000000,0.00000000,-0.96342552,0.00000000,0.00000000,0.00000000,0,18:48:26.0,0,0
566,0.00000000,0.00000000,0.00000000,-0.56757909,1.32444358,-0.77838546,-1.04542458,-2.00238800,-0.01407910,-2.64039350,0.00000000,0.07041563,-0.03409696,0.00000000,-0.08108497,-1.01917076,0.00000000,0.00000000,-0.86239845,0.00000000,0.00000000,0.00000000,0,18:48:26.0,0,0
567,0.00000000,0.00000000,0.00000000,-0.56757909,0.91023219,-0.77281141,-0.90536588,-2.53551483,-0.05149563,-2.52090716,0.00000000,0.26871791,-0.04034567,-5.14504814,0.04283126,-1.82922673,0.00000000,0.00000000,-0.91257966,0.00000000,0.00000000,0.00000000,0,18:48:26.0,0,0
568,0.00000000,0.00000000,0.00000000,-0.42966667,1.35424542,-0.74456376,-0.77790892,-1.10647082,-0.04723737,-2.54424429,0.00000000,0.31530908,-1.12801814,0.00000000,0.02438806,-1.97390676,0.00000000,0.00000000,-0.90334010,0.00000000,0.00000000,0.00000000,0,18:48:26.0,0,0
569,0.00000000,0.00000000,0.00000000,-0.46986485,1.46851969,-0.74559033,-0.84861833,-1.88823271,0.01712276,-2.43240285,0.00000000,0.24216163,-0.68032211,0.00000000,0.05803394,-1.13889408,0.00000000,0.00000000,-0.87910628,0.00000000,0.00000000,0.00000000,0,18:48:27.0,0,0
570,0.00000000,0.00000000,0.00000000,-0.56620592,1.10745645,-0.81132108,-0.77828151,-3.01179767,-0.03207191,-2.79086399,0.00000000,0.18016565,-1.18197775,-3.24878716,-0.03568332,-2.24847770,0.00000000,0.00000000,-0.88471836,0.00000000,0.00000000,0.00000000,0,18:48:27.0,0,0
571,0.00000000,0.00000000,0.00000000,-0.37032872,1.42852950,-0.70641935,-0.57288396,-0.64978313,-0.00940092,-2.26799202,0.00000000,0.46437886,-0.76100445,0.00000000,0.12481262,-1.19556546,0.00000000,0.00000000,-0.98040664,0.00000000,0.00000000,0.00000000,0,18:48:27.0,0,0
572,0.00000000,0.00000000,0.00000000,-0.43006712,1.61541367,-0.67363149,-0.79022372,-2.73412275,-0.01550674,-2.44046259,0.00000000,0.44597310,0.19883966,0.00000000,0.14686854,-1.31020534,0.00000000,0.00000000,-0.95137870,0.00000000,0.00000000,0.00000000,0,18:48:27.0,0,0
573,0.00000000,0.00000000,0.00000000,-0.59352911,1.16538978,-0.81596488,-0.76347297,-1.38727224,-0.04908085,-2.57594132,0.00000000,0.36139905,-1.62755704,-2.36790395,-0.00088999,-2.33409166,0.00000000,0.00000000,-0.94016171,0.00000000,0.00000000,0.00000000,0,18:48:27.0,0,0
574,0.00000000,0.00000000,0.00000000,-0.57939947,1.22682667,-0.83812058,-0.89576375,-1.25385594,-0.01496869,-2.48550892,0.00000000,0.27325809,-0.81688499,0.00000000,0.04073806,-1.36452019,0.00000000,0.00000000,-0.85666144,0.00000000,0.00000000,0.00000000,0,18:48:28.0,0,0
575,0.00000000,0.00000000,0.00000000,-0.41755670,1.18099761,-0.70262706,-0.93121821,-2.53551483,-0.07735265,-2.28387570,0.00000000,0.55193901,0.16921377,-4.01426363,0.20277935,-1.13889408,0.00000000,0.00000000,-0.96293354,0.00000000,0.00000000,0.00000000,0,18:48:28.0,0,0
576,0.00000000,0.00000000,0.00000000,-0.32231051,1.30298579,-0.64489502,-0.81473821,-0.32119155,-0.06713076,-2.45791411,0.00000000,0.53913152,-1.26576304,3.25261045,0.12146592,-2.01997757,0.00000000,0.00000000,-0.97757411,0.00000000,0.00000000,0.00000000,0,18:48:28.0,0,0
577,0.00000000,0.00000000,0.00000000,-0.31882223,1.32870400,-0.66972947,-0.79660237,-1.88823271,-0.04200023,-2.18953204,0.00000000,0.44768402,-0.39551085,0.00000000,0.12628245,-0.89980054,0.00000000,0.00000000,-0.97703582,0.00000000,0.00000000,0.00000000,0,18:48:28.0,0,0
578,0.00000000,0.00000000,0.00000000,-0.32920304,1.11196637,-0.56466806,-0.88956130,-1.88823271,-0.03453879,-2.47707200,0.00000000,0.43629402,-0.56788993,-4.01426363,0.09343985,-1.67912591,0.00000000,0.00000000,-0.96713245,0.00000000,0.00000000,0.00000000,0,18:48:28.0,0,0
579,0.00000000,0.00000000,0.00000000,0.03765905,1.22691512,-0.37438583,-0.70754552,-0.64978313,-0.01710917,-1.99586999,0.00000000,0.53136706,-1.22635698,0.34409136,0.15171656,-0.95993030,0.00000000,0.00000000,-1.00139356,0.00000000,0.00000000,0.00000000,0,18:48:29.0,0,0
580,0.00000000,0.00000000,0.00000000,0.40839535,1.70156908,-0.33784127,-0.65773904,-2.82680011,-0.02411056,-2.22739458,0.00000000,0.46777001,-0.15809152,0.00000000,0.16662793,-0.50984728,0.00000000,0.00000000,-1.10408878,0.00000000,0.00000000,0.00000000,0,18:48:29.0,0,0
581,0.00000000,0.00000000,0.00000000,0.64922011,1.68521023,-0.28118759,-0.63851094,-2.11338043,0.03331713,-2.42738771,0.00000000,0.35266998,-0.39261198,-5.14504814,0.02153651,-1.67912591,0.00000000,0.00000000,-1.09036720,0.00000000,0.00000000,0.00000000,0,18:48:29.0,0,0
582,0.00000000,0.00000000,0.00000000,0.56223255,2.06577444,-0.26883388,-0.34372810,-0.64978313,-0.01576672,-1.96382356,0.00000000,0.56077558,-0.62376118,0.00000000,0.19439740,-1.52663755,0.00000000,0.00000000,-0.98375499,0.00000000,0.00000000,0.00000000,0,18:48:29.0,0,0
583,0.00000000,0.00000000,0.00000000,0.23459411,1.55634499,-0.40468878,-0.44257069,-2.63925076,-0.02325173,-2.23311305,0.00000000,0.73903972,-0.72486758,-1.23711920,0.29070210,-1.31020534,0.00000000,0.00000000,-0.82031429,0.00000000,0.00000000,0.00000000,0,18:48:29.0,0,0
584,0.00000000,0.00000000,0.00000000,-0.12822706,1.51741254,-0.55360669,-0.54536414,0.24162953,-0.01087576,-2.16962290,0.00000000,0.75767368,-1.25795746,0.34409136,0.16475677,-2.06854248,0.00000000,0.00000000,-0.76132196,0.00000000,0.00000000,0.00000000,0,18:48:30.0,0,0
585,0.00000000,0.00000000,0.00000000,-0.37678620,1.45941234,-0.76878619,-0.66589129,-1.77072966,-0.02723386,-1.89114475,0.00000000,0.76256722,-0.07616854,0.00000000,0.20657808,-0.95993030,0.00000000,0.00000000,-0.62620842,0.00000000,0.00000000,0.00000000,0,18:48:30.0,0,0
586,0.00000000,0.00000000,0.00000000,-0.61185277,1.09389925,-0.81407052,-0.72479552,-2.22847843,-0.05733121,-2.19825578,0.00000000,0.92832065,-0.62878227,-2.36790395,0.32916114,-1.67912591,0.00000000,0.00000000,-0.64123023,0.00000000,0.00000000,0.00000000,0,18:48:30.0,0,0
587,0.00000000,0.00000000,0.00000000,-0.72024304,0.81696439,-0.80854785,-0.82341564,0.04927714,-0.07187602,-1.89233613,0.00000000,1.01023376,-1.10658622,-1.23711920,0.27421853,-1.36452019,0.00000000,0.00000000,-0.65375733,0.00000000,0.00000000,0.00000000,0,18:48:30.0,0,0
588,0.00000000,0.00000000,0.00000000,-0.68328029,0.83707970,-0.75510436,-0.87940645,-2.22847843,-0.06409325,-2.00270057,0.00000000,0.94383252,-0.04345171,3.25261045,0.26951545,-1.19556546,0.00000000,0.00000000,-0.72395784,0.00000000,0.00000000,0.00000000,0,18:48:30.0,0,0
589,0.00000000,0.00000000,0.00000000,-0.52193975,0.74260736,-0.72092575,-0.73316514,-0.64978313,-0.04004845,-2.36485052,0.00000000,0.77804440,-1.17807484,-2.36790395,0.15747508,-1.97390676,0.00000000,0.00000000,-0.78098553,0.00000000,0.00000000,0.00000000,0,18:48:31.0,0,0
590,0.00000000,0.00000000,0.00000000,-0.48739901,0.80408329,-0.56761599,-0.76481450,-0.32119155,-0.02970573,-1.90023267,0.00000000,0.82796377,-0.58124208,0.00000000,0.24169855,-0.44250852,0.00000000,0.00000000,-0.68182051,0.00000000,0.00000000,0.00000000,0,18:48:31.0,0,0
591,0.00000000,0.00000000,0.00000000,-0.59352911,0.56670332,-0.55318516,-0.71300137,-2.53551483,-0.04871371,-1.92689300,0.00000000,0.87777430,-0.47682488,-2.36790395,0.22470821,-1.25144601,0.00000000,0.00000000,-0.76973450,0.00000000,0.00000000,0.00000000,0,18:48:31.0,0,0
592,0.00000000,0.00000000,0.00000000,-0.43450996,0.71736556,-0.50370085,-0.56625372,-0.81460118,-0.03930435,-1.93688190,0.00000000,0.86303955,-0.16972733,0.00000000,0.16401787,-1.82922673,0.00000000,0.00000000,-0.74576151,0.00000000,0.00000000,0.00000000,0,18:48:31.0,0,0
593,0.00000000,0.00000000,0.00000000,-0.38987011,1.29531121,-0.53093696,-0.54891670,-1.10647082,0.00521564,-1.90382540,0.00000000,0.76770085,-0.07607377,0.00000000,0.14842284,-0.95993030,0.00000000,0.00000000,-0.67222524,0.00000000,0.00000000,0.00000000,0,18:48:31.0,0,0
594,0.00000000,0.00000000,0.00000000,-0.23809145,1.29103410,-0.44324639,-0.29666483,-1.38727224,-0.08263046,-1.99732780,0.00000000,0.94998270,-0.62878227,-5.14504814,0.26951545,-1.73197520,0.00000000,0.00000000,-0.81626499,0.00000000,0.00000000,0.00000000,0,18:48:32.0,0,0
595,0.00000000,0.00000000,0.00000000,-0.09067775,1.50200224,-0.45685247,-0.31682885,-0.64978313,-0.03561360,-1.74132109,0.00000000,0.96586883,-0.48876488,-2.36790395,0.22149515,-1.41810858,0.00000000,0.00000000,-0.91637921,0.00000000,0.00000000,0.00000000,0,18:48:32.0,0,0
596,0.00000000,0.00000000,0.00000000,-0.52224231,1.48327649,-0.55693424,-0.50054216,-1.10647082,-0.02414643,-1.55326414,0.00000000,0.93124759,-0.06606269,0.00000000,0.18047416,-1.08141017,0.00000000,0.00000000,-0.88852739,0.00000000,0.00000000,0.00000000,0,18:48:32.0,0,0
597,0.00000000,0.00000000,0.00000000,-0.36256894,1.36201739,-0.61591536,-0.60940838,-2.91738176,-0.05413181,-1.96494687,0.00000000,0.81909382,-0.47682488,-1.23711920,0.13553773,-1.31020534,0.00000000,0.00000000,-0.87342989,0.00000000,0.00000000,0.00000000,0,18:48:32.0,0,0
598,0.00000000,0.00000000,0.00000000,-0.61333668,1.08231473,-0.52413642,-0.55295587,0.04927714,-0.06928930,-1.73594809,0.00000000,1.00196481,-0.30877841,3.25261045,0.32429957,-0.64552796,0.00000000,0.00000000,-0.89763361,0.00000000,0.00000000,0.00000000,0,18:48:32.0,0,0
599,0.00000000,0.00000000,0.00000000,-0.61273766,0.77774680,-0.40077811,-0.90427494,-2.11338043,-0.05184447,-1.62798738,0.00000000,1.03288007,2.03558874,0.00000000,0.30029291,-0.83875477,0.00000000,0.00000000,-0.86802799,0.00000000,0.00000000,0.00000000,0,18:48:33.0,0,0
600,0.00000000,0.00000000,0.00000000,-0.52217251,0.56474286,-0.34598482,-0.92737430,-0.96319342,-0.01262875,-1.69847262,0.00000000,0.94100666,-0.48876488,-1.23711920,0.22876640,-1.47098970,0.00000000,0.00000000,-0.87559092,0.00000000,0.00000000,0.00000000,0,18:48:33.0,0,0
601,0.00000000,0.00000000,0.00000000,-0.34919447,0.35337824,-0.42371142,-0.84679401,-1.25385594,0.02847354,-1.58142984,0.00000000,0.84367466,0.66936100,0.00000000,0.10735352,-1.36452019,0.00000000,0.00000000,-0.78981167,0.00000000,0.00000000,0.00000000,0,18:48:33.0,0,0
602,0.00000000,0.00000000,0.00000000,-0.26746219,0.18593675,-0.36422449,-0.89923310,-1.64147401,-0.01762102,-1.47486281,0.00000000,0.98271114,0.90804434,0.34409136,0.33341515,-0.44250852,0.00000000,0.00000000,-0.82031429,0.00000000,0.00000000,0.00000000,0,18:48:33.0,0,0
603,0.00000000,0.00000000,0.00000000,-0.08496162,0.23636624,-0.32967579,-0.80772090,-1.64147401,-0.02837072,-1.36807632,0.00000000,1.01255870,0.92346370,0.00000000,0.27992114,-1.41810858,0.00000000,0.00000000,-0.86617702,0.00000000,0.00000000,0.00000000,0,18:48:33.0,0,0
604,0.00000000,0.00000000,0.00000000,0.09196141,0.63577449,-0.33064097,-0.73129594,-1.64147401,-0.02088725,-1.29569173,0.00000000,0.98757958,1.96498656,0.00000000,0.29557395,-0.22865002,0.00000000,0.00000000,-0.83051741,0.00000000,0.00000000,0.00000000,0,18:48:34.0,0,0
605,0.00000000,0.00000000,0.00000000,0.02513626,0.62774003,-0.40182164,-0.78683531,-1.64147401,0.01156452,-1.40698314,0.00000000,0.99058080,0.19668722,0.00000000,0.29402846,-1.41810858,0.00000000,0.00000000,-0.85320723,0.00000000,0.00000000,0.00000000,0,18:48:34.0,0,0
606,0.00000000,0.00000000,0.00000000,-0.21511750,1.01043594,-0.47198552,-0.50517666,-0.64978313,-0.05150837,-1.39295518,0.00000000,1.11700642,-0.28243667,-2.36790395,0.41146123,-0.50984728,0.00000000,0.00000000,-0.77940452,0.00000000,0.00000000,0.00000000,0,18:48:34.0,0,0
607,0.00000000,0.00000000,0.00000000,-0.20538534,0.55639946,-0.47551873,-0.71377569,-2.22847843,0.00975750,-1.48254824,0.00000000,1.00302696,0.25231320,0.34409136,0.35060269,-0.95993030,0.00000000,0.00000000,-0.88759261,0.00000000,0.00000000,0.00000000,0,18:48:34.0,0,0
608,0.00000000,0.00000000,0.00000000,0.00161368,0.68030906,-0.37445393,-0.83355188,-1.10647082,0.02272547,-1.52369738,0.00000000,0.87306315,1.03723264,3.25261045,0.30367044,-0.89980054,0.00000000,0.00000000,-0.93113846,0.00000000,0.00000000,0.00000000,0,18:48:34.0,0,0
609,0.00000000,0.00000000,0.00000000,-0.03502828,0.77499247,-0.44800240,-0.92853725,-2.11338043,0.00136074,-1.22161901,0.00000000,0.95981598,0.97420192,0.00000000,0.31867948,-1.36452019,0.00000000,0.00000000,-0.80604315,0.00000000,0.00000000,0.00000000,0,18:48:35.0,0,0
610,0.00000000,0.00000000,0.00000000,-0.02784141,0.25757605,-0.37816077,-0.96842760,-1.38727224,-0.00398629,-1.31107330,0.00000000,1.06408739,0.05103493,-2.36790395,0.36154324,-1.31020534,0.00000000,0.00000000,-0.87250006,0.00000000,0.00000000,0.00000000,0,18:48:35.0,0,0
611,0.00000000,0.00000000,0.00000000,-0.02617929,0.75958234,-0.41733986,-0.93951058,-1.64147401,-0.02180782,-1.17985475,0.00000000,1.02204037,0.37255567,0.34409136,0.34398836,-0.89980054,0.00000000,0.00000000,-0.76808941,0.00000000,0.00000000,0.00000000,0,18:48:35.0,0,0
612,0.00000000,0.00000000,0.00000000,-0.27329484,0.49707085,-0.54720646,-1.03151906,-1.88823271,-0.00646776,-1.39977431,0.00000000,0.96897924,0.74343383,-1.23711920,0.32093993,-0.89980054,0.00000000,0.00000000,-0.77940452,0.00000000,0.00000000,0.00000000,0,18:48:35.0,0,0
613,0.00000000,0.00000000,0.00000000,-0.37486851,0.46155888,-0.60835993,-0.93332386,-2.33346009,-0.02385915,-1.54059148,0.00000000,1.03988957,0.19218349,-3.24878716,0.38140348,-1.31020534,0.00000000,0.00000000,-0.74677205,0.00000000,0.00000000,0.00000000,0,18:48:35.0,0,0
614,0.00000000,0.00000000,0.00000000,-0.23922402,0.81857216,-0.56755656,-0.87429738,0.04927714,-0.05433616,-1.15506661,0.00000000,1.14868855,0.05103493,-2.36790395,0.37750265,-1.01917076,0.00000000,0.00000000,-0.60777378,0.00000000,0.00000000,0.00000000,0,18:48:36.0,0,0
615,0.00000000,0.00000000,0.00000000,-0.55423236,0.90165770,-0.72989821,-0.88101101,-2.33346009,-0.03857701,-1.26701105,0.00000000,1.18955135,0.70960534,0.00000000,0.38294727,-1.25144601,0.00000000,0.00000000,-0.46942368,0.00000000,0.00000000,0.00000000,0,18:48:36.0,0,0
616,0.00000000,0.00000000,0.00000000,-0.04158141,1.10273266,-0.55756307,-0.71587270,-1.10647082,-0.04356999,-1.46292424,0.00000000,1.09699559,0.47120339,3.25261045,0.38003170,-0.77259713,0.00000000,0.00000000,-0.85283196,0.00000000,0.00000000,0.00000000,0,18:48:36.0,0,0
617,0.00000000,0.00000000,0.00000000,-0.15569121,0.54136550,-0.41791397,-0.84522629,-1.51638901,0.03555284,-1.62913036,0.00000000,1.02670228,2.02533674,0.00000000,0.48670805,-1.01917076,0.00000000,0.00000000,-0.73768675,0.00000000,0.00000000,0.00000000,0,18:48:36.0,0,0
618,0.00000000,0.00000000,0.00000000,-0.22574940,0.67344868,-0.48044205,-0.83093011,-1.38727224,-0.01528288,-1.17773032,0.00000000,1.10863888,0.06374256,-3.24878716,0.46055710,-1.19556546,0.00000000,0.00000000,-0.66838020,0.00000000,0.00000000,0.00000000,0,18:48:36.0,0,0
619,0.00000000,0.00000000,0.00000000,-0.35015264,0.49240458,-0.62401038,-1.06755280,-0.81460118,0.01789261,-1.33895934,0.00000000,1.15328860,1.14159954,0.00000000,0.39383298,-1.36452019,0.00000000,0.00000000,-0.49436188,0.00000000,0.00000000,0.00000000,0,18:48:37.0,0,0
620,0.00000000,0.00000000,0.00000000,-0.23199862,0.25002530,-0.57828307,-1.23247659,-1.51638901,0.02744091,-1.41000044,0.00000000,1.08108425,0.72762823,-2.36790395,0.37868917,-0.70956647,0.00000000,0.00000000,-0.72170472,0.00000000,0.00000000,0.00000000,0,18:48:37.0,0,0
621,0.00000000,0.00000000,0.00000000,0.06032412,0.44361204,-0.42749774,-1.08185112,-1.25385594,-0.00146704,-1.47659349,0.00000000,1.04119241,2.61921930,0.00000000,0.46341649,-0.95993030,0.00000000,0.00000000,-0.89260399,0.00000000,0.00000000,0.00000000,0,18:48:37.0,0,0
622,0.00000000,0.00000000,0.00000000,0.04499390,0.31598783,-0.40741554,-1.05399799,-2.22847843,0.00370964,-1.20845962,0.00000000,1.07942772,0.57166409,-1.23711920,0.45658818,-0.95993030,0.00000000,0.00000000,-0.88225889,0.00000000,0.00000000,0.00000000,0,18:48:37.0,0,0
623,0.00000000,0.00000000,0.00000000,-0.06336319,0.54907608,-0.46838361,-1.09302616,-0.64978313,0.00983321,-1.27092242,0.00000000,1.05752993,0.52650082,3.25261045,0.38165769,-1.36452019,0.00000000,0.00000000,-0.73828417,0.00000000,0.00000000,0.00000000,0,18:48:37.0,0,0
624,0.00000000,0.00000000,0.00000000,-0.01264688,0.46400493,-0.48501620,-1.18397331,-1.51638901,0.05100741,-1.34525502,0.00000000,0.96798211,1.12826562,-3.24878716,0.28141978,-1.25144601,0.00000000,0.00000000,-0.83442795,0.00000000,0.00000000,0.00000000,0,18:48:38.0,0,0
625,0.00000000,0.00000000,0.00000000,0.14948240,0.55639946,-0.36623651,-1.03102946,-1.77072966,0.01408006,-1.52387285,0.00000000,1.06203723,1.87169540,0.00000000,0.46342450,-1.13889408,0.00000000,0.00000000,-0.88284516,0.00000000,0.00000000,0.00000000,0,18:48:38.0,0,0
626,0.00000000,0.00000000,0.00000000,0.08388227,0.38854486,-0.38359442,-1.04799199,-2.11338043,0.00395833,-1.27783823,0.00000000,1.10172164,0.77809525,-1.23711920,0.47968066,-0.64552796,0.00000000,0.00000000,-0.79062986,0.00000000,0.00000000,0.00000000,0,18:48:38.0,0,0
627,0.00000000,0.00000000,0.00000000,-0.22574940,0.67041731,-0.48297262,-0.98617005,-1.38727224,0.03007778,-1.31287193,0.00000000,1.05123937,1.04279220,0.00000000,0.40037280,-1.19556546,0.00000000,0.00000000,-0.71686292,0.00000000,0.00000000,0.00000000,0,18:48:38.0,0,0
628,0.00000000,0.00000000,0.00000000,-0.25359705,0.65942919,-0.56591922,-0.95657730,-1.77072966,0.02342946,-1.29601109,0.00000000,0.99442685,0.25231320,-2.36790395,0.35453755,-0.95993030,0.00000000,0.00000000,-0.71911818,0.00000000,0.00000000,0.00000000,0,18:48:38.0,0,0
629,0.00000000,0.00000000,0.00000000,-0.23248017,0.89909208,-0.52373701,-0.87495220,-0.64978313,0.03017830,-1.32591832,0.00000000,1.13420022,0.66163731,3.25261045,0.51162189,-0.89980054,0.00000000,0.00000000,-0.68087685,0.00000000,0.00000000,0.00000000,0,18:48:39.0,0,0
630,0.00000000,0.00000000,0.00000000,-0.23306721,0.61878365,-0.46848956,-0.83388090,-2.11338043,-0.02294012,-1.08228135,0.00000000,1.20657337,0.57166409,-1.23711920,0.51313859,-0.58044970,0.00000000,0.00000000,-0.65679032,0.00000000,0.00000000,0.00000000,0,18:48:39.0,0,0
631,0.00000000,0.00000000,0.00000000,-0.37667441,0.42136797,-0.53948826,-0.95885652,-0.96319342,0.01636721,-1.39977431,0.00000000,1.17859316,1.89858389,0.00000000,0.46926421,-0.89980054,0.00000000,0.00000000,-0.63009930,0.00000000,0.00000000,0.00000000,0,18:48:39.0,0,0
632,0.00000000,0.00000000,0.00000000,-0.30908808,0.35201615,-0.54322779,-1.09729958,-1.51638901,0.03728798,-1.25907135,0.00000000,1.09820962,0.50658584,-1.23711920,0.37071717,-1.01917076,0.00000000,0.00000000,-0.60871065,0.00000000,0.00000000,0.00000000,0,18:48:39.0,0,0
633,0.00000000,0.00000000,0.00000000,-0.36235744,0.42207757,-0.53276294,-1.08532345,-0.81460118,-0.02164322,-1.21219647,0.00000000,1.22107244,0.27905595,-2.36790395,0.49624622,-1.01917076,0.00000000,0.00000000,-0.55624032,0.00000000,0.00000000,0.00000000,0,18:48:39.0,0,0
634,0.00000000,0.00000000,0.00000000,-0.20581138,0.26725698,-0.48173308,-1.06048369,-2.43576097,-0.02672397,-1.17232203,0.00000000,1.24580550,0.44254726,0.34409136,0.52123749,-0.37401852,0.00000000,0.00000000,-0.64413935,0.00000000,0.00000000,0.00000000,0,18:48:40.0,0,0
635,0.00000000,0.00000000,0.00000000,-0.30914131,0.23592664,-0.49941522,-1.17786729,-0.64978313,-0.02431912,-1.32717466,0.00000000,1.17917061,1.16031170,3.25261045,0.48577577,-0.44250852,0.00000000,0.00000000,-0.60096037,0.00000000,0.00000000,0.00000000,0,18:48:40.0,0,0
636,0.00000000,0.00000000,0.00000000,-0.21873209,0.15445530,-0.48065722,-1.24495518,-2.43576097,0.00889301,-1.33322918,0.00000000,1.12261391,1.38344932,3.25261045,0.39227390,-1.47098970,0.00000000,0.00000000,-0.60478610,0.00000000,0.00000000,0.00000000,0,18:48:40.0,0,0
637,0.00000000,0.00000000,0.00000000,-0.21236520,0.53899604,-0.45630407,-0.94770652,-0.96319342,-0.03407852,-1.22672772,0.00000000,1.28438640,0.80752397,0.00000000,0.53535885,-1.19556546,0.00000000,0.00000000,-0.58076298,0.00000000,0.00000000,0.00000000,0,18:48:40.0,0,0
638,0.00000000,0.00000000,0.00000000,-0.14221837,0.41078377,-0.39309192,-0.97801983,-2.00238800,-0.03748940,-1.32534277,0.00000000,1.27680385,0.44254726,-2.36790395,0.53383726,-0.95993030,0.00000000,0.00000000,-0.63352960,0.00000000,0.00000000,0.00000000,0,18:48:40.0,0,0
639,0.00000000,0.00000000,0.00000000,-0.12802358,0.34420305,-0.41158152,-0.98181605,-1.77072966,0.00931454,-1.46972334,0.00000000,1.16947687,2.25940156,0.00000000,0.45968655,-1.31020534,0.00000000,0.00000000,-0.64232564,0.00000000,0.00000000,0.00000000,0,18:48:41.0,0,0
640,0.00000000,0.00000000,0.00000000,-0.09915642,0.42207757,-0.43354818,-0.90974844,-2.33346009,-0.02078119,-1.46378684,0.00000000,1.08975911,1.30389869,0.00000000,0.44282547,-1.19556546,0.00000000,0.00000000,-0.63589793,0.00000000,0.00000000,0.00000000,0,18:48:41.0,0,0
641,0.00000000,0.00000000,0.00000000,-0.14169991,0.61359382,-0.37069860,-0.76081866,-0.64978313,0.00156912,-1.16260672,0.00000000,1.25298882,0.52650082,0.34409136,0.52836299,-1.13889408,0.00000000,0.00000000,-0.70339173,0.00000000,0.00000000,0.00000000,0,18:48:41.0,0,0
642,0.00000000,0.00000000,0.00000000,-0.09197819,0.56474286,-0.32100508,-0.71507037,-0.64978313,-0.04176494,-1.21837974,0.00000000,1.22627807,0.91650271,3.25261045,0.49081740,-1.36452019,0.00000000,0.00000000,-0.70258260,0.00000000,0.00000000,0.00000000,0,18:48:41.0,0,0
643,0.00000000,0.00000000,0.00000000,-0.14184198,0.22386655,-0.38423377,-0.97731209,-1.10647082,-0.00321844,-1.38942134,0.00000000,1.17008400,1.01494324,3.25261045,0.52198201,-0.50984728,0.00000000,0.00000000,-0.74117768,0.00000000,0.00000000,0.00000000,0,18:48:41.0,0,0
644,0.00000000,0.00000000,0.00000000,-0.09178223,0.05238709,-0.38876292,-1.07600760,-2.33346009,0.01067795,-1.44643867,0.00000000,1.12528837,1.30389869,0.00000000,0.46087295,-1.41810858,0.00000000,0.00000000,-0.67702669,0.00000000,0.00000000,0.00000000,0,18:48:42.0,0,0
645,0.00000000,0.00000000,0.00000000,-0.05617633,0.21868898,-0.34835017,-1.00272405,-1.38727224,-0.03423428,-0.93779898,0.00000000,1.27380812,1.16031170,3.25261045,0.55460888,-0.58044970,0.00000000,0.00000000,-0.73341417,0.00000000,0.00000000,0.00000000,0,18:48:42.0,0,0
646,0.00000000,0.00000000,0.00000000,0.03039898,0.36835581,-0.33456495,-0.88787258,-1.88823271,-0.04425690,-1.29351830,0.00000000,1.23472619,0.85246539,3.25261045,0.54245585,-1.25144601,0.00000000,0.00000000,-0.70339173,0.00000000,0.00000000,0.00000000,0,18:48:42.0,0,0
647,0.00000000,0.00000000,0.00000000,0.06039601,0.46576172,-0.38094062,-1.01682734,-0.81460118,-0.02644802,-1.32608891,0.00000000,1.15693045,0.34208655,-3.24878716,0.50617814,-0.64552796,0.00000000,0.00000000,-0.72205138,0.00000000,0.00000000,0.00000000,0,18:48:42.0,0,0
648,0.00000000,0.00000000,0.00000000,-0.04922078,0.43367958,-0.39821085,-1.08919358,-2.33346009,-0.01654778,-1.38702655,0.00000000,1.09364605,1.14938426,0.00000000,0.49624622,-1.19556546,0.00000000,0.00000000,-0.71015918,0.00000000,0.00000000,0.00000000,0,18:48:42.0,0,0
