Control Box No.76(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
40,0.00000000,0.00000000,0.00000000,0.23459411,0.09938261,-0.11582302,-0.25152728,0.04927714,0.02522955,0.13001215,0.00000000,0.03755131,-0.41991788,-1.23711920,0.03677249,-0.29964831,0.00000000,0.00000000,-0.23897132,0.00000000,0.00000000,0.00000000,0,18:46:41.0,0,0
41,0.00000000,0.00000000,0.00000000,0.21884917,0.11298718,-0.08587187,-0.09385704,0.04927714,0.00964000,0.21358256,0.00000000,0.13037899,-0.14391240,0.34409136,0.07238823,0.07378279,0.00000000,0.00000000,-0.17609105,0.00000000,0.00000000,0.00000000,0,18:46:41.0,0,0
42,0.00000000,0.00000000,0.00000000,0.16509604,0.12352495,-0.11743888,-0.20436613,0.04927714,0.00885829,0.11261615,0.00000000,0.09132826,0.49535298,-1.23711920,0.00564578,-0.15637089,0.00000000,0.00000000,-0.11850495,0.00000000,0.00000000,0.00000000,0,18:46:41.0,0,0
43,0.00000000,0.00000000,0.00000000,0.11380742,0.17933163,-0.14214250,-0.26814532,0.04927714,0.04306719,-0.06582076,0.00000000,-0.00254678,-0.36645544,0.34409136,-0.05338684,-0.15637089,0.00000000,0.00000000,-0.03301987,0.00000000,0.00000000,0.00000000,0,18:46:41.0,0,0
44,0.00000000,0.00000000,0.00000000,0.12955235,0.13017955,-0.13982494,-0.14957459,-0.32119155,0.01849813,0.18007648,0.00000000,0.13400061,0.43659377,0.34409136,0.06671537,-0.08276336,0.00000000,0.00000000,-0.02210946,0.00000000,0.00000000,0.00000000,0,18:46:42.0,0,0
45,0.00000000,0.00000000,0.00000000,0.09789500,0.11995424,-0.11503176,-0.03710975,-0.14620425,0.00041021,0.18007648,0.00000000,0.15819451,-0.19979288,-1.23711920,0.06556145,-0.00272961,0.00000000,0.00000000,-0.08599854,0.00000000,0.00000000,0.00000000,0,18:46:42.0,0,0
46,0.00000000,0.00000000,0.00000000,0.10488159,0.14125073,-0.11899525,-0.12735707,0.04927714,0.04939941,0.03133549,0.00000000,0.06667709,1.34987068,3.25261045,-0.01307206,-0.00272961,0.00000000,0.00000000,-0.11849342,0.00000000,0.00000000,0.00000000,0,18:46:42.0,0,0
47,0.00000000,0.00000000,0.00000000,0.15081075,0.15962809,-0.15423441,-0.04610032,-0.32119155,0.03505176,-0.01465394,0.00000000,-0.03729588,-0.08202791,0.34409136,-0.07463227,-0.00272961,0.00000000,0.00000000,-0.06883344,0.00000000,0.00000000,0.00000000,0,18:46:42.0,0,0
48,0.00000000,0.00000000,0.00000000,0.03257919,0.24131607,-0.17393541,-0.05010718,0.04927714,0.01971454,0.16283531,0.00000000,0.17631015,-0.16988492,-1.23711920,0.10009724,0.07378279,0.00000000,0.00000000,0.17200062,0.00000000,0.00000000,0.00000000,0,18:46:42.0,0,0
49,0.00000000,0.00000000,0.00000000,-0.32871011,0.34505847,-0.21382287,-0.01770000,0.24162953,-0.03060332,0.03135923,0.00000000,0.17297404,-0.10629316,3.25261045,0.05448876,0.23133540,0.00000000,0.00000000,0.45946240,0.00000000,0.00000000,0.00000000,0,18:46:43.0,0,0
50,0.00000000,0.00000000,0.00000000,-0.25987524,0.25090426,-0.25710064,-0.25470865,0.24162953,-0.00012296,-0.05816490,0.00000000,0.06740163,-0.08202791,-1.23711920,-0.01792541,0.23133540,0.00000000,0.00000000,0.33010691,0.00000000,0.00000000,0.00000000,0,18:46:43.0,0,0
51,0.00000000,0.00000000,0.00000000,-0.26746219,0.17933163,-0.30245328,-0.29302645,0.04927714,0.01548686,-0.14547662,0.00000000,-0.02551127,-0.13767576,0.34409136,-0.02170224,-0.22865002,0.00000000,0.00000000,0.37276423,0.00000000,0.00000000,0.00000000,0,18:46:43.0,0,0
52,0.00000000,0.00000000,0.00000000,-0.24542829,0.29543921,-0.26615566,-0.38040748,-0.14620425,-0.03011755,0.08849062,0.00000000,0.11706197,-0.16505247,-1.23711920,0.05448876,-0.00272961,0.00000000,0.00000000,0.29830128,0.00000000,0.00000000,0.00000000,0,18:46:43.0,0,0
53,0.00000000,0.00000000,0.00000000,-0.28666931,0.17615879,-0.28249288,-0.25225616,0.24162953,-0.03282695,-0.02560377,0.00000000,0.08445680,-0.13767576,0.34409136,0.01947949,0.23133540,0.00000000,0.00000000,0.36688250,0.00000000,0.00000000,0.00000000,0,18:46:43.0,0,0
54,0.00000000,0.00000000,0.00000000,-0.24662572,0.15178850,-0.30453992,-0.35126740,-0.48885497,0.02846652,-0.12939040,0.00000000,-0.03799103,0.05723262,-1.23711920,-0.06808984,-0.29964831,0.00000000,0.00000000,0.19287372,0.00000000,0.00000000,0.00000000,0,18:46:44.0,0,0
55,0.00000000,0.00000000,0.00000000,-0.13426134,0.03665096,-0.17904620,-0.31928888,0.04927714,0.00545925,0.02280480,0.00000000,-0.02021639,-0.05740720,0.34409136,0.01418747,-0.15637089,0.00000000,0.00000000,-0.04698208,0.00000000,0.00000000,0.00000000,0,18:46:44.0,0,0
56,0.00000000,0.00000000,0.00000000,-0.14888844,0.07486895,-0.15443212,-0.21921396,0.24162953,0.00400907,-0.03443778,0.00000000,0.03757683,-0.16531044,0.34409136,0.05041624,-0.08276336,0.00000000,0.00000000,0.08143651,0.00000000,0.00000000,0.00000000,0,18:46:44.0,0,0
57,0.00000000,0.00000000,0.00000000,-0.01203688,0.31556365,-0.16291977,-0.14152569,0.24162953,-0.01514163,-0.01760386,0.00000000,0.01079917,-0.31286705,3.25261045,-0.00821258,-0.29964831,0.00000000,0.00000000,-0.19368766,0.00000000,0.00000000,0.00000000,0,18:46:44.0,0,0
58,0.00000000,0.00000000,0.00000000,-0.07745621,0.12747654,-0.16232780,-0.30259526,-0.14620425,0.05883183,-0.14372404,0.00000000,-0.16464245,-0.11172205,0.34409136,-0.09883559,-0.15637089,0.00000000,0.00000000,-0.21928102,0.00000000,0.00000000,0.00000000,0,18:46:44.0,0,0
59,0.00000000,0.00000000,0.00000000,-0.04158141,0.09356776,-0.10377462,-0.10522601,0.44368434,-0.00202702,0.04725634,0.00000000,-0.03128448,-0.39551085,0.34409136,0.01908936,-0.00272961,0.00000000,0.00000000,-0.21928102,0.00000000,0.00000000,0.00000000,0,18:46:45.0,0,0
60,0.00000000,0.00000000,0.00000000,0.00319215,0.05806530,-0.09838916,-0.11276147,0.04927714,0.02294639,0.09637520,0.00000000,-0.03123859,-0.31286705,0.34409136,0.01794444,0.07378279,0.00000000,0.00000000,-0.18247613,0.00000000,0.00000000,0.00000000,0,18:46:45.0,0,0
61,0.00000000,0.00000000,0.00000000,-0.07026934,0.14945194,-0.09675197,-0.15868419,0.04927714,0.00731846,-0.11391476,0.00000000,-0.10452896,-0.43296158,0.34409136,-0.04912221,-0.00272961,0.00000000,0.00000000,-0.11849342,0.00000000,0.00000000,0.00000000,0,18:46:45.0,0,0
62,0.00000000,0.00000000,0.00000000,-0.05617633,0.07808611,-0.15096390,-0.34242323,0.04927714,0.02709877,-0.17612137,0.00000000,-0.16063066,-0.55762815,-1.23711920,-0.02830804,-0.08276336,0.00000000,0.00000000,-0.17178726,0.00000000,0.00000000,0.00000000,0,18:46:45.0,0,0
63,0.00000000,0.00000000,0.00000000,0.07491904,0.11702439,-0.11584723,-0.18793772,0.24162953,-0.00045194,0.04697713,0.00000000,-0.03229569,0.29420805,0.34409136,0.01304854,-0.08276336,0.00000000,0.00000000,-0.24527347,0.00000000,0.00000000,0.00000000,0,18:46:45.0,0,0
64,0.00000000,0.00000000,0.00000000,0.26407614,0.39032623,-0.08712580,-0.28066471,0.04927714,0.00605852,-0.02560377,0.00000000,-0.09728836,-0.02914679,0.34409136,-0.02414052,-0.08276336,0.00000000,0.00000000,-0.43549383,0.00000000,0.00000000,0.00000000,0,18:46:46.0,0,0
65,0.00000000,0.00000000,0.00000000,0.50979668,0.46259841,-0.08001171,-0.19664615,-0.14620425,0.04172470,-0.08935514,0.00000000,-0.22051159,-0.29016411,-1.23711920,-0.11265145,-0.37401852,0.00000000,0.00000000,-0.51790076,0.00000000,0.00000000,0.00000000,0,18:46:46.0,0,0
66,0.00000000,0.00000000,0.00000000,0.60832727,0.49723539,-0.09761528,-0.25197676,-0.14620425,0.03224635,-0.10483079,0.00000000,-0.22894019,-0.21936736,3.25261045,-0.06389711,0.07378279,0.00000000,0.00000000,-0.52591527,0.00000000,0.00000000,0.00000000,0,18:46:46.0,0,0
67,0.00000000,0.00000000,0.00000000,0.52827883,0.56660062,-0.04487053,-0.18321866,-0.14620425,0.01846710,0.03929035,0.00000000,-0.07002325,-0.21819156,0.34409136,0.02172127,0.15178484,0.00000000,0.00000000,-0.23483923,0.00000000,0.00000000,0.00000000,0,18:46:46.0,0,0
68,0.00000000,0.00000000,0.00000000,0.22222745,0.51584458,-0.15453541,-0.21973191,0.04927714,0.01665588,-0.07286958,0.00000000,-0.07976887,-0.10629316,-1.23711920,-0.06389711,-0.22865002,0.00000000,0.00000000,0.12899606,0.00000000,0.00000000,0.00000000,0,18:46:46.0,0,0
69,0.00000000,0.00000000,0.00000000,0.21871063,0.51986247,-0.16395497,-0.13688341,0.04927714,0.00457192,-0.13662507,0.00000000,-0.15431151,-0.43296158,0.34409136,-0.09883559,-0.00272961,0.00000000,0.00000000,0.02330370,0.00000000,0.00000000,0.00000000,0,18:46:47.0,0,0
70,0.00000000,0.00000000,0.00000000,0.11380742,0.60408342,-0.13133323,-0.21657844,0.04927714,0.01782592,-0.05015999,0.00000000,-0.02896628,-0.27295575,3.25261045,-0.00821258,-0.15637089,0.00000000,0.00000000,0.33921778,0.00000000,0.00000000,0.00000000,0,18:46:47.0,0,0
71,0.00000000,0.00000000,0.00000000,-0.23922402,0.49696976,-0.23668395,-0.24192891,-0.32119155,-0.03797453,-0.13689017,0.00000000,0.00660200,-0.27295575,0.34409136,-0.02654996,-0.15637089,0.00000000,0.00000000,0.47047246,0.00000000,0.00000000,0.00000000,0,18:46:47.0,0,0
72,0.00000000,0.00000000,0.00000000,-0.67741382,0.65135336,-0.37985387,-0.06590796,0.04927714,0.00429690,-0.14372404,0.00000000,-0.11154263,0.07466447,-1.23711920,-0.09883559,-0.15637089,0.00000000,0.00000000,0.32906270,0.00000000,0.00000000,0.00000000,0,18:46:47.0,0,0
73,0.00000000,0.00000000,0.00000000,-0.88079476,0.80874360,-0.40153742,-0.17715751,-0.32119155,-0.02546255,-0.23910640,0.00000000,-0.25329348,-0.48378587,-1.23711920,-0.13665067,-0.22865002,0.00000000,0.00000000,0.23078543,0.00000000,0.00000000,0.00000000,0,18:46:47.0,0,0
74,0.00000000,0.00000000,0.00000000,-0.66425258,0.81696439,-0.30484128,-0.35844186,0.04927714,-0.03495375,-0.05816490,0.00000000,-0.09523602,-0.21819156,0.34409136,-0.04242670,0.23133540,0.00000000,0.00000000,0.17035805,0.00000000,0.00000000,0.00000000,0,18:46:48.0,0,0
75,0.00000000,0.00000000,0.00000000,-0.47612119,0.56660062,-0.28398007,-0.40052372,-0.14620425,-0.02730113,-0.08935514,0.00000000,-0.09160855,-0.27383941,-1.23711920,-0.06198409,-0.15637089,0.00000000,0.00000000,0.24726333,0.00000000,0.00000000,0.00000000,0,18:46:48.0,0,0
76,0.00000000,0.00000000,0.00000000,-0.43717945,0.38552040,-0.32326651,-0.61011428,-0.32119155,-0.00925170,-0.16584817,0.00000000,-0.17899871,0.38227892,-2.36790395,-0.14137024,-0.22865002,0.00000000,0.00000000,0.24012442,0.00000000,0.00000000,0.00000000,0,18:46:48.0,0,0
77,0.00000000,0.00000000,0.00000000,-0.42364553,0.48809761,-0.33499473,-0.47970653,-0.48885497,0.00232765,-0.26599503,0.00000000,-0.18156293,-0.23524201,0.34409136,-0.08653609,-0.15637089,0.00000000,0.00000000,0.26929820,0.00000000,0.00000000,0.00000000,0,18:46:48.0,0,0
78,0.00000000,0.00000000,0.00000000,-0.41053939,0.53054124,-0.28089228,-0.43095809,-0.48885497,-0.02457806,-0.07382566,0.00000000,-0.08199089,-0.41933656,0.34409136,-0.04858061,-0.00272961,0.00000000,0.00000000,0.22046392,0.00000000,0.00000000,0.00000000,0,18:46:48.0,0,0
79,0.00000000,0.00000000,0.00000000,-0.41029876,0.39610752,-0.25918201,-0.46480170,-0.64978313,0.01422567,-0.09799390,0.00000000,-0.12588075,-0.38148466,0.34409136,-0.10965717,-0.22865002,0.00000000,0.00000000,0.21147633,0.00000000,0.00000000,0.00000000,0,18:46:49.0,0,0
80,0.00000000,0.00000000,0.00000000,-0.34900677,0.37875003,-0.28303871,-0.52861053,-0.64978313,0.03799746,-0.25308481,0.00000000,-0.23407248,-0.41933656,-1.23711920,-0.18793857,-0.22865002,0.00000000,0.00000000,0.18830784,0.00000000,0.00000000,0.00000000,0,18:46:49.0,0,0
81,0.00000000,0.00000000,0.00000000,-0.39719266,0.30852672,-0.27354819,-0.35908601,0.04927714,-0.00916965,-0.12013952,0.00000000,-0.14251159,-0.11172205,-1.23711920,-0.08818901,-0.08276336,0.00000000,0.00000000,0.22388788,0.00000000,0.00000000,0.00000000,0,18:46:49.0,0,0
82,0.00000000,0.00000000,0.00000000,-0.33576784,0.33351982,-0.21753402,-0.48581722,-0.14620425,0.03348060,-0.12939040,0.00000000,-0.12782387,-0.41933656,-1.23711920,-0.09883559,-0.08276336,0.00000000,0.00000000,0.21594879,0.00000000,0.00000000,0.00000000,0,18:46:49.0,0,0
83,0.00000000,0.00000000,0.00000000,-0.32248503,0.41482073,-0.23976286,-0.40829390,-0.32119155,-0.00103903,-0.18808496,0.00000000,-0.20038693,-0.92240417,-1.23711920,-0.16519855,-0.00272961,0.00000000,0.00000000,0.18830784,0.00000000,0.00000000,0.00000000,0,18:46:49.0,0,0
84,0.00000000,0.00000000,0.00000000,-0.35015264,0.37768596,-0.31178862,-0.42909342,-0.32119155,0.03670985,-0.24516885,0.00000000,-0.27807689,-0.62747276,-1.23711920,-0.15182376,-0.08276336,0.00000000,0.00000000,0.20099550,0.00000000,0.00000000,0.00000000,0,18:46:50.0,0,0
85,0.00000000,0.00000000,0.00000000,-0.29566848,0.44787350,-0.23201115,-0.36861467,0.04927714,-0.02221998,-0.09734179,0.00000000,-0.13786945,-0.50198030,0.34409136,-0.10490879,-0.15637089,0.00000000,0.00000000,0.24125171,0.00000000,0.00000000,0.00000000,0,18:46:50.0,0,0
86,0.00000000,0.00000000,0.00000000,-0.23199862,0.51174861,-0.25177801,-0.56952351,-0.64978313,-0.00759824,-0.18379879,0.00000000,-0.17713854,0.12754560,-1.23711920,-0.14209904,-0.22865002,0.00000000,0.00000000,0.24958003,0.00000000,0.00000000,0.00000000,0,18:46:50.0,0,0
87,0.00000000,0.00000000,0.00000000,-0.28147370,0.45198432,-0.30320549,-0.49333087,-0.14620425,0.01424127,-0.16118470,0.00000000,-0.27749664,-0.18915272,-1.23711920,-0.20810641,-0.37401852,0.00000000,0.00000000,0.24820484,0.00000000,0.00000000,0.00000000,0,18:46:50.0,0,0
88,0.00000000,0.00000000,0.00000000,-0.27450234,0.51519090,-0.30321968,-0.63864720,-0.14620425,-0.00882865,-0.22297956,0.00000000,-0.17867972,0.96732187,0.34409136,-0.10490879,-0.37401852,0.00000000,0.00000000,0.36104888,0.00000000,0.00000000,0.00000000,0,18:46:50.0,0,0
