Control Box No.76(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
482,0.00000000,0.00000000,0.00000000,0.00000000,-1.42410946,0.00000000,0.00000000,-3.58372211,1.30609047,0.58466172,0.00000000,0.51889783,-0.30794078,-0.64838594,-0.64768261,-0.61295676,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:38.0,0,0
483,0.00000000,0.00000000,0.00000000,0.00000000,-1.45063412,0.00000000,0.00000000,-0.92355090,1.24047995,0.62270308,0.00000000,0.46884209,-0.33379906,-0.79788721,-0.64664644,-0.56979436,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:38.0,0,0
484,0.00000000,0.00000000,0.00000000,0.00000000,-1.42081821,0.00000000,0.00000000,-0.76626360,1.03336453,0.46191633,0.00000000,0.49086559,-0.05576789,0.66022497,-0.64587963,-0.58171058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:39.0,0,0
485,0.00000000,0.00000000,0.00000000,0.00000000,-1.34340310,0.00000000,0.00000000,-0.76626360,0.87982726,0.45052508,0.00000000,0.46215358,-0.05576789,0.66022497,-0.59982061,-0.66162926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:39.0,0,0
486,0.00000000,0.00000000,0.00000000,0.00000000,-1.51562977,0.00000000,0.00000000,-0.89498842,0.64897114,0.40650076,0.00000000,0.39008918,-0.12651145,-0.19584906,-0.54428399,-0.65287238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:39.0,0,0
487,0.00000000,0.00000000,0.00000000,0.00000000,-1.25179398,0.00000000,0.00000000,-0.52623004,0.85239166,0.54892802,-9.54111576,0.41641241,-0.01914680,-0.60201979,-0.50148547,-0.59453541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:39.0,0,0
488,0.00000000,0.00000000,0.00000000,0.00000000,-1.31490886,0.00000000,0.00000000,-0.61843151,0.78588253,0.60374302,-10.37809277,0.42526007,-0.01482797,-0.99934065,-0.48579758,-0.56617802,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:39.0,0,0
489,0.00000000,0.00000000,0.00000000,0.00000000,-1.26479065,0.00000000,0.00000000,-0.13685356,0.74750578,0.66288996,0.00000000,0.39673930,0.08242357,0.61876309,-0.50461829,-0.56523967,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:40.0,0,0
490,0.00000000,0.00000000,0.00000000,0.00000000,-1.41168380,0.00000000,0.00000000,-0.54140860,1.61275351,0.66761631,0.00000000,0.42455950,-0.17932761,-0.36285958,-0.54423076,-0.64062983,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:40.0,0,0
491,0.00000000,0.00000000,0.00000000,0.00000000,-1.40396309,0.00000000,0.00000000,-3.35272217,1.61743379,0.69302845,0.00000000,0.52784646,-0.20044786,-0.26371169,-0.59482068,-0.48142856,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:40.0,0,0
492,0.00000000,0.00000000,0.00000000,0.00000000,-1.42260897,0.00000000,0.00000000,-2.17299795,1.27530015,0.69302845,0.00000000,0.44043088,-0.17311800,-0.53969550,-0.56547314,-0.51233697,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:40.0,0,0
493,0.00000000,0.00000000,0.00000000,0.00000000,-1.38976502,0.00000000,0.00000000,-0.61843151,1.04985964,0.66288996,0.00000000,0.42585695,0.08242357,0.41373396,-0.47458738,-0.61337489,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:40.0,0,0
494,0.00000000,0.00000000,0.00000000,0.00000000,-1.41492033,0.00000000,0.00000000,-0.78056073,1.10414910,0.45052508,0.00000000,0.41059405,0.13527286,1.22951007,-0.52650404,-0.68261844,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:41.0,0,0
495,0.00000000,0.00000000,0.00000000,0.00000000,-1.47398162,0.00000000,0.00000000,-0.83818322,1.53737736,0.52594525,0.00000000,0.46174130,0.03350276,0.33482882,-0.60453647,-0.58728063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:41.0,0,0
496,0.00000000,0.00000000,0.00000000,0.00000000,-1.40284181,0.00000000,0.00000000,-0.13685356,1.30609047,0.34799439,0.00000000,0.42988694,-0.23916322,0.06969140,-0.62273049,-0.53578925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:41.0,0,0
497,0.00000000,0.00000000,0.00000000,0.00000000,-1.33205366,0.00000000,0.00000000,-0.43185708,1.20173609,0.45052508,0.00000000,0.41336399,-0.10666633,-0.05541370,-0.54718506,-0.62940836,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:41.0,0,0
498,0.00000000,0.00000000,0.00000000,0.00000000,-1.34323025,0.00000000,0.00000000,-0.36803499,1.24901438,0.34799439,0.00000000,0.41680509,-0.08125421,-0.05541370,-0.55497479,-0.68757570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:41.0,0,0
499,0.00000000,0.00000000,0.00000000,0.00000000,-1.34880900,0.00000000,0.00000000,-0.46390569,1.34148765,0.65563810,0.00000000,0.47058952,-0.07031393,-0.44382474,-0.48486590,-0.58762473,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:42.0,0,0
500,0.00000000,0.00000000,0.00000000,0.00000000,-1.42260849,0.00000000,0.00000000,-2.52188873,1.04985964,0.72778803,0.00000000,0.42984688,0.05561754,-0.07396238,-0.47131729,-0.57140058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:42.0,0,0
501,0.00000000,0.00000000,0.00000000,0.00000000,-1.47756433,0.00000000,0.00000000,-0.75191486,1.31476557,0.45052508,0.00000000,0.38778847,0.12166274,-0.09127470,-0.48873782,-0.60196847,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:42.0,0,0
502,0.00000000,0.00000000,0.00000000,0.00000000,-1.47478032,0.00000000,0.00000000,-0.80994785,1.32375002,0.48247081,0.00000000,0.41641241,-0.00743723,0.08891928,-0.50805372,-0.69520485,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:42.0,0,0
503,0.00000000,0.00000000,0.00000000,0.00000000,-1.43081808,0.00000000,0.00000000,-0.73751485,1.11239767,0.67979944,0.00000000,0.41192609,0.01599729,0.41373396,-0.48973921,-0.54593593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:42.0,0,0
504,0.00000000,0.00000000,0.00000000,0.00000000,-1.44423652,0.00000000,0.00000000,-0.64804387,1.17592692,0.61007380,0.00000000,0.48227638,0.05561754,0.21868795,-0.53344727,-0.50048745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:43.0,0,0
505,0.00000000,0.00000000,0.00000000,0.00000000,-1.30554616,0.00000000,0.00000000,-0.13685356,1.06642318,0.66761631,0.00000000,0.37226987,0.14914793,0.63944030,-0.52298009,-0.54432499,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:43.0,0,0
506,0.00000000,0.00000000,0.00000000,0.00000000,-1.32991767,0.00000000,0.00000000,-0.41625687,1.26642358,0.57268345,0.00000000,0.38621241,0.08242357,0.31566179,-0.51918375,-0.63997144,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:43.0,0,0
507,0.00000000,0.00000000,0.00000000,0.00000000,-1.41545045,0.00000000,0.00000000,-0.44843000,1.03336453,0.74034685,0.00000000,0.38356084,0.08242357,0.08891928,-0.50438130,-0.56806743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:43.0,0,0
508,0.00000000,0.00000000,0.00000000,0.00000000,-1.35009360,0.00000000,0.00000000,-0.23725787,0.97203898,0.64307928,0.00000000,0.33095369,0.19534442,0.23864618,-0.47564960,-0.52314109,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:43.0,0,0
509,0.00000000,0.00000000,0.00000000,0.00000000,-1.30664802,0.00000000,0.00000000,-0.52623004,1.09564328,0.45052508,0.00000000,0.37037301,0.08147582,0.16308312,-0.53202701,-0.49864459,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:44.0,0,0
510,0.00000000,0.00000000,0.00000000,0.00000000,-1.35910451,0.00000000,0.00000000,-0.75191486,1.15890574,0.35976258,0.00000000,0.36996257,0.12166274,0.45443681,-0.56763953,-0.52255809,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:44.0,0,0
511,0.00000000,0.00000000,0.00000000,0.00000000,-1.43679094,0.00000000,0.00000000,-0.76626360,1.12922204,0.59684479,-5.70468712,0.52012181,-0.14223790,-0.16091600,-0.60627222,-0.42919502,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:44.0,0,0
512,0.00000000,0.00000000,0.00000000,0.00000000,-1.38517582,0.00000000,0.00000000,-0.36803499,1.15890574,0.61007380,0.00000000,0.46790779,-0.09448329,-0.49204665,-0.57767880,-0.45528942,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:44.0,0,0
513,0.00000000,0.00000000,0.00000000,0.00000000,-1.36215758,0.00000000,0.00000000,-0.44843000,1.17592692,0.69302845,0.00000000,0.44016203,-0.12900886,-0.19584906,-0.57162559,-0.49069333,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:44.0,0,0
514,0.00000000,0.00000000,0.00000000,0.00000000,-1.49761569,0.00000000,0.00000000,-3.59474277,1.37720084,0.65563810,0.00000000,0.44298628,-0.07619268,0.27633780,-0.63358504,-0.55134296,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:45.0,0,0
515,0.00000000,0.00000000,0.00000000,0.00000000,-1.44300747,0.00000000,0.00000000,-3.30659389,1.09564328,0.74034685,0.00000000,0.43948579,0.00565618,0.05174895,-0.58224368,-0.53553343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:45.0,0,0
516,0.00000000,0.00000000,0.00000000,0.00000000,-1.49472821,0.00000000,0.00000000,-3.49729538,1.13779950,0.71621186,0.00000000,0.38365650,-0.02843809,0.06969140,-0.58882952,-0.50510466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:45.0,0,0
517,0.00000000,0.00000000,0.00000000,0.00000000,-1.30876112,0.00000000,0.00000000,-0.40059608,1.31476557,0.43931311,0.00000000,0.40497690,-0.12900886,0.41373396,-0.63595062,-0.46961832,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:45.0,0,0
518,0.00000000,0.00000000,0.00000000,0.00000000,-1.37485600,0.00000000,0.00000000,-0.78056073,1.39074934,0.37097451,0.00000000,0.44924390,-0.23916322,0.47428125,-0.74366468,-0.48106837,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:45.0,0,0
519,0.00000000,0.00000000,0.00000000,0.00000000,-1.37189054,0.00000000,0.00000000,-0.70758975,1.36809587,0.34799439,0.00000000,0.49134117,-0.33379906,0.51426733,-0.80849499,-0.50585806,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:46.0,0,0
520,0.00000000,0.00000000,0.00000000,0.00000000,-1.29902279,0.00000000,0.00000000,-0.44843000,1.24047995,0.59684479,0.00000000,0.56279820,-0.49147576,-0.37896955,-0.89727724,-0.43786728,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:46.0,0,0
521,0.00000000,0.00000000,0.00000000,0.00000000,-1.30623114,0.00000000,0.00000000,-0.30317980,1.31476557,0.52344167,0.00000000,0.57791859,-0.50403458,-0.53969550,-0.94071043,-0.43494576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:46.0,0,0
522,0.00000000,0.00000000,0.00000000,0.00000000,-1.34910595,0.00000000,0.00000000,-0.35218424,1.66548896,0.43066210,0.00000000,0.64923263,-0.59349006,-0.31304762,-0.90959007,-0.45716023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:46.0,0,0
523,0.00000000,0.00000000,0.00000000,0.00000000,-1.46363509,0.00000000,0.00000000,-2.75661850,1.67497957,0.38236576,0.00000000,0.64521044,-0.50050539,0.33482882,-0.88871622,-0.55145884,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:46.0,0,0
524,0.00000000,0.00000000,0.00000000,0.00000000,-1.46488547,0.00000000,0.00000000,-0.51099408,1.39074934,0.54854846,0.00000000,0.60912418,-0.27200511,0.12522161,-0.79690051,-0.46866667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:47.0,0,0
525,0.00000000,0.00000000,0.00000000,0.00000000,-1.23150802,0.00000000,0.00000000,-2.25293350,1.72854567,0.54854846,0.00000000,0.74237514,-0.64721936,0.41373396,-1.19973719,-0.31987250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:47.0,0,0
526,0.00000000,0.00000000,0.00000000,0.00000000,-0.98990077,0.00000000,0.00000000,-0.44843000,1.77796030,0.09189138,0.00000000,0.77894533,-0.69811779,1.22951007,-1.29858220,-0.26878324,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:47.0,0,0
527,0.00000000,0.00000000,0.00000000,0.00000000,-1.01878953,0.00000000,0.00000000,-0.01548494,2.33003759,0.20524812,0.00000000,0.87506962,-0.80983698,1.61233783,-1.32088828,-0.29869235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:47.0,0,0
528,0.00000000,0.00000000,0.00000000,0.00000000,-0.71454251,0.00000000,0.00000000,-1.52777576,2.04432368,-0.00332510,0.00000000,0.92322367,-0.73500538,3.05348206,-1.22730875,-0.33467466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:47.0,0,0
529,0.00000000,0.00000000,0.00000000,0.00000000,-0.89976954,0.00000000,0.00000000,-3.30154705,1.93977046,-0.05368497,0.00000000,0.97256905,-0.86151010,2.06907654,-1.25915706,-0.31537014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:48.0,0,0
530,0.00000000,0.00000000,0.00000000,0.00000000,-0.93007880,0.00000000,0.00000000,-2.70052624,1.87832308,-0.36866015,-10.12389088,0.94544595,-0.98414266,0.06969140,-1.28137755,-0.41516867,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:48.0,0,0
531,0.00000000,0.00000000,0.00000000,0.00000000,-0.93562108,0.00000000,0.00000000,-0.40059608,1.88866627,-0.44770992,-7.60094881,0.95181823,-1.00070655,-0.29666948,-1.36196744,-0.45541528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:48.0,0,0
532,0.00000000,0.00000000,0.00000000,0.00000000,-1.01664162,0.00000000,0.00000000,-0.13685356,2.07640457,-0.07262386,0.00000000,0.98285568,-0.81176621,1.50627804,-1.32408786,-0.36079770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:48.0,0,0
533,0.00000000,0.00000000,0.00000000,0.00000000,-1.28116322,0.00000000,0.00000000,-0.36803499,2.07640457,-0.20649475,0.00000000,1.01813400,-0.93421775,2.12875843,-1.31210995,-0.36617345,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:48.0,0,0
534,0.00000000,0.00000000,0.00000000,0.00000000,-1.20456433,0.00000000,0.00000000,-0.78056073,1.43584776,-0.45419639,0.00000000,0.91837448,-1.16568398,0.37344041,-1.35052633,-0.41734803,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:49.0,0,0
535,0.00000000,0.00000000,0.00000000,0.00000000,-1.17168105,0.00000000,0.00000000,-0.72209746,2.40457726,-0.63571811,0.00000000,1.04783309,-1.23148477,0.29531720,-1.35546803,-0.48566699,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:49.0,0,0
536,0.00000000,0.00000000,0.00000000,0.00000000,-1.08543444,0.00000000,0.00000000,0.00182737,2.27337432,-0.37781695,0.00000000,1.04910839,-1.03675354,0.25744742,-1.28006542,-0.40708420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:49.0,0,0
537,0.00000000,0.00000000,0.00000000,0.00000000,-1.09488177,0.00000000,0.00000000,-0.15357812,2.04432368,-0.46312377,0.00000000,1.00418055,-0.97686970,0.33482882,-1.28304207,-0.45194495,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:49.0,0,0
538,0.00000000,0.00000000,0.00000000,0.00000000,-1.18380785,0.00000000,0.00000000,-0.43185708,2.15739083,-0.38685760,0.00000000,0.97345984,-1.14566326,0.25744742,-1.33943295,-0.46231049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:49.0,0,0
539,0.00000000,0.00000000,0.00000000,0.00000000,-1.08134532,0.00000000,0.00000000,-0.30317980,2.63126278,-0.45419639,0.00000000,1.11220717,-1.19379306,0.72464532,-1.32816887,-0.55344737,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:50.0,0,0
540,0.00000000,0.00000000,0.00000000,0.00000000,-1.05879807,0.00000000,0.00000000,-0.17023273,2.20121431,-0.62550449,0.00000000,0.95518875,-1.11475575,0.05174895,-1.22126138,-0.50048077,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:50.0,0,0
541,0.00000000,0.00000000,0.00000000,0.00000000,-0.99697363,0.00000000,0.00000000,-0.92355090,2.38146496,-0.60820532,-7.60094881,1.02134633,-1.24278569,-0.53969550,-1.14851248,-0.47027868,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:50.0,0,0
542,0.00000000,0.00000000,0.00000000,0.00000000,-0.94988036,0.00000000,0.00000000,-0.76626360,2.16812277,-0.75257361,0.00000000,0.94611311,-1.06680739,-0.07396238,-1.11556840,-0.50049126,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:50.0,0,0
543,0.00000000,0.00000000,0.00000000,0.00000000,-0.89103383,0.00000000,0.00000000,-0.46390569,2.31849194,-0.62550449,0.00000000,0.92248893,-1.17613614,-0.60201979,-1.03179574,-0.62631613,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:50.0,0,0
544,0.00000000,0.00000000,0.00000000,0.00000000,-0.72306222,0.00000000,0.00000000,0.02037606,2.10839105,-0.44515574,0.00000000,0.90094250,-0.93370593,-0.21264330,-0.85489017,-0.59134740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:51.0,0,0
545,0.00000000,0.00000000,0.00000000,0.00000000,-0.68083823,0.00000000,0.00000000,-0.38487387,2.24004817,-0.36866015,0.00000000,0.86037785,-0.93421775,-0.34668460,-0.82203197,-0.57818043,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:51.0,0,0
546,0.00000000,0.00000000,0.00000000,0.00000000,-0.68279207,0.00000000,0.00000000,-0.92355090,2.40457726,-0.51575810,0.00000000,0.87528527,-0.88324690,-0.09127470,-0.85286248,-0.60760063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:51.0,0,0
547,0.00000000,0.00000000,0.00000000,0.00000000,-0.60552371,0.00000000,0.00000000,-0.70758975,2.00767708,-0.72347391,0.00000000,0.81277883,-0.74570125,0.37344041,-0.81914365,-0.73381448,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:51.0,0,0
548,0.00000000,0.00000000,0.00000000,0.00000000,-0.60909796,0.00000000,0.00000000,-0.63326502,1.73850882,-0.53239357,0.00000000,0.72344685,-0.63943762,0.72464532,-0.63330370,-0.76613551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:51.0,0,0
549,0.00000000,0.00000000,0.00000000,0.00000000,-0.50960094,0.00000000,0.00000000,-0.55753547,1.46790159,-0.69803762,0.00000000,0.62487608,-0.63943762,0.41373396,-0.67980134,-0.74073118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:52.0,0,0
550,0.00000000,0.00000000,0.00000000,0.00000000,-0.58928013,0.00000000,0.00000000,-0.49570000,1.44510782,-0.68954301,0.00000000,0.66008317,-0.78761625,-0.16091600,-0.72298622,-0.68796569,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:52.0,0,0
551,0.00000000,0.00000000,0.00000000,0.00000000,-0.53111327,0.00000000,0.00000000,-0.22087970,1.55608869,-0.67224377,0.00000000,0.64863712,-0.88324690,-0.03794539,-0.70598757,-0.75835049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:52.0,0,0
552,0.00000000,0.00000000,0.00000000,0.00000000,-0.63358974,0.00000000,0.00000000,-0.25465387,1.62712407,-0.55182910,0.79671007,0.77047300,-0.92406112,-0.63332522,-0.71354795,-0.66922539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:52.0,0,0
553,0.00000000,0.00000000,0.00000000,0.00000000,-0.63003075,0.00000000,0.00000000,-0.36803499,1.72854567,-0.53372610,-5.70468712,0.70157087,-0.80983698,-0.39608264,-0.71529686,-0.70709980,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:52.0,0,0
554,0.00000000,0.00000000,0.00000000,0.00000000,-0.52383804,0.00000000,0.00000000,-0.40059608,1.85307860,-0.50660133,0.00000000,0.74058294,-0.78685689,-0.84205329,-0.70127344,-0.75577599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:53.0,0,0
555,0.00000000,0.00000000,0.00000000,0.00000000,-0.66719472,0.00000000,0.00000000,-3.07943153,2.40457726,-0.51575810,0.00000000,0.78824580,-0.93421775,-0.70905483,-0.78803021,-0.83582824,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:53.0,0,0
556,0.00000000,0.00000000,0.00000000,0.00000000,-0.52314669,0.00000000,0.00000000,-0.78056073,1.36809587,-0.48982382,0.00000000,0.70862210,-0.74570125,0.70352459,-0.74521029,-0.74985796,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:53.0,0,0
557,0.00000000,0.00000000,0.00000000,0.00000000,-0.54662907,0.00000000,0.00000000,-0.83818322,1.76789892,-0.56892085,0.00000000,0.74379921,-0.62766945,1.06172848,-0.74461037,-0.72280139,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:53.0,0,0
558,0.00000000,0.00000000,0.00000000,0.00000000,-0.59473985,0.00000000,0.00000000,-0.72209746,1.63652420,-0.63399911,0.00000000,0.74811488,-0.82069588,0.72464532,-0.81892705,-0.68244791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:53.0,0,0
559,0.00000000,0.00000000,0.00000000,0.00000000,-0.66280341,0.00000000,0.00000000,-0.28706983,1.52332413,-0.68094587,0.00000000,0.81639576,-1.00711584,-0.26371169,-0.86940891,-0.77312970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:54.0,0,0
560,0.00000000,0.00000000,0.00000000,0.00000000,-0.66331869,0.00000000,0.00000000,-0.51099408,1.53278923,-0.42610028,-11.07007980,0.79280823,-0.86322612,-0.63332522,-0.68902713,-0.78595960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:54.0,0,0
561,0.00000000,0.00000000,0.00000000,0.00000000,-0.61516339,0.00000000,0.00000000,-0.55753547,1.56563163,-0.66284293,-5.70468712,0.69981039,-0.73500538,-0.07396238,-0.62558156,-0.78198600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:54.0,0,0
562,0.00000000,0.00000000,0.00000000,0.00000000,-0.67296404,0.00000000,0.00000000,-0.93729901,1.91918302,-0.48729610,0.00000000,0.72009969,-0.74562228,-0.41205984,-0.65628976,-0.78661311,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:54.0,0,0
563,0.00000000,0.00000000,0.00000000,0.00000000,-0.70976084,0.00000000,0.00000000,-0.43185708,2.15739083,-0.39578494,0.00000000,0.84923702,-0.83888304,-0.57148969,-0.75793946,-0.81495404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:54.0,0,0
564,0.00000000,0.00000000,0.00000000,0.00000000,-0.75186133,0.00000000,0.00000000,-3.46196270,2.50461197,-0.30932695,0.00000000,0.82197642,-0.85300076,0.23864618,-0.72964627,-0.79557317,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:55.0,0,0
565,0.00000000,0.00000000,0.00000000,0.00000000,-0.63019067,0.00000000,0.00000000,-0.67841542,1.96556878,-0.51555961,0.00000000,0.75814402,-0.75623906,0.92288053,-0.71078295,-0.76450026,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:55.0,0,0
566,0.00000000,0.00000000,0.00000000,0.00000000,-0.61167324,0.00000000,0.00000000,-0.95191121,1.81288397,-0.64294988,0.00000000,0.83740532,-0.82199150,0.31566179,-0.75062782,-0.77564466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:55.0,0,0
567,0.00000000,0.00000000,0.00000000,0.00000000,-0.63406855,0.00000000,0.00000000,-0.58760011,1.99702263,-0.70698839,0.00000000,0.69051611,-0.74570125,0.37344041,-0.64962000,-0.91739219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:55.0,0,0
568,0.00000000,0.00000000,0.00000000,0.00000000,-0.54797584,0.00000000,0.00000000,-0.28706983,2.03911757,-0.61690742,0.00000000,0.75035566,-0.79755634,-0.00277951,-0.61223561,-0.86439252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:55.0,0,0
569,0.00000000,0.00000000,0.00000000,0.00000000,-0.55581540,0.00000000,0.00000000,-0.25465387,1.74817419,-0.55182910,0.00000000,0.69871795,-0.71410835,0.21868795,-0.63959837,-0.82159287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:56.0,0,0
570,0.00000000,0.00000000,0.00000000,0.00000000,-0.46370059,0.00000000,0.00000000,-0.46390569,1.85307860,-0.56042618,-7.07531738,0.67874169,-0.77946132,-0.63332522,-0.64956892,-0.83466160,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:56.0,0,0
571,0.00000000,0.00000000,0.00000000,0.00000000,-0.70400333,0.00000000,0.00000000,-1.00713789,1.88866627,-0.60820532,0.00000000,0.66399813,-0.74562228,-0.78337955,-0.60934222,-0.99677712,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,16:08:56.0,0,0
