Control Box No.76(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
11,0.00000000,0.00000000,0.00000000,-0.00540567,-0.08056095,-0.02451677,-0.02291574,-0.12993717,-0.10832214,0.15352723,-0.09500306,0.07509638,0.19943599,-0.11638630,0.00695479,0.36219430,0.11402743,0.01091562,0.10718010,0.00000000,0.00000000,0.00000000,0,16:23:21.0,0,0
12,0.00000000,0.00000000,0.00000000,0.00176349,-0.06401829,-0.05410078,-0.03760546,-0.09736456,-0.12744272,0.19954763,-0.06782878,0.09414757,0.21479361,-0.08210491,0.01818722,0.35997519,0.12574989,-0.00641786,0.10797306,0.00000000,0.00000000,0.00000000,0,16:23:21.0,0,0
13,0.00000000,0.00000000,0.00000000,-0.04791384,-0.08312108,-0.12059769,-0.12559584,-0.09373759,-0.13049099,0.23765652,-0.05958344,0.07606778,0.17865595,-0.07253367,-0.00362146,0.34368768,0.10473051,-0.02714418,0.11140385,0.00000000,0.00000000,0.00000000,0,16:23:21.0,0,0
14,0.00000000,0.00000000,0.00000000,-0.07008418,-0.12246718,-0.23344982,-0.18578020,-0.12186287,-0.16739586,0.01447794,-0.08797962,0.09777036,0.17629302,-0.08027327,-0.00095922,0.34947979,0.09572930,-0.01335665,0.11238118,0.00000000,0.00000000,0.00000000,0,16:23:22.0,0,0
15,0.00000000,0.00000000,0.00000000,-0.08764181,-0.16688605,-0.28357852,-0.22835189,-0.16164725,-0.26365745,0.03284790,-0.12177549,0.04418426,0.15755755,-0.11148255,-0.01256733,0.34732988,0.06131176,-0.01964674,0.11557741,0.00000000,0.00000000,0.00000000,0,16:23:22.0,0,0
16,0.00000000,0.00000000,0.00000000,-0.03255626,-0.12526190,-0.16611639,-0.17647839,-0.11601552,-0.29141781,0.10084844,-0.10946897,0.01665768,0.16196783,-0.05145506,-0.00136587,0.33769029,0.16740583,-0.02218409,0.14767092,0.00000000,0.00000000,0.00000000,0,16:23:22.0,0,0
17,0.00000000,0.00000000,0.00000000,-0.04108080,-0.09239741,-0.15117593,-0.19840431,-0.07978475,-0.18177581,-0.02042243,-0.07811804,0.08710280,0.10246873,-0.04379246,-0.01455309,0.25327411,0.12565775,-0.02862945,0.15442446,0.00000000,0.00000000,0.00000000,0,16:23:22.0,0,0
18,0.00000000,0.00000000,0.00000000,-0.27968231,-0.10805942,-0.42417380,-0.45856079,-0.05905071,-0.37711889,0.04689754,-0.07692287,-0.46038330,-0.59279710,0.07944934,-0.08494337,0.07638300,0.10369474,0.00577146,0.13561898,0.00000000,0.00000000,0.00000000,0,16:23:22.0,0,0
19,0.00000000,0.00000000,0.00000000,-0.39583999,-0.10583808,-0.48966134,-0.65289021,0.02303459,-0.74741483,-0.07057198,0.00834432,-0.64584112,-0.73028100,0.09619201,-0.11798352,-0.04684271,0.14231859,0.00199338,0.12961031,0.00000000,0.00000000,0.00000000,0,16:23:23.0,0,0
20,0.00000000,0.00000000,0.00000000,-0.34204558,-0.11648804,-0.44481716,-0.59667486,0.03398785,-0.93811494,0.03112307,0.00960795,-0.57336354,-0.77559835,0.06746408,-0.16528796,-0.06407030,0.12127549,-0.00459257,0.10943659,0.00000000,0.00000000,0.00000000,0,16:23:23.0,0,0
21,0.00000000,0.00000000,0.00000000,-0.35661891,-0.12239832,-0.50253248,-0.59283143,0.05029593,-1.02177286,-0.09718263,0.02231666,-0.60289603,-0.78615302,0.07598080,-0.15942787,-0.06579108,0.22381812,-0.00817345,0.14974399,0.00000000,0.00000000,0.00000000,0,16:23:23.0,0,0
22,0.00000000,0.00000000,0.00000000,-0.26919806,0.00712314,-0.43734652,-0.52724195,0.22018909,-1.13970733,0.04689754,0.13881418,-0.64440256,-0.72681773,0.17681493,-0.18981451,-0.02317362,0.24218008,0.00187877,0.16820931,0.00000000,0.00000000,0.00000000,0,16:23:23.0,0,0
23,0.00000000,0.00000000,0.00000000,-0.22902143,0.00838623,-0.37200502,-0.57450515,0.27792931,-0.66377908,-0.07485644,0.14768153,-0.56371766,-0.71470386,0.20059149,-0.15812066,-0.06647514,0.18755808,0.00378184,0.12004224,0.00000000,0.00000000,0.00000000,0,16:23:23.0,0,0
24,0.00000000,0.00000000,0.00000000,-0.19816522,-0.02435323,-0.25429523,-0.42335975,0.23139083,-0.70770764,0.02847918,0.09966200,-0.57417423,-0.62193948,0.12830710,-0.18246435,-0.00197221,0.15084045,0.01477275,0.05563105,0.00000000,0.00000000,0.00000000,0,16:23:24.0,0,0
25,0.00000000,0.00000000,0.00000000,-0.20763636,-0.06537457,-0.18439296,-0.36620441,0.18010013,-0.60622877,0.00222799,0.06778429,-0.47708273,-0.58049786,0.07783217,-0.17618465,0.01894351,0.09420581,0.03490808,0.02447305,0.00000000,0.00000000,0.00000000,0,16:23:24.0,0,0
26,0.00000000,0.00000000,0.00000000,-0.23723973,-0.12283576,-0.18687463,-0.40253508,0.10080507,-0.54184484,0.04338165,0.00467992,-0.40863237,-0.58983326,0.02283894,-0.16562337,0.01943855,0.04714797,0.03941977,-0.01117534,0.00000000,0.00000000,0.00000000,0,16:23:24.0,0,0
27,0.00000000,0.00000000,0.00000000,-0.19125023,-0.04879241,-0.11211661,-0.37444979,0.16845383,-0.48521864,-0.00388610,0.05971629,-0.41064364,-0.50301826,0.09426983,-0.12076253,0.06844887,0.16129592,0.03064683,0.04437119,0.00000000,0.00000000,0.00000000,0,16:23:24.0,0,0
28,0.00000000,0.00000000,0.00000000,-0.15816940,-0.05606677,-0.07649887,-0.32940221,0.15969446,-0.51092875,0.03900430,0.06076080,-0.38780907,-0.47033399,0.08062723,-0.14474788,0.10008276,0.16730879,0.01487120,0.05550113,0.00000000,0.00000000,0.00000000,0,16:23:24.0,0,0
29,0.00000000,0.00000000,0.00000000,-0.15669866,-0.08578324,-0.04305125,-0.32738405,0.13130789,-0.52433264,0.01447794,0.04502863,-0.44903436,-0.42641416,0.04623649,-0.18453416,0.10740875,0.12179246,0.03431949,0.03454351,0.00000000,0.00000000,0.00000000,0,16:23:25.0,0,0
30,0.00000000,0.00000000,0.00000000,-0.18993127,-0.11712403,-0.08236521,-0.33612046,0.07940796,-0.49160051,0.02055570,0.01551731,-0.41421518,-0.42659089,0.00941220,-0.15818684,0.09816431,0.09634858,0.03126448,0.02439922,0.00000000,0.00000000,0.00000000,0,16:23:25.0,0,0
31,0.00000000,0.00000000,0.00000000,-0.22531040,-0.16104041,-0.11039315,-0.36218488,0.03113861,-0.42602217,0.00571682,-0.03680647,-0.37009951,-0.46219179,-0.04248106,-0.15762095,0.08037006,0.06482816,0.02229647,0.00835904,0.00000000,0.00000000,0.00000000,0,16:23:25.0,0,0
32,0.00000000,0.00000000,0.00000000,-0.17516492,-0.08333270,-0.09924035,-0.35567331,0.10880370,-0.43906823,-0.04467779,0.02787421,-0.33792058,-0.39901584,0.03019056,-0.14814976,0.11124521,0.16415089,0.00643120,0.05841652,0.00000000,0.00000000,0.00000000,0,16:23:25.0,0,0
33,0.00000000,0.00000000,0.00000000,-0.17026791,-0.07723263,-0.12290087,-0.36515072,0.11690052,-0.39700687,0.08665603,0.03100432,-0.37614501,-0.39908382,0.02877058,-0.14411213,0.11855596,0.15292728,0.02801427,0.05257791,0.00000000,0.00000000,0.00000000,0,16:23:25.0,0,0
34,0.00000000,0.00000000,0.00000000,-0.22228415,-0.11678240,-0.05473752,-0.35103482,0.06084996,-0.43533322,0.04689754,-0.00969332,-0.39710724,-0.32442740,0.02099530,-0.21067965,0.06349844,0.05057617,0.03280361,-0.02490511,0.00000000,0.00000000,0.00000000,0,16:23:26.0,0,0
35,0.00000000,0.00000000,0.00000000,-0.28221539,-0.15272266,-0.28511283,-0.46150199,0.01821872,-0.36692566,-0.02645400,-0.05743178,-0.32192910,-0.37213326,-0.01303465,-0.15488344,0.07279371,0.08135014,0.01544906,-0.05051035,0.00000000,0.00000000,0.00000000,0,16:23:26.0,0,0
36,0.00000000,0.00000000,0.00000000,-0.36781156,-0.21937129,-0.35376441,-0.52841663,-0.00656334,-0.38872144,0.02233457,-0.06869989,-0.24564606,-0.45709923,-0.07460669,-0.12650217,-0.00694382,0.08989720,-0.01421970,0.03267576,0.00000000,0.00000000,0.00000000,0,16:23:26.0,0,0
37,0.00000000,0.00000000,0.00000000,-0.26516628,-0.09386651,-0.33429435,-0.48410526,0.07891208,-0.34541741,0.08665603,-0.02258239,-0.24613935,-0.38433045,0.03721590,-0.11897536,0.03089572,0.17519578,0.01091101,0.03917832,0.00000000,0.00000000,0.00000000,0,16:23:26.0,0,0
38,0.00000000,0.00000000,0.00000000,-0.23471203,-0.08350690,-0.30186278,-0.44677088,0.08740770,-0.35484076,0.02055570,-0.02142804,-0.22165519,-0.37536302,0.02724246,-0.12151091,0.06766494,0.15947123,0.00788199,0.04681827,0.00000000,0.00000000,0.00000000,0,16:23:26.0,0,0
39,0.00000000,0.00000000,0.00000000,-0.24863932,-0.10964533,-0.28473219,-0.40925825,0.04849727,-0.37791169,0.13028431,-0.05523484,-0.23359562,-0.38388759,-0.00844227,-0.13055429,0.08130869,0.12314236,0.00124460,0.03599205,0.00000000,0.00000000,0.00000000,0,16:23:27.0,0,0
40,0.00000000,0.00000000,0.00000000,-0.27820459,-0.13821413,-0.34395370,-0.42087543,-0.00161865,-0.40933874,0.11151759,-0.09730481,-0.21430555,-0.39623579,-0.04539315,-0.13084079,0.08386923,0.09123955,0.00991189,0.02498835,0.00000000,0.00000000,0.00000000,0,16:23:27.0,0,0
41,0.00000000,0.00000000,0.00000000,-0.29787889,-0.18288378,-0.33984339,-0.41464648,-0.05344046,-0.40412486,-0.00822483,-0.13906205,-0.20782089,-0.41352051,-0.08889877,-0.15634282,0.08538383,0.04883193,0.02380306,0.00047272,0.00000000,0.00000000,0.00000000,0,16:23:27.0,0,0
42,0.00000000,0.00000000,0.00000000,-0.23618470,-0.09478248,-0.31808797,-0.39593488,0.03787830,-0.45344177,0.09910147,-0.07322294,-0.25087085,-0.35852107,-0.00743623,-0.15337518,0.14652906,0.16528553,0.02087673,0.06431798,0.00000000,0.00000000,0.00000000,0,16:23:27.0,0,0
43,0.00000000,0.00000000,0.00000000,-0.21132645,-0.06799637,-0.29881516,-0.37120566,0.05539877,-0.43388018,0.10708428,-0.06278624,-0.27143660,-0.34643999,0.00184633,-0.15129475,0.16070031,0.16885132,0.01138528,0.06972088,0.00000000,0.00000000,0.00000000,0,16:23:27.0,0,0
44,0.00000000,0.00000000,0.00000000,-0.21264392,-0.08293939,-0.31087127,-0.37335142,0.03317846,-0.43688607,0.11951903,-0.08509491,-0.22478360,-0.35408404,-0.01940815,-0.16251513,0.16042268,0.14040509,0.02081680,0.06482162,0.00000000,0.00000000,0.00000000,0,16:23:28.0,0,0
45,0.00000000,0.00000000,0.00000000,-0.21778798,-0.10642315,-0.30070457,-0.36604789,-0.00201505,-0.43897516,-0.03861000,-0.11396758,-0.21001229,-0.37364665,-0.04826403,-0.16069469,0.14977419,0.10668480,0.02704843,0.04522033,0.00000000,0.00000000,0.00000000,0,16:23:28.0,0,0
46,0.00000000,0.00000000,0.00000000,-0.24936076,-0.14183243,-0.34894738,-0.37707394,-0.04832618,-0.41648474,0.14723682,-0.15035482,-0.23072596,-0.39369103,-0.08267657,-0.17159024,0.14198433,0.09730112,0.02154095,0.03784936,0.00000000,0.00000000,0.00000000,0,16:23:28.0,0,0
47,0.00000000,0.00000000,0.00000000,-0.19433995,-0.04157685,-0.29318529,-0.34573412,0.04649358,-0.41004673,0.06190958,-0.08219717,-0.25310311,-0.34863207,-0.00221469,-0.15981421,0.18946193,0.19711925,0.00607620,0.09678207,0.00000000,0.00000000,0.00000000,0,16:23:28.0,0,0
48,0.00000000,0.00000000,0.00000000,-0.16361205,-0.02476943,-0.31504473,-0.34260955,0.06205809,-0.45677429,0.11151759,-0.08583525,-0.20004267,-0.34093395,0.00465558,-0.15804516,0.20103472,0.19544955,0.02640085,0.10230725,0.00000000,0.00000000,0.00000000,0,16:23:28.0,0,0
49,0.00000000,0.00000000,0.00000000,-0.17638695,-0.04414621,-0.31752181,-0.34869778,0.04065002,-0.36665037,-0.00388610,-0.10112111,-0.24169841,-0.36537680,-0.01272579,-0.16664398,0.19503476,0.16416422,0.02537717,0.08934156,0.00000000,0.00000000,0.00000000,0,16:23:29.0,0,0
50,0.00000000,0.00000000,0.00000000,-0.19511390,-0.06834779,-0.35173413,-0.36387125,0.00809711,-0.44127148,-0.02645400,-0.13254437,-0.25162452,-0.37354261,-0.03794530,-0.15975036,0.19372608,0.13997777,0.01722771,0.07777665,0.00000000,0.00000000,0.00000000,0,16:23:29.0,0,0
51,0.00000000,0.00000000,0.00000000,-0.21595290,-0.10079618,-0.35365921,-0.37331960,-0.03431521,-0.44697130,-0.03083129,-0.15362984,-0.19310760,-0.37092587,-0.04956906,-0.15389054,0.20442788,0.20498712,0.00452149,0.11024071,0.00000000,0.00000000,0.00000000,0,16:23:29.0,0,0
52,0.00000000,0.00000000,0.00000000,-0.12953486,0.03287421,-0.32692149,-0.35329425,0.09240415,-0.42603111,0.03112307,-0.07569013,-0.18906359,-0.32218128,0.04764312,-0.14121749,0.23869605,0.25787571,0.01833847,0.13938083,0.00000000,0.00000000,0.00000000,0,16:23:29.0,0,0
53,0.00000000,0.00000000,0.00000000,-0.11990884,0.05478193,-0.33486763,-0.35456109,0.11013821,-0.37623194,0.12759113,-0.07509928,-0.20737079,-0.31962761,0.04728016,-0.13055179,0.23990396,0.25796190,0.01505399,0.13847367,0.00000000,0.00000000,0.00000000,0,16:23:29.0,0,0
54,0.00000000,0.00000000,0.00000000,-0.13605790,0.03775512,-0.32471466,-0.33879772,0.08400735,-0.40661079,0.15352723,-0.09450787,-0.20836829,-0.33372489,0.02560774,-0.12616010,0.24064690,0.23632468,0.00170887,0.12664907,0.00000000,0.00000000,0.00000000,0,16:23:30.0,0,0
55,0.00000000,0.00000000,0.00000000,-0.16817033,0.01521343,-0.35335204,-0.36425313,0.04878499,-0.46482584,-0.00211537,-0.12833710,-0.19321933,-0.37232399,-0.00649894,-0.11833591,0.22202452,0.20502478,-0.00995917,0.10972369,0.00000000,0.00000000,0.00000000,0,16:23:30.0,0,0
56,0.00000000,0.00000000,0.00000000,-0.19627798,-0.02140626,-0.34821269,-0.34875971,0.00181411,-0.44979778,0.23132588,-0.17089586,-0.15367100,-0.39557666,-0.04680789,-0.13287611,0.20799957,0.17675380,0.00971452,0.08927111,0.00000000,0.00000000,0.00000000,0,16:23:30.0,0,0
57,0.00000000,0.00000000,0.00000000,-0.13833165,0.08563091,-0.33196130,-0.33551553,0.10621853,-0.46933335,0.00834945,-0.09649322,-0.15774947,-0.34052882,0.05839033,-0.12679386,0.25706571,0.30157986,0.00462580,0.15567717,0.00000000,0.00000000,0.00000000,0,16:23:30.0,0,0
58,0.00000000,0.00000000,0.00000000,-0.10606039,0.11627641,-0.32283902,-0.31284395,0.13316116,-0.38840938,0.11951903,-0.07995097,-0.13137940,-0.32933861,0.07732061,-0.13092144,0.26703149,0.29809678,-0.00785362,0.15323013,0.00000000,0.00000000,0.00000000,0,16:23:30.0,0,0
59,0.00000000,0.00000000,0.00000000,-0.12816215,0.10032360,-0.33295789,-0.31240213,0.11432190,-0.42950219,0.11151759,-0.09942971,-0.18358134,-0.33987823,0.05438043,-0.12073616,0.26927307,0.26582265,-0.01193174,0.13678305,0.00000000,0.00000000,0.00000000,0,16:23:31.0,0,0
60,0.00000000,0.00000000,0.00000000,-0.13675718,0.07425214,-0.33312428,-0.31614941,0.08165316,-0.43947631,0.11332709,-0.12757154,-0.12318155,-0.36359710,0.02782147,-0.11240666,0.27151546,0.23433347,0.00061949,0.11663398,0.00000000,0.00000000,0.00000000,0,16:23:31.0,0,0
61,0.00000000,0.00000000,0.00000000,-0.16241415,0.03111606,-0.33079144,-0.32582393,0.03187415,-0.46540681,0.11151759,-0.16661909,-0.17340682,-0.38001302,-0.01455240,-0.13294531,0.26024997,0.20248209,0.00023210,0.09985880,0.00000000,0.00000000,0.00000000,0,16:23:31.0,0,0
62,0.00000000,0.00000000,0.00000000,-0.10475373,0.11847595,-0.30775598,-0.28566194,0.11911533,-0.53777128,0.09642364,-0.09252437,-0.23582174,-0.32246056,0.06481553,-0.13842519,0.29577130,0.30138618,-0.01107351,0.16293104,0.00000000,0.00000000,0.00000000,0,16:23:31.0,0,0
63,0.00000000,0.00000000,0.00000000,-0.06944709,0.11453865,-0.24887404,-0.25072545,0.12287357,-0.58224297,0.09461987,-0.07228858,-0.17403197,-0.30017743,0.06920280,-0.13922638,0.33632669,0.28657594,-0.00848203,0.16618691,0.00000000,0.00000000,0.00000000,0,16:23:31.0,0,0
64,0.00000000,0.00000000,0.00000000,-0.01606196,0.07024573,-0.15155403,-0.15850733,0.07997533,-0.62149078,0.11151759,-0.10221033,-0.28276873,-0.23488978,0.02421459,-0.19449717,0.38854071,0.25296110,0.02832604,0.12556528,0.00000000,0.00000000,0.00000000,0,16:23:32.0,0,0
65,0.00000000,0.00000000,0.00000000,-0.07256820,0.02907306,-0.19924945,-0.19869708,0.03788113,-0.60619938,0.18053623,-0.11761446,-0.25745910,-0.25955081,-0.02414010,-0.17236866,0.36336169,0.20240447,0.01876947,0.12708971,0.00000000,0.00000000,0.00000000,0,16:23:32.0,0,0
66,0.00000000,0.00000000,0.00000000,-0.08927242,-0.01856988,-0.19929220,-0.20258422,-0.01550799,-0.58230144,0.09287495,-0.15478992,-0.34313202,-0.28661999,-0.07670165,-0.16885860,0.34702751,0.15140039,0.00946177,0.09616397,0.00000000,0.00000000,0.00000000,0,16:23:32.0,0,0
67,0.00000000,0.00000000,0.00000000,-0.04815868,0.05078450,-0.18464293,-0.21828811,0.04815936,-0.56070918,0.13028431,-0.10854231,-0.24913594,-0.24461891,-0.00853325,-0.15810584,0.36442113,0.23854908,0.01899157,0.14369588,0.00000000,0.00000000,0.00000000,0,16:23:32.0,0,0
68,0.00000000,0.00000000,0.00000000,-0.05383831,0.05772160,-0.21885747,-0.19545837,0.05152226,-0.47909313,0.09642364,-0.10824095,-0.20414792,-0.22470875,0.00281350,-0.13665439,0.36567670,0.23568207,0.01904071,0.14365862,0.00000000,0.00000000,0.00000000,0,16:23:32.0,0,0
69,0.00000000,0.00000000,0.00000000,-0.07028970,0.03473203,-0.21087937,-0.20495953,0.03652100,-0.50735456,0.18503109,-0.12164087,-0.25510952,-0.23665929,-0.02188490,-0.15486279,0.36695406,0.20680599,0.01024487,0.13134441,0.00000000,0.00000000,0.00000000,0,16:23:33.0,0,0
70,0.00000000,0.00000000,0.00000000,-0.09760343,0.00394651,-0.18767975,-0.19420417,0.00614136,-0.56490600,0.21856819,-0.15485613,-0.23332223,-0.26541319,-0.06281804,-0.17501217,0.35365224,0.16980806,0.00048374,0.11450979,0.00000000,0.00000000,0.00000000,0,16:23:33.0,0,0
71,0.00000000,0.00000000,0.00000000,-0.12529099,-0.04541406,-0.20157005,-0.21061024,-0.03713751,-0.53362006,0.11507872,-0.19629779,-0.26386657,-0.28924066,-0.10696512,-0.16848849,0.33876213,0.11739779,0.01946217,0.08427326,0.00000000,0.00000000,0.00000000,0,16:23:33.0,0,0
72,0.00000000,0.00000000,0.00000000,-0.15516244,-0.08838132,-0.20998506,-0.22962576,-0.08233862,-0.56264424,0.14459386,-0.21611713,-0.23974761,-0.30220720,-0.12145311,-0.16610788,0.33215845,0.17543802,0.00851935,0.11671579,0.00000000,0.00000000,0.00000000,0,16:23:33.0,0,0
73,0.00000000,0.00000000,0.00000000,-0.11784847,-0.00181852,-0.17762461,-0.21188988,0.01044672,-0.49269918,0.13473731,-0.17311513,-0.23773789,-0.26003146,-0.04505583,-0.11738320,0.33266658,0.19282070,-0.00118186,0.12334044,0.00000000,0.00000000,0.00000000,0,16:23:33.0,0,0
74,0.00000000,0.00000000,0.00000000,-0.15827650,0.00563918,-0.25090930,-0.31416944,0.02444109,-0.42015937,0.11332709,-0.19488156,-0.14595474,-0.33882153,-0.03211164,-0.12759280,0.25623882,0.15549532,0.01299931,0.10699391,0.00000000,0.00000000,0.00000000,0,16:23:34.0,0,0
75,0.00000000,0.00000000,0.00000000,-0.18249963,-0.03705987,-0.18136577,-0.28427896,-0.00779373,-0.37492859,0.01006691,-0.21692471,-0.08795072,-0.34516409,-0.04536004,-0.11030230,0.22706708,0.09049376,0.01249570,0.07931025,0.00000000,0.00000000,0.00000000,0,16:23:34.0,0,0
76,0.00000000,0.00000000,0.00000000,-0.20162958,-0.08830461,-0.17949344,-0.27805603,-0.04826822,-0.33242503,0.20132820,-0.25642800,-0.12963553,-0.35317138,-0.08649144,-0.12686881,0.21269654,0.05001159,0.00638100,0.05846995,0.00000000,0.00000000,0.00000000,0,16:23:34.0,0,0
77,0.00000000,0.00000000,0.00000000,-0.24355938,-0.12891923,-0.22070295,-0.30245537,-0.10325693,-0.35408512,0.22947587,-0.29959133,-0.12183779,-0.38799289,-0.12587611,-0.12322448,0.15911150,0.01059315,-0.00793448,0.03948581,0.00000000,0.00000000,0.00000000,0,16:23:34.0,0,0
78,0.00000000,0.00000000,0.00000000,-0.21694165,-0.05842602,-0.18354118,-0.28642017,-0.02618168,-0.32782581,0.09020060,-0.25437349,-0.13862485,-0.34565848,-0.04685863,-0.10494175,0.16127104,0.09501038,0.00563256,0.08420128,0.00000000,0.00000000,0.00000000,0,16:23:34.0,0,0
79,0.00000000,0.00000000,0.00000000,-0.21523526,-0.06114760,-0.19202442,-0.28599784,-0.02005009,-0.29406011,0.19954763,-0.24882899,-0.11772370,-0.35242999,-0.04384523,-0.10796743,0.15341818,0.10179002,0.00063417,0.09804983,0.00000000,0.00000000,0.00000000,0,16:23:35.0,0,0
80,0.00000000,0.00000000,0.00000000,-0.21776780,-0.07990968,-0.18041787,-0.29098201,-0.03104356,-0.33248582,0.20584063,-0.24669451,-0.11885374,-0.36473963,-0.05294253,-0.10293967,0.14998926,0.08065656,-0.00258308,0.08636142,0.00000000,0.00000000,0.00000000,0,16:23:35.0,0,0
81,0.00000000,0.00000000,0.00000000,-0.24400403,-0.11086527,-0.19417571,-0.30161515,-0.06571120,-0.27628943,0.19498117,-0.27453980,-0.08694314,-0.38353088,-0.07694205,-0.11876970,0.13281193,0.05553124,0.00710505,0.07129639,0.00000000,0.00000000,0.00000000,0,16:23:35.0,0,0
82,0.00000000,0.00000000,0.00000000,-0.28235379,-0.14537992,-0.21352842,-0.32946029,-0.10325693,-0.28835160,0.21041676,-0.31253701,-0.11469277,-0.42501235,-0.09945553,-0.07715995,0.07558792,0.00536502,0.00910336,0.03882023,0.00000000,0.00000000,0.00000000,0,16:23:35.0,0,0
83,0.00000000,0.00000000,0.00000000,-0.25768769,-0.07537852,-0.16897298,-0.37017629,-0.03310957,-0.21452299,0.06983684,-0.27697113,-0.06865856,-0.44063234,-0.01207207,-0.01222162,0.07721080,0.07492882,-0.00897821,0.06563268,0.00000000,0.00000000,0.00000000,0,16:23:35.0,0,0
84,0.00000000,0.00000000,0.00000000,-0.27966845,-0.06826603,-0.20301671,-0.34946224,-0.02964452,-0.21046640,0.19954763,-0.28366533,-0.04523202,-0.44186497,0.00025766,-0.00548951,0.08883312,0.08765350,-0.02653118,0.08414209,0.00000000,0.00000000,0.00000000,0,16:23:36.0,0,0
85,0.00000000,0.00000000,0.00000000,-0.27831250,-0.08352062,-0.19385783,-0.34708011,-0.03833066,-0.23049779,0.15352723,-0.29455081,-0.07813120,-0.46344975,-0.02334892,-0.00329085,0.08208816,0.06768134,-0.00530347,0.07242949,0.00000000,0.00000000,0.00000000,0,16:23:36.0,0,0
86,0.00000000,0.00000000,0.00000000,-0.31310678,-0.11610232,-0.19299752,-0.35405305,-0.07982729,-0.17723963,0.17604481,-0.32218024,-0.10655268,-0.48799810,-0.04356377,0.01477087,0.06335961,0.02940718,-0.00621721,0.04709482,0.00000000,0.00000000,0.00000000,0,16:23:36.0,0,0
87,0.00000000,0.00000000,0.00000000,-0.37680534,-0.16113925,-0.22489856,-0.37588716,-0.12902401,-0.18475778,0.20132820,-0.36734250,-0.07057635,-0.52606648,-0.07653206,-0.01624596,0.03517373,-0.00920492,-0.02254638,0.02112289,0.00000000,0.00000000,0.00000000,0,16:23:36.0,0,0
