Control Box No.76(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
11,0.00000000,0.00000000,0.00000000,-0.45383301,-0.35244691,1.59988904,1.60412049,-0.20066890,2.30912685,-0.31407583,-0.11932804,0.79406154,0.24197039,-0.64955413,-0.25020656,-0.60521799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:12.0,0,0
12,0.00000000,0.00000000,0.00000000,-0.45167002,-0.33353049,1.61811316,1.63768435,-0.19310281,2.38771558,-0.31617150,-0.09510288,0.75601947,0.24756384,-0.63396633,-0.22102365,-0.61205333,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:12.0,0,0
13,0.00000000,0.00000000,0.00000000,-0.47999859,-0.35138756,1.59112430,1.62319636,-0.20121023,2.33311462,-0.31929514,-0.12105691,0.80291587,0.24262591,-0.68767869,-0.29221323,-0.64188200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:12.0,0,0
14,0.00000000,0.00000000,0.00000000,-0.52343667,-0.39366770,1.53668511,1.57556498,-0.22688496,2.24246073,-0.32087442,-0.15481567,0.82047856,0.21640867,-0.70897102,-0.37844807,-0.65445292,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:13.0,0,0
15,0.00000000,0.00000000,0.00000000,-0.57580388,-0.44411847,1.47075748,1.50706244,-0.26292431,2.14175820,-0.31970203,-0.19075190,0.79998356,0.16779822,-0.73573798,-0.48071736,-0.66395217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:13.0,0,0
16,0.00000000,0.00000000,0.00000000,-0.44858891,-0.30380422,1.61058068,1.67111516,-0.16495426,2.32800961,-0.31890973,-0.12362199,0.92620802,0.30658981,-0.59924561,-0.23547000,-0.44166666,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:13.0,0,0
17,0.00000000,0.00000000,0.00000000,-0.42771152,-0.26732191,1.64589262,1.71573925,-0.13827839,2.36905909,-0.31620204,-0.10439625,0.94355857,0.34963694,-0.53247666,-0.19924335,-0.37516165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:13.0,0,0
18,0.00000000,0.00000000,0.00000000,-0.44562775,-0.29191425,1.63214326,1.68199515,-0.15164562,2.32147312,-0.31792435,-0.13050938,0.91133684,0.31988850,-0.53928387,-0.24946032,-0.38262552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:13.0,0,0
19,0.00000000,0.00000000,0.00000000,-0.48444864,-0.33875862,1.58126104,1.61946714,-0.18430677,2.25209618,-0.31769043,-0.15418838,0.86761755,0.28146282,-0.55904561,-0.32121825,-0.40975720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:14.0,0,0
20,0.00000000,0.00000000,0.00000000,-0.53269523,-0.38264689,1.51222682,1.55470467,-0.21374249,2.19911456,-0.32102999,-0.16563231,0.83227652,0.25045428,-0.56589705,-0.31719244,-0.38581103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:14.0,0,0
21,0.00000000,0.00000000,0.00000000,-0.39839888,-0.23167777,1.65002763,1.73828602,-0.10874917,2.39637399,-0.32010704,-0.09063417,0.93364322,0.37079322,-0.45888990,-0.15345265,-0.26697609,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:14.0,0,0
22,0.00000000,0.00000000,0.00000000,-0.39048916,-0.21378012,1.66474664,1.76824188,-0.09437085,2.42271614,-0.31922907,-0.08180220,0.94139457,0.37370059,-0.44938281,-0.15874782,-0.27037939,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:14.0,0,0
23,0.00000000,0.00000000,0.00000000,-0.42838162,-0.26068065,1.62618458,1.70595968,-0.12675509,2.35679126,-0.32371879,-0.10766827,0.90498346,0.32755262,-0.48222956,-0.22996952,-0.30230433,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:14.0,0,0
24,0.00000000,0.00000000,0.00000000,-0.47457218,-0.31304139,1.56547165,1.63114357,-0.16117063,2.27950835,-0.32065138,-0.13360380,0.85941452,0.26751634,-0.52231741,-0.33492887,-0.36326185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:15.0,0,0
25,0.00000000,0.00000000,0.00000000,-0.53369939,-0.38509783,1.48892665,1.53987670,-0.21524160,2.16852117,-0.32311875,-0.16822052,0.81084108,0.20312294,-0.58216101,-0.41673413,-0.39867306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:15.0,0,0
26,0.00000000,0.00000000,0.00000000,-0.41283262,-0.24070841,1.60608387,1.71810675,-0.11349265,2.38505769,-0.31753984,-0.08405612,0.93421173,0.33799681,-0.47826540,-0.18942922,-0.26275891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:15.0,0,0
27,0.00000000,0.00000000,0.00000000,-0.39063150,-0.21123520,1.64217961,1.75404358,-0.09662911,2.41389203,-0.31805241,-0.08038525,0.96076924,0.35445186,-0.47167441,-0.17225984,-0.25423652,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:15.0,0,0
28,0.00000000,0.00000000,0.00000000,-0.42390183,-0.24791485,1.60832191,1.70783293,-0.12357880,2.36055517,-0.31738544,-0.10321136,0.93313700,0.31361577,-0.51135582,-0.23911859,-0.30535471,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:15.0,0,0
29,0.00000000,0.00000000,0.00000000,-0.45766014,-0.29489124,1.56423473,1.63839471,-0.15733005,2.28212762,-0.32257420,-0.13418372,0.89248610,0.26707187,-0.55539048,-0.31214648,-0.35126510,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:16.0,0,0
30,0.00000000,0.00000000,0.00000000,-0.50852436,-0.34963244,1.50863028,1.56224132,-0.19899233,2.20503306,-0.31796533,-0.16013159,0.86791176,0.24182424,-0.58517367,-0.33349100,-0.35903561,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:16.0,0,0
31,0.00000000,0.00000000,0.00000000,-0.38558909,-0.21246321,1.63456869,1.72339177,-0.10531951,2.38011765,-0.31901318,-0.09103104,0.97476542,0.36783317,-0.49187508,-0.15795563,-0.25497419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:16.0,0,0
32,0.00000000,0.00000000,0.00000000,-0.69506091,-0.21577257,1.31409669,1.36078167,-0.03637226,3.05976748,-0.27747539,-0.04617956,0.22241762,0.08102755,-0.40580082,-0.16763416,-0.46070203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:16.0,0,0
33,0.00000000,0.00000000,0.00000000,-1.16089022,-0.48182011,1.40155864,1.52362788,-0.11089054,2.21511793,-0.31869245,0.05546286,0.87976819,0.10150628,-0.52169764,-0.29505521,-0.42490938,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:16.0,0,0
34,0.00000000,0.00000000,0.00000000,-0.46062025,-0.47105387,0.94043630,1.49050891,-0.50787383,1.41608095,-0.22616774,-0.50230336,0.85312927,0.02090472,-0.55527282,-0.54162312,-0.49601182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:17.0,0,0
35,0.00000000,0.00000000,0.00000000,-1.11456656,-0.52234834,0.88288683,1.63797343,-0.59059703,1.42995334,-0.31114775,-0.53092152,1.59027910,0.18370235,-0.81127471,-0.59466529,-0.29485685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:17.0,0,0
36,0.00000000,0.00000000,0.00000000,-1.23458660,-0.29562330,0.89797014,0.89926994,-0.36223996,1.88339472,-0.24578723,-0.33550104,1.93561316,0.07588810,-0.53716707,-0.34739476,-0.27047503,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:17.0,0,0
37,0.00000000,0.00000000,0.00000000,-0.37404305,-0.26313207,1.22031498,2.47684813,-0.72105134,1.41640007,-0.11162110,-0.97208357,1.90032387,0.48496285,-0.83869874,-0.32222044,0.02422331,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:17.0,0,0
38,0.00000000,0.00000000,0.00000000,-0.09797992,-0.04782929,1.33039844,2.53706813,-0.84951925,1.09443462,-0.14335656,-1.24788058,1.57927823,0.39407587,-0.78845710,-0.52465034,-0.27957767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:17.0,0,0
39,0.00000000,0.00000000,0.00000000,-1.44439006,-0.12134275,0.63461518,0.28310961,-0.66036773,1.88801873,-0.19109412,-0.98764515,1.94695520,0.14046431,-0.60079199,-0.41720706,-0.40524313,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:18.0,0,0
40,0.00000000,0.00000000,0.00000000,-0.65740126,-0.26751831,0.87380117,2.05113721,-1.03647864,1.12126410,-0.27690870,-1.49269927,1.79752469,0.68590820,-1.14704204,-0.71450424,-0.38251275,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:18.0,0,0
41,0.00000000,0.00000000,0.00000000,-1.26234972,-0.06743485,0.66862029,0.40724587,-0.84677637,1.81560421,-0.20689955,-1.20770633,1.92351198,0.08793325,-0.73794067,-0.28760308,-0.44470647,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:18.0,0,0
42,0.00000000,0.00000000,0.00000000,-0.57464302,-0.08524188,1.06710041,2.04478908,-0.95319837,1.50188625,-0.31010118,-1.40897870,2.24358010,0.73266077,-1.07450318,-0.39988637,-0.56683052,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:18.0,0,0
43,0.00000000,0.00000000,0.00000000,-0.45954108,-0.07457009,1.17141926,2.01322150,-0.95918047,1.49956679,-0.30655921,-1.47161436,2.29703569,0.71731114,-1.05523598,-0.39243203,-0.49817041,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:18.0,0,0
44,0.00000000,0.00000000,0.00000000,-0.40962237,-0.06543428,1.22852206,2.09386396,-0.98616827,1.42083180,-0.30214009,-1.52405238,2.21507382,0.74678326,-1.14856911,-0.47185913,-0.60417026,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:19.0,0,0
45,0.00000000,0.00000000,0.00000000,-0.45288023,-0.09890559,1.19852936,2.06885338,-1.01761997,1.31944883,-0.30337948,-1.57424390,2.15565872,0.73355293,-1.23916984,-0.58218557,-0.68417442,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:19.0,0,0
46,0.00000000,0.00000000,0.00000000,-0.51279700,-0.12860474,1.14175785,1.98954487,-1.06020582,1.28176236,-0.30892441,-1.56894946,2.15506124,0.70720470,-1.27198887,-0.50203437,-0.67744362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:19.0,0,0
47,0.00000000,0.00000000,0.00000000,-0.34192818,0.03745764,1.35141361,2.27600670,-0.95384681,1.56555867,-0.29676580,-1.52635503,2.33427572,0.87916511,-1.21869612,-0.28367198,-0.57395601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:19.0,0,0
48,0.00000000,0.00000000,0.00000000,-0.32176000,0.06637502,1.41089177,2.35658336,-0.93332821,1.62222433,-0.29552257,-1.52623558,2.35712481,0.93952131,-1.20573580,-0.24810345,-0.55030280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:19.0,0,0
49,0.00000000,0.00000000,0.00000000,-0.35357141,0.02669495,1.38967800,2.30897093,-0.95342773,1.57083786,-0.30283809,-1.54263544,2.31618237,0.90642333,-1.23196864,-0.32899168,-0.61618334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:20.0,0,0
50,0.00000000,0.00000000,0.00000000,-0.39730638,-0.02369085,1.34155595,2.26364708,-0.98141992,1.51582909,-0.29701531,-1.56420898,2.28115511,0.84752989,-1.27190101,-0.44465902,-0.69762683,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:20.0,0,0
51,0.00000000,0.00000000,0.00000000,-0.45858866,-0.09336254,1.26362038,2.16847372,-1.02977109,1.42139649,-0.30920020,-1.58908439,2.22284007,0.76698172,-1.32358289,-0.58336377,-0.79187655,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:20.0,0,0
52,0.00000000,0.00000000,0.00000000,-0.32041645,0.05860862,1.40481329,2.35359812,-0.93795395,1.64932048,-0.29967025,-1.51701617,2.37421656,0.93818140,-1.22583377,-0.24802710,-0.60002208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:20.0,0,0
53,0.00000000,0.00000000,0.00000000,-0.25617695,0.12343827,1.49435830,2.47000885,-0.89647710,1.74426174,-0.28861070,-1.49557173,2.43753910,1.03907347,-1.17618966,-0.15266970,-0.51672685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:20.0,0,0
54,0.00000000,0.00000000,0.00000000,-0.25043070,0.11364147,1.50258517,2.48008609,-0.90507007,1.72855949,-0.28135815,-1.51052880,2.40258741,1.04297245,-1.16781938,-0.20011088,-0.51531965,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:21.0,0,0
55,0.00000000,0.00000000,0.00000000,-0.27902606,0.07629213,1.45179987,2.42447948,-0.93614370,1.65037882,-0.27783054,-1.54760206,2.32140398,1.00253558,-1.19733965,-0.30477837,-0.53798831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:21.0,0,0
56,0.00000000,0.00000000,0.00000000,-0.33775872,0.02065092,1.36936569,2.34337854,-0.98203039,1.53771269,-0.27047020,-1.59979784,2.21700525,0.96010280,-1.23634148,-0.44538870,-0.56496841,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:21.0,0,0
57,0.00000000,0.00000000,0.00000000,-0.40316349,-0.03412530,1.26864576,2.25535297,-1.03333926,1.40192223,-0.26281649,-1.64865637,2.09509730,0.98193908,-1.24810779,-0.43644339,-0.53262317,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:21.0,0,0
58,0.00000000,0.00000000,0.00000000,-0.25944817,0.17041641,1.41769147,2.48590302,-0.90342754,1.61644721,-0.24825117,-1.58050346,2.23775935,1.22238493,-1.12737143,-0.19447160,-0.40088826,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:21.0,0,0
59,0.00000000,0.00000000,0.00000000,-0.23888847,0.20783699,1.44727957,2.49148726,-0.86494017,1.62768042,-0.24921802,-1.53641868,2.25983000,1.24926257,-1.07538438,-0.16523439,-0.38207054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:22.0,0,0
60,0.00000000,0.00000000,0.00000000,-0.27218235,0.17192349,1.40901458,2.44883132,-0.88690668,1.56049228,-0.24889673,-1.55642211,2.20511293,1.23084450,-1.07928181,-0.23946486,-0.37697697,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:22.0,0,0
61,0.00000000,0.00000000,0.00000000,-0.32375222,0.11847952,1.34510589,2.36158657,-0.91451234,1.47693980,-0.25418097,-1.56907117,2.15450096,1.15340614,-1.10617328,-0.35026309,-0.42241019,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:22.0,0,0
62,0.00000000,0.00000000,0.00000000,-0.38268059,0.05355448,1.26666701,2.27072120,-0.96117634,1.36499918,-0.25684285,-1.61605954,2.05898118,1.10922980,-1.15428174,-0.47483522,-0.45286143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:22.0,0,0
63,0.00000000,0.00000000,0.00000000,-0.17704791,0.26318759,1.32802224,2.67481565,-0.84348953,1.24887276,-0.19825691,-1.59342647,1.83035803,1.44744503,-1.06931949,-0.24955796,-0.01850186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:22.0,0,0
64,0.00000000,0.00000000,0.00000000,-0.18037410,0.26873815,1.37688732,2.61888504,-0.85122687,1.50350630,-0.21862909,-1.58563042,2.21242142,1.25840092,-1.07122409,-0.17567578,-0.44256586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:23.0,0,0
65,0.00000000,0.00000000,0.00000000,-0.42352521,0.37610054,1.40197158,2.69835591,-0.86180997,1.69235396,-0.18095750,-1.64165080,2.37148476,1.27212250,-1.13152087,-0.24006325,-0.51297569,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:23.0,0,0
66,0.00000000,0.00000000,0.00000000,-0.76118982,0.44766128,1.29778314,2.76223993,-0.88781649,1.53492713,0.00820714,-1.74102652,2.14137745,1.36330426,-1.15093279,-0.36508685,-0.37330246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:23.0,0,0
67,0.00000000,0.00000000,0.00000000,-0.64042115,0.87423772,0.54732740,2.43732977,-0.95144725,-0.02340353,0.68215394,-2.38375449,0.24262607,1.79899573,-0.80829018,-0.95438659,0.57991546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:23.0,0,0
68,0.00000000,0.00000000,0.00000000,0.60474181,1.47214377,-1.98179293,0.30578420,-1.25710845,-0.15541390,3.08003116,-2.73527098,0.10817100,0.08086017,-0.71005392,-1.07836676,1.09807086,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:23.0,0,0
69,0.00000000,0.00000000,0.00000000,0.55464792,1.49654162,-1.98411000,0.09022661,-1.29534352,-0.17572671,2.86317444,-2.79941177,0.09968313,0.16890225,-0.69147384,-1.07795405,0.78219843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:24.0,0,0
70,0.00000000,0.00000000,0.00000000,0.30814111,1.47163129,-1.98532093,0.01275839,-1.43608117,-0.19664674,2.65372920,-2.89905286,0.07895385,0.25000939,-0.61868560,-1.07588339,0.43241981,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:24.0,0,0
71,0.00000000,0.00000000,0.00000000,0.18174136,1.32418394,-1.98527360,-0.00713880,-1.63941360,-0.23121694,2.26643395,-3.05148363,0.01855422,0.11700947,-0.57363588,-1.07627559,0.21886998,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:24.0,0,0
72,0.00000000,0.00000000,0.00000000,-0.09408924,1.05882692,-1.98374271,-0.00023105,-1.69020772,-0.25353819,1.37278581,-3.00652838,-0.00880072,-0.04700405,-0.40912992,-1.06071937,-0.62845433,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:24.0,0,0
73,0.00000000,0.00000000,0.00000000,-0.08794242,0.98071980,-1.98249650,-0.00203630,-1.57816541,-0.25678661,1.05976033,-2.94271946,-0.01985500,-0.05465354,-0.33461064,-0.97745544,-0.68646425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:24.0,0,0
74,0.00000000,0.00000000,0.00000000,-0.01162900,1.06178617,-1.98076439,-0.00673683,-1.43251777,-0.25282490,1.06154013,-2.87738800,-0.02598592,-0.05096779,-0.32934868,-0.88923925,-0.65121126,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:25.0,0,0
75,0.00000000,0.00000000,0.00000000,0.02352421,1.06228030,-1.98110521,-0.01063883,-1.35939705,-0.25118983,1.06337667,-2.84071732,-0.02605155,-0.04578069,-0.33342314,-0.86014390,-0.62313437,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:25.0,0,0
76,0.00000000,0.00000000,0.00000000,-0.00911893,0.98401225,-1.98362947,-0.01264804,-1.37624407,-0.25174502,0.96931314,-2.83768916,-0.02696599,-0.04311518,-0.39030376,-0.89509201,-0.67410839,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:25.0,0,0
77,0.00000000,0.00000000,0.00000000,-0.05879530,0.88811755,-1.98471951,-0.01010063,-1.44238806,-0.25450435,0.83718616,-2.86415339,-0.02886040,-0.04400827,-0.50141203,-0.95824397,-0.76316047,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:25.0,0,0
78,0.00000000,0.00000000,0.00000000,-0.09570894,0.79017317,-1.98337531,-0.00647229,-1.51324284,-0.25786856,0.75903165,-2.86834717,-0.02853375,-0.04762957,-0.57794893,-0.96746147,-0.78824604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:25.0,0,0
79,0.00000000,0.00000000,0.00000000,0.10589797,1.00409102,-1.98262084,-0.00836996,-1.36615753,-0.24521017,0.73209631,-2.75129128,-0.02544869,-0.02651542,-0.43514788,-0.69343388,-0.62557679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:26.0,0,0
80,0.00000000,0.00000000,0.00000000,0.17929749,1.05026865,-1.98042846,-0.01531939,-1.29315925,-0.24042213,0.73016351,-2.69610548,-0.02321561,-0.00761335,-0.37955621,-0.62006682,-0.58814132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:26.0,0,0
81,0.00000000,0.00000000,0.00000000,0.19449933,1.01961362,-1.98240662,-0.01426435,-1.27838087,-0.24209534,0.75713503,-2.67156029,-0.02008437,-0.00077790,-0.37624109,-0.65532029,-0.59668773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:26.0,0,0
82,0.00000000,0.00000000,0.00000000,0.18331718,0.97582352,-1.98316097,-0.01869815,-1.27384019,-0.24848056,0.81569517,-2.66116047,-0.01665575,0.00209236,-0.39557549,-0.73564529,-0.58002484,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:26.0,0,0
83,0.00000000,0.00000000,0.00000000,0.15983337,0.90537649,-1.98183990,-0.01151181,-1.32025909,-0.24917069,0.83586228,-2.67365384,-0.01497482,-0.00053471,-0.43656722,-0.83850712,-0.58170182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:26.0,0,0
84,0.00000000,0.00000000,0.00000000,0.30268407,1.05184174,-1.97833622,-0.01658876,-1.21076238,-0.24209534,0.84483027,-2.55330324,0.00001276,0.05439650,-0.29287487,-0.56961638,-0.37185022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:27.0,0,0
85,0.00000000,0.00000000,0.00000000,0.34431490,1.09810328,-1.97490764,-0.01907587,-1.14758444,-0.23927119,0.83047521,-2.50489926,0.01609394,0.12110601,-0.23765284,-0.50148320,-0.27869606,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:27.0,0,0
86,0.00000000,0.00000000,0.00000000,0.31177279,1.08146584,-1.97332561,-0.00720618,-1.14193034,-0.23434429,0.86863744,-2.48732615,0.03044038,0.12552834,-0.23190926,-0.55245906,-0.27574012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:27.0,0,0
87,0.00000000,0.00000000,0.00000000,0.26267624,1.02638209,-1.97745633,-0.01366700,-1.16233230,-0.24297026,0.89190668,-2.48481083,0.03480898,0.11423922,-0.27070582,-0.63371694,-0.30229181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:27.0,0,0
88,0.00000000,0.00000000,0.00000000,0.20013638,0.97535014,-1.98071456,-0.01552522,-1.17202151,-0.25175622,0.99056375,-2.48201823,0.02581756,0.07549500,-0.29496962,-0.72594571,-0.31111234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,15:30:27.0,0,0
