CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19
-0.79063582,-0.07934653,0.11459147,-0.2872169,-0.05186541,0.26053551,-0.18732557,-0.62686658,0.09378381,0.23118813,-0.43856859,-0.01166094,0.20634103,-0.16254754,-0.64560038,-0.20708577
-0.77466673,-0.10901042,0.10900925,-0.26417241,-0.08924381,0.26653463,-0.1437688,-0.59215254,0.09229539,0.2402309,-0.47189876,-0.01477717,0.19945632,-0.18011464,-0.65122277,-0.21300751
-0.83018416,-0.20658709,0.10451731,-0.26130319,-0.19737196,0.27096766,-0.12289629,-0.6173647,0.09724158,0.22457834,-0.54661036,-0.01377002,0.21764696,-0.24753991,-0.66069716,-0.25711551
-0.89457381,-0.28655651,0.10763971,-0.25695461,-0.27914822,0.26144114,-0.17976977,-0.62011337,0.09422538,0.22039582,-0.57800478,-0.01244542,0.19392148,-0.31035098,-0.66237962,-0.2854709
-0.89645338,-0.19321409,0.11197951,-0.26823476,-0.20738854,0.26412949,-0.19129223,-0.63179368,0.09613254,0.22947688,-0.4966445,-0.01151531,0.20287652,-0.19961856,-0.66252172,-0.24334633
-0.88251847,-0.09014107,0.10726238,-0.26921266,-0.0817473,0.28635806,-0.14435889,-0.60859078,0.10234518,0.25310323,-0.45719147,-0.01312529,0.20132537,-0.18534143,-0.67921132,-0.22818007
-0.87730944,-0.16737475,0.1028963,-0.25303122,-0.15560769,0.29809847,-0.11439949,-0.59207249,0.10868375,0.25102481,-0.48543736,-0.01626416,0.21295728,-0.19163263,-0.68764555,-0.21557374
-0.86728072,-0.28557041,0.10022676,-0.24928832,-0.27956459,0.28774312,-0.12822194,-0.62476444,0.10153237,0.22806306,-0.55455077,-0.01363101,0.25647858,-0.26005262,-0.70483923,-0.25574842
-0.9071961,-0.34208608,0.0973055,-0.26398799,-0.34589684,0.27639556,-0.18711066,-0.65520245,0.09126087,0.21090943,-0.60011089,-0.01188025,0.2130609,-0.34148264,-0.70960653,-0.31728593
-0.88799882,-0.13124987,0.10114624,-0.29297236,-0.12513833,0.30494052,-0.11760595,-0.65547329,0.09942938,0.23275438,-0.4632144,-0.01036711,0.21645701,-0.1864191,-0.71274567,-0.2517648
-0.91149288,-0.11780487,0.10272407,-0.2616137,-0.1225679,0.31911039,-0.11809292,-0.6104039,0.11035874,0.24880689,-0.46748745,-0.01265364,0.20073667,-0.16710594,-0.72161508,-0.22705226
-0.89615774,-0.21071509,0.09710914,-0.24323297,-0.21769357,0.31510955,-0.09733438,-0.62028408,0.1130668,0.24397764,-0.50947362,-0.01401538,0.20309988,-0.19829698,-0.73187697,-0.23377997
-0.89075798,-0.3071368,0.0958619,-0.25144127,-0.31681821,0.30872717,-0.11593135,-0.64500332,0.10726292,0.22594622,-0.56853849,-0.01017673,0.21435528,-0.26323718,-0.72993088,-0.26281846
-0.93390453,-0.35003504,0.09911835,-0.2538504,-0.37488702,0.29322949,-0.18918349,-0.6531952,0.10332678,0.20933174,-0.61969525,-0.009705,0.20477535,-0.31051928,-0.73511052,-0.30706364
-0.90475357,-0.13319226,0.10477754,-0.26613849,-0.1452062,0.31752643,-0.10071077,-0.63567752,0.11326135,0.23467535,-0.46340144,-0.00905703,0.17665187,-0.16429748,-0.73210889,-0.24600181
-0.90418983,-0.13948645,0.09879169,-0.25178319,-0.15604904,0.31668115,-0.08098317,-0.6104039,0.11194098,0.23554052,-0.47495207,-0.01005214,0.18901093,-0.15160188,-0.72998846,-0.22033201
-0.88905948,-0.24925482,0.10290142,-0.24012052,-0.26879787,0.31712592,-0.08471516,-0.61105067,0.10007887,0.22852224,-0.53050327,-0.01193383,0.19423638,-0.19308051,-0.73552996,-0.21448112
-0.86704087,-0.35103768,0.10177956,-0.24958074,-0.37151065,0.30060011,-0.12009531,-0.62299407,0.09608071,0.21101516,-0.59021753,-0.00806361,0.20012447,-0.26218969,-0.73409873,-0.26966783
-0.87044889,-0.25694889,0.09979867,-0.25479272,-0.29497874,0.29426032,-0.09775285,-0.64802533,0.09922024,0.212015,-0.51901424,-0.00594726,0.19344582,-0.17451215,-0.72652286,-0.26592544
