Control Box No.76(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
49,0,0,0,0.03816291,0.09410121,0.00639845,0.11275559,0.06747123,-0.00806713,0.10448212,0.01296711,-0.09304642,-0.16892977,0.02277509,-0.40352201,-0.24233046,-0.08190046,-0.0179495,0.05493411,0,0,0,0,17:09.0,0,0
50,0,0,0,0.03955881,0.08632423,0.01158538,0.1149464,0.07098229,-0.01844651,0.09870138,0.01194893,-0.0955703,-0.16055427,0.02520387,-0.40595484,-0.23573223,-0.08457731,-0.01700117,0.06078576,0,0,0,0,17:09.0,0,0
51,0,0,0,0.01035045,0.05502728,-0.0063002,0.09546916,0.04509871,-0.03643737,0.08171751,-0.00828115,-0.09424987,-0.16064185,0.0110218,-0.44437596,-0.25358397,-0.10796691,-0.04213748,0.03453104,0,0,0,0,17:09.0,0,0
52,0,0,0,-0.01116189,0.01124664,-0.0147396,0.06843067,0.01298339,-0.07849079,0.0373887,-0.03960242,-0.11789645,-0.18619457,-0.02731897,-0.4625313,-0.2832064,-0.15197517,-0.05903982,0.01678913,0,0,0,0,17:09.0,0,0
53,0,0,0,-0.04057726,-0.01951735,-0.03621892,0.03911684,-0.01930088,-0.06802968,0.03138573,-0.04032953,-0.11585588,-0.18842082,-0.03047578,-0.43098995,-0.27470198,-0.12650947,-0.04282787,0.04301579,0,0,0,0,17:09.0,0,0
54,0,0,0,0.02955774,0.06628448,0.00710141,0.09699871,0.04040468,-0.02155283,0.08773247,-0.0077562,-0.08361232,-0.16077133,0.00345477,-0.39848495,-0.2407597,-0.09429471,-0.0223814,0.05466383,0,0,0,0,17:10.0,0,0
55,0,0,0,0.01835088,0.04866079,0.00082888,0.09064418,0.03875889,-0.02747602,0.08866887,-0.00244234,-0.08183912,-0.1550131,0.00784111,-0.40966007,-0.24604461,-0.10684182,-0.02809577,0.03720028,0,0,0,0,17:10.0,0,0
56,0,0,0,-0.00492027,0.02370965,-0.01119668,0.07211846,0.02114517,-0.05664414,0.06038833,-0.03601344,-0.09393959,-0.17683573,-0.01974526,-0.44167641,-0.27286124,-0.13726754,-0.04766446,0.02478931,0,0,0,0,17:10.0,0,0
57,0,0,0,-0.02298903,-0.02103305,-0.02003305,0.03638235,-0.01672921,-0.09450833,0.02244267,-0.06013271,-0.12030847,-0.19369419,-0.0455296,-0.47038338,-0.2951608,-0.17628096,-0.06890171,-0.00161542,0,0,0,0,17:10.0,0,0
58,0,0,0,0.02435996,0.06377319,0.00351499,0.08361784,0.03403747,-0.01702539,0.10603938,-0.01619841,-0.0646744,-0.15304859,0.00701049,-0.4091354,-0.23693721,-0.09400332,-0.02342358,0.03837647,0,0,0,0,17:10.0,0,0
59,0,0,0,0.01542202,0.0597006,0.00430709,0.0894508,0.04963317,-0.01928596,0.09844615,-0.00893457,-0.060174,-0.15338072,0.01159198,-0.39223373,-0.22209361,-0.08662075,-0.00625057,0.05558179,0,0,0,0,17:11.0,0,0
60,0,0,0,0.00945408,0.0412245,0.00605825,0.07863574,0.03047999,-0.04237694,0.07519157,-0.02112258,-0.07083955,-0.15398143,0.00278365,-0.40826094,-0.22928762,-0.10632893,-0.01586334,0.03707844,0,0,0,0,17:11.0,0,0
61,0,0,0,-0.01522606,-0.00364436,-0.01648079,0.04480446,-0.006909,-0.07112733,0.0424871,-0.0395744,-0.08543721,-0.16400613,-0.01758149,-0.4299784,-0.26026538,-0.14552996,-0.03924547,0.00629866,0,0,0,0,17:11.0,0,0
62,0,0,0,-0.03137515,-0.00329845,-0.02661494,0.03338424,-0.01915236,-0.04509246,0.05328759,-0.03520824,-0.07553984,-0.15861537,-0.0115864,-0.39778119,-0.2247631,-0.07641176,-0.01536608,0.05199495,0,0,0,0,17:11.0,0,0
63,0,0,0,0.03137796,0.08603209,0.01255251,0.10183113,0.05747031,0.00149866,0.11705749,0.00149659,-0.04231125,-0.13753337,0.02629945,-0.35779333,-0.19301945,-0.05217144,0.01489356,0.07254009,0,0,0,0,17:11.0,0,0
64,0,0,0,0.03421487,0.08564048,0.01868046,0.10287922,0.06309904,-0.01102747,0.10339525,0.00187816,-0.04838768,-0.13327505,0.03151385,-0.36296266,-0.18627399,-0.0412994,0.01560841,0.06964922,0,0,0,0,17:12.0,0,0
65,0,0,0,0.0193494,0.04643293,0.01024351,0.07854632,0.03644698,-0.04146039,0.07019431,-0.01231706,-0.06636558,-0.14321482,0.0156683,-0.37984386,-0.19253831,-0.0730179,0.00469895,0.05960738,0,0,0,0,17:12.0,0,0
66,0,0,0,-0.00506051,0.00763934,-0.00772672,0.04765232,0.00536884,-0.0711174,0.04057671,-0.03432371,-0.0869197,-0.1571198,-0.00736631,-0.40969956,-0.22265317,-0.10557351,-0.01595892,0.03280606,0,0,0,0,17:12.0,0,0
67,0,0,0,0.04578019,0.09309016,0.0167426,0.09374946,0.05362555,0.00320655,0.12490978,0.01104019,-0.04282418,-0.1226062,0.04024174,-0.34495616,-0.16626979,-0.03432422,0.02948514,0.06221206,0,0,0,0,17:12.0,0,0
68,0,0,0,0.03974471,0.09114945,0.01896067,0.10424465,0.06941137,0.00998763,0.12458302,0.02527523,-0.03457406,-0.11211117,0.05897769,-0.33162564,-0.1515612,-0.01587751,0.03990345,0.06674132,0,0,0,0,17:12.0,0,0
69,0,0,0,0.03319513,0.0840492,0.01214141,0.10308418,0.07185159,-0.00009985,0.11929891,0.0196047,-0.03483453,-0.11652143,0.05332194,-0.35297343,-0.16063547,-0.0236592,0.01945867,0.05672671,0,0,0,0,17:13.0,0,0
70,0,0,0,0.0145045,0.05536412,-0.0000061,0.08177148,0.04807285,-0.02506588,0.09241632,-0.00348815,-0.04989306,-0.1306541,0.03085026,-0.37587783,-0.1773103,-0.05344056,-0.0002952,0.03663622,0,0,0,0,17:13.0,0,0
71,0,0,0,-0.00401789,0.04549568,-0.0074166,0.07386467,0.03285823,-0.00978928,0.09503317,0.00106071,-0.04575179,-0.12695503,0.0347787,-0.33739001,-0.15862769,-0.01409403,0.03061469,0.07137897,0,0,0,0,17:13.0,0,0
72,0,0,0,0.0499269,0.11797293,0.0249139,0.12801325,0.09517825,0.03365603,0.15639272,0.03037545,-0.013223,-0.10003498,0.07332385,-0.31857952,-0.12533984,0.0142018,0.04597529,0.06054,0,0,0,0,17:13.0,0,0
73,0,0,0,0.04212626,0.11363903,0.02529492,0.12806658,0.09872516,0.02386253,0.15577629,0.02421179,-0.01303083,-0.09506178,0.07846481,-0.32259423,-0.12045112,0.00993391,0.04714955,0.06098238,0,0,0,0,17:13.0,0,0
74,0,0,0,0.02382423,0.07781756,0.01471024,0.10460914,0.07721503,-0.00542587,0.13128595,-0.00463083,-0.02696734,-0.10318687,0.05851395,-0.34673882,-0.13371858,-0.02185051,0.03338677,0.05226294,0,0,0,0,17:14.0,0,0
75,0,0,0,0.00239816,0.03920128,0.00103928,0.07877949,0.04466599,-0.03907932,0.098741,-0.03493662,-0.04508614,-0.11588168,0.03043501,-0.36651394,-0.15584677,-0.0539124,0.01440326,0.03044332,0,0,0,0,17:14.0,0,0
76,0,0,0,0.05421197,0.11974026,0.04043422,0.13440204,0.10266369,0.03584852,0.17320582,0.01101109,0.00209569,-0.07701401,0.07752904,-0.28070822,-0.08132064,0.04444027,0.07732715,0.07969873,0,0,0,0,17:14.0,0,0
77,0,0,0,0.06311595,0.13430169,0.05271322,0.15493169,0.12135054,0.04360086,0.17969944,0.0177885,0.01173835,-0.06365309,0.08957709,-0.26641834,-0.07331908,0.05119835,0.09093927,0.09219778,0,0,0,0,17:14.0,0,0
78,0,0,0,0.0498037,0.12202748,0.04766944,0.14897606,0.11431005,0.02354477,0.16748178,-0.00359252,0.00936738,-0.07419596,0.07284603,-0.28961182,-0.09484066,0.02238614,0.08014731,0.09386481,0,0,0,0,17:14.0,0,0
79,0,0,0,0.01983549,0.09008601,0.02873915,0.13077374,0.0891097,0.00345293,0.14249918,-0.02827437,0.0055675,-0.09033844,0.04541188,-0.31868446,-0.12487818,-0.02297983,0.05232647,0.06292272,0,0,0,0,17:15.0,0,0
80,0,0,0,-0.01594541,0.04342018,0.00530254,0.09606839,0.04798461,-0.0218701,0.11212857,-0.05632303,-0.01158137,-0.10471582,0.01961238,-0.33347929,-0.1522384,-0.04209687,0.03957496,0.05277973,0,0,0,0,17:15.0,0,0
81,0,0,0,0.04204621,0.13540798,0.04551279,0.15895042,0.11181524,0.06553666,0.20155121,0.00663268,0.04043746,-0.05795019,0.08770617,-0.24697269,-0.07526383,0.03528082,0.10876049,0.08889456,0,0,0,0,17:15.0,0,0
82,0,0,0,0.05282389,0.13872296,0.06301928,0.15961723,0.11667321,0.06674832,0.16050746,0.00991232,0.04887696,-0.0454108,0.08666731,-0.22496828,-0.06348541,0.03724642,0.12197962,0.10064097,0,0,0,0,17:15.0,0,0
83,0,0,0,0.04180504,0.12445603,0.044161,0.16187435,0.10581823,0.04586777,0.12948436,-0.00232496,0.02131828,-0.05882931,0.06861285,-0.2557832,-0.09674371,0.00904104,0.09296155,0.0876449,0,0,0,0,17:15.0,0,0
84,0,0,0,0.00737504,0.08931442,0.00977968,0.13146409,0.07214529,0.02843766,0.07739246,-0.01297697,0.00155568,-0.06987683,0.04871326,-0.27883419,-0.12537745,-0.03652662,0.06765533,0.05733443,0,0,0,0,17:16.0,0,0
85,0,0,0,-0.02228718,0.03730851,-0.03176337,0.01773436,-0.01332311,0.03369296,-0.13268152,-0.01568013,-0.05580685,-0.07683422,-0.01108913,-0.23609982,-0.14351149,-0.07287543,0.01208064,0.03881659,0,0,0,0,17:16.0,0,0
86,0,0,0,0.04495271,0.11315946,0.00453357,0.07900038,0.05151594,0.08969656,-0.05294465,0.06273942,-0.05689335,-0.0644829,0.03117999,-0.13961826,-0.03553367,0.04969387,0.11449733,0.09791918,0,0,0,0,17:16.0,0,0
87,0,0,0,0.05368233,0.12202568,-0.01045929,0.04490455,0.07193522,0.11188746,-0.07697088,0.13117707,-0.08997117,-0.05641001,0.0478978,-0.08696104,0.02213273,0.09270089,0.1287252,0.11206649,0,0,0,0,17:16.0,0,0
88,0,0,0,0.05104332,0.09530242,-0.02093311,0.00272367,0.04835765,0.09225342,-0.10351502,0.15809067,-0.14865062,-0.05667932,0.0455522,-0.05571891,0.06662333,0.10339155,0.11451091,0.12304049,0,0,0,0,17:16.0,0,0
89,0,0,0,0.05987115,0.079174,-0.01168785,-0.02174536,0.04131845,0.07512074,-0.14243953,0.15084006,-0.18752329,-0.07102389,0.01723299,-0.04129667,0.05208844,0.12746757,0.07077769,0.13146606,0,0,0,0,17:17.0,0,0
90,0,0,0,0.04843869,0.03018348,-0.05395294,-0.26460645,-0.03879734,0.0895048,-0.32694283,0.21143214,-0.23743512,-0.26372826,-0.14670102,0.1352926,-0.09492732,0.19125499,0.04694413,0.24288826,0,0,0,0,17:17.0,0,0
91,0,0,0,0.15585196,0.02088461,-0.04660084,-0.27767408,0.0226318,0.07306524,-0.33810908,0.29154849,-0.46737546,-0.48961774,-0.16028449,0.11293474,-0.2071939,0.25247285,0.00002704,0.33046439,0,0,0,0,17:17.0,0,0
92,0,0,0,0.16046348,0.01645887,-0.03672506,-0.36003664,0.02353831,0.09265861,-0.36023134,0.33707279,-0.51856065,-0.50878096,-0.15983559,0.07490892,-0.32188216,0.2614983,-0.09776005,0.32603905,0,0,0,0,17:17.0,0,0
93,0,0,0,0.21303263,-0.03357993,-0.03788237,-0.42402917,0.04213469,-0.05493148,-0.41276008,0.35257459,-0.71005929,-0.63168108,-0.2477161,-0.01072012,-0.49834028,0.1600689,-0.2276915,0.43614027,0,0,0,0,17:17.0,0,0
94,0,0,0,0.22167543,-0.17102538,0.0343438,-0.59624839,0.02347489,-0.25159356,-0.42617321,0.3358019,-0.89134234,-0.77192807,-0.3271361,-0.23795353,-0.72651726,0.05979285,-0.31059301,0.54163498,0,0,0,0,17:18.0,0,0
95,0,0,0,0.16200463,-0.2904897,0.05602833,-0.7040956,-0.03380406,-0.38058883,-0.44663629,0.29061371,-0.97791111,-0.81307697,-0.35259926,-0.39990073,-0.84048271,-0.06008145,-0.41642222,0.53415567,0,0,0,0,17:18.0,0,0
96,0,0,0,0.18897811,-0.20766984,0.06147368,-0.68676901,0.03134945,-0.31403121,-0.33415189,0.34271783,-0.93312615,-0.77158636,-0.28871793,-0.38360909,-0.83702785,-0.04839199,-0.40757132,0.57343066,0,0,0,0,17:18.0,0,0
97,0,0,0,0.21635647,-0.21262302,0.0571503,-0.70310348,0.03897016,-0.33172739,-0.35422236,0.34552342,-0.93643719,-0.74959528,-0.24702272,-0.37849224,-0.84725577,-0.02997386,-0.41873866,0.56244856,0,0,0,0,17:18.0,0,0
98,0,0,0,0.23843658,-0.22435741,0.01804698,-0.73180705,0.02082819,-0.32887989,-0.37287146,0.37336451,-0.93420953,-0.69174868,-0.202676,-0.35505113,-0.83551216,-0.01221965,-0.3928107,0.58806145,0,0,0,0,17:18.0,0,0
99,0,0,0,0.21201974,-0.24605456,-0.04908337,-0.77219266,0.02308147,-0.34116665,-0.41091976,0.37327492,-0.93770528,-0.65723091,-0.18583091,-0.39480403,-0.8598026,-0.08466388,-0.46511224,0.49070275,0,0,0,0,17:19.0,0,0
100,0,0,0,0.28781241,-0.27810344,-0.09684175,-0.78053421,0.00138169,-0.3982428,-0.44695818,0.35109061,-0.97295183,-0.65799487,-0.20298834,-0.43446487,-0.89203954,-0.14469507,-0.49059761,0.48592412,0,0,0,0,17:19.0,0,0
101,0,0,0,0.56513572,-0.11405548,-0.03173605,-0.74485725,0.05119945,-0.32790044,-0.35456771,0.41223285,-0.92593205,-0.5942257,-0.12725265,-0.36212155,-0.82042593,-0.06739871,-0.4316797,0.50590312,0,0,0,0,17:19.0,0,0
102,0,0,0,0.42240101,0.0823583,-0.01119166,-0.72553492,0.08537138,-0.32608378,-0.32683223,0.44149593,-0.9048897,-0.52965671,-0.04327072,-0.36298391,-0.78194368,0.03258375,-0.34106708,0.70633274,0,0,0,0,17:19.0,0,0
103,0,0,0,0.41151872,0.13853209,0.01909496,-0.71679282,0.07685263,-0.27097777,-0.34035766,0.43936524,-0.90400672,-0.44321683,0.05887417,-0.34799528,-0.73982358,0.07655876,-0.35372362,0.82939619,0,0,0,0,17:19.0,0,0
104,0,0,0,0.38196459,-0.00162688,-0.02373323,-0.72479051,0.05628813,-0.36060852,-0.38426125,0.42548448,-0.93307024,-0.45699027,0.03860814,-0.38808405,-0.76249456,-0.02356844,-0.33153236,0.75566965,0,0,0,0,17:20.0,0,0
105,0,0,0,0.27428538,-0.04190743,-0.10387,-0.7352944,0.01928691,-0.38630477,-0.4189558,0.41376016,-0.95771396,-0.45278218,0.03264512,-0.4253706,-0.78959513,-0.1176743,-0.3392362,0.65011311,0,0,0,0,17:20.0,0,0
