Control Box No.76(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
35,0.00000000,0.00000000,0.00000000,-0.10579098,0.21603410,0.46178669,-0.01719395,0.51408684,-0.63062471,0.10173167,0.43353835,-1.02034009,-0.28760841,0.34955543,-0.30340487,-0.68959379,-0.00000000,0.04322362,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:02.0,0,0
36,0.00000000,0.00000000,0.00000000,-0.10324081,0.24097207,0.51278400,-0.13035496,0.60597265,-0.72885680,0.13683073,0.49563572,-1.05181706,-0.55209845,0.38201454,-0.33078605,-0.72671902,-0.00000000,0.05766512,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:02.0,0,0
37,0.00000000,0.00000000,0.00000000,-0.09915537,0.17362405,0.50883573,-0.03125050,0.53226334,-0.66148722,0.09858665,0.43690899,-1.02567363,-0.49805817,0.30813769,-0.31412619,-0.71275121,-0.00000000,0.05966507,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:02.0,0,0
38,0.00000000,0.00000000,0.00000000,-0.01806462,0.36344320,0.38617378,-0.21048896,0.77472115,-0.74066818,0.25495496,0.56611401,-1.06811976,-0.81055617,0.51448160,-0.32624140,-0.72910124,-0.00000000,0.06821608,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:02.0,0,0
39,0.00000000,0.00000000,0.00000000,-0.03711886,0.34835428,0.33075106,-0.29086015,0.77462971,-0.75802106,0.24868561,0.54491282,-1.05168390,-1.01435316,0.48691189,-0.34556288,-0.71336573,-0.00000000,0.07420805,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:02.0,0,0
40,0.00000000,0.00000000,0.00000000,-0.07305946,0.28501451,0.40000862,-0.37340128,0.72763681,-0.81410658,0.21832447,0.49854377,-1.05878437,-1.26750791,0.45209295,-0.37532216,-0.69616425,-0.00000000,0.07304010,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:03.0,0,0
41,0.00000000,0.00000000,0.00000000,0.04387894,0.48993671,0.41003376,-0.34736109,0.93671787,-0.76837927,0.35846716,0.59669638,-1.05785763,-1.39471340,0.60326022,-0.34759906,-0.70018280,-0.00000000,0.07106040,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:03.0,0,0
42,0.00000000,0.00000000,0.00000000,0.05324642,0.46777231,0.39102665,-0.35710573,0.91048795,-0.78295237,0.33289200,0.55848908,-1.05737233,-1.47575223,0.55141795,-0.36336324,-0.69515681,-0.00000000,0.07598672,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:03.0,0,0
43,0.00000000,0.00000000,0.00000000,0.00781423,0.42984861,0.37747577,-0.36523789,0.86830813,-0.86424583,0.26887286,0.48068628,-1.06270945,-1.81032217,0.47684118,-0.42754468,-0.70471317,-0.00000000,0.08331078,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:03.0,0,0
44,0.00000000,0.00000000,0.00000000,0.11161491,0.58982456,0.18408273,-0.46139002,1.04436600,-0.87449896,0.41295877,0.58066642,-1.06251478,-1.78550577,0.64641267,-0.40324077,-0.67743617,-0.00000000,0.07974874,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:03.0,0,0
45,0.00000000,0.00000000,0.00000000,0.06850485,0.58662474,0.18766549,-0.41649643,1.03408813,-0.92306668,0.38962346,0.54680043,-1.06321919,-1.79078031,0.60517794,-0.40777630,-0.68226153,-0.00000000,0.07774318,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:04.0,0,0
46,0.00000000,0.00000000,0.00000000,0.05792148,0.48043233,0.33368704,-0.39081654,0.93485969,-0.87472141,0.33108979,0.48790392,-1.06292677,-1.79315197,0.50135601,-0.43375313,-0.69749111,-0.00000000,0.07974874,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:04.0,0,0
47,0.00000000,0.00000000,0.00000000,0.09859905,0.61193401,0.17409426,-0.40583971,1.07470572,-0.90451872,0.45281708,0.56187993,-1.06107986,-1.91677141,0.65302747,-0.36521897,-0.61499608,-0.00000000,0.06661446,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:04.0,0,0
48,0.00000000,0.00000000,0.00000000,0.18464994,0.59909576,-0.32025596,-0.25669813,0.78755724,-0.76913124,0.11099338,0.48999014,-1.00174844,-1.82708120,0.54294640,-0.47468811,-0.38673598,-0.00000000,0.05111654,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:04.0,0,0
49,0.00000000,0.00000000,0.00000000,0.12365022,0.46394372,-0.02204505,-0.23993234,0.53598124,-0.46602124,0.00815807,0.23169106,-0.75142783,-1.54053903,0.24249981,-0.32340074,-0.20317516,-0.00000000,0.04010998,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:04.0,0,0
50,0.00000000,0.00000000,0.00000000,0.01909558,0.41281453,1.02389061,0.60836846,0.56837076,0.15723011,0.18242821,0.20323347,-0.35156196,0.23438913,0.23220085,-0.05602167,-0.17075555,-0.00000000,0.00924508,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:05.0,0,0
51,0.00000000,0.00000000,0.00000000,0.11259576,0.35273936,0.49476677,0.67628682,0.21120326,0.06316724,-0.17004940,-0.07155969,-0.17333469,0.14115503,0.05078991,-0.03167532,0.06763347,-0.00000000,0.01521436,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:05.0,0,0
52,0.00000000,0.00000000,0.00000000,0.15179874,0.27924085,0.27853084,0.55795068,0.04051448,0.06231253,-0.28730208,-0.22795884,-0.27490816,-0.07200970,-0.07472707,-0.04533640,0.07203314,-0.00000000,0.02247000,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:05.0,0,0
53,0.00000000,0.00000000,0.00000000,0.08510143,0.17285258,0.08431133,0.42689404,-0.14432697,-0.02258147,-0.37036115,-0.28159752,-0.39722759,-0.19262771,-0.14984339,-0.11305149,0.03463910,-0.00000000,0.02515409,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:05.0,0,0
54,0.00000000,0.00000000,0.00000000,0.10305040,0.31105235,0.10928490,0.60248071,-0.08365329,0.13168184,-0.36633849,-0.37825298,-0.20776428,0.02280343,-0.14965661,-0.02553151,0.13977465,-0.00000000,0.02632226,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:05.0,0,0
55,0.00000000,0.00000000,0.00000000,0.05170411,0.22717601,-0.25846916,0.29375699,-0.15036358,0.01285369,-0.39089471,-0.44977394,-0.23090278,-0.03407065,-0.19765975,-0.04054006,0.01606550,-0.00000000,0.03927527,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:06.0,0,0
56,0.00000000,0.00000000,0.00000000,-0.08377866,0.03442660,0.00938800,0.30362028,-0.26197374,-0.00232652,-0.45834199,-0.36228487,-0.28729188,-0.33868018,-0.22575930,-0.10175232,-0.22944230,-0.00000000,0.05376386,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:06.0,0,0
57,0.00000000,0.00000000,0.00000000,1.06925499,0.31977832,-1.01173639,0.08124740,-0.09781338,-0.25844491,-0.55166227,-0.70910972,-0.22337559,-0.79332888,-0.29091156,-0.43401861,-0.19066118,-0.00000000,0.09172107,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:06.0,0,0
58,0.00000000,0.00000000,0.00000000,0.77166581,0.18809541,-0.82930183,0.01224071,-0.21635956,-0.32625780,-0.62673277,-0.76540053,-0.27316061,-0.85081744,-0.38312769,-0.36958572,-0.26781213,-0.00000000,0.09031408,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:06.0,0,0
59,0.00000000,0.00000000,0.00000000,0.70082462,0.06340644,-0.64420241,0.11629968,-0.35979629,-0.30736628,-0.69087201,-0.79478782,-0.29777190,-0.92304236,-0.49133658,-0.38472185,-0.31233975,-0.00000000,0.08082236,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:06.0,0,0
60,0.00000000,0.00000000,0.00000000,0.90451425,0.18150957,-0.10517144,0.49048558,-0.55206752,-0.12367624,-0.85337085,-1.19596446,-0.01029036,-0.63453650,-0.66484171,-0.21315105,0.08476806,-0.00000000,0.05079673,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:07.0,0,0
61,0.00000000,0.00000000,0.00000000,0.54880178,0.01081314,-0.18524331,0.35585639,-0.66068125,-0.20161960,-0.86674207,-1.07423568,-0.13432844,-0.55724102,-0.64556748,-0.18751399,0.12371801,-0.00000000,0.03955619,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:07.0,0,0
62,0.00000000,0.00000000,0.00000000,0.43501383,-0.12998396,-0.11003324,0.29741982,-0.90935326,-0.26750922,-1.03094196,-1.17343247,-0.09995300,-0.68254000,-0.79376948,-0.30930385,0.06803241,-0.00000000,0.02748989,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:07.0,0,0
63,0.00000000,0.00000000,0.00000000,1.89730310,0.39152870,-0.91904294,0.37998870,-0.78670466,-1.55637765,-0.49350604,-2.13490057,-0.01265605,-0.88008499,-0.97431266,-0.14860225,0.84145945,-0.00000000,0.10834651,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:07.0,0,0
64,0.00000000,0.00000000,0.00000000,1.34081638,0.19916794,-0.93065494,0.38807961,-1.13797867,-1.52649808,-0.98167461,-2.16949701,-0.25709409,-0.93167984,-1.12033045,-0.25355297,0.74368161,-0.00000000,0.12969229,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:07.0,0,0
65,0.00000000,0.00000000,0.00000000,1.23987842,0.00383014,-0.93031704,0.37836099,-1.36941946,-1.36386120,-1.19249976,-2.26603007,-0.20101084,-0.95019060,-1.25859630,-0.27480406,0.82737988,-0.00000000,0.10612649,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:08.0,0,0
66,0.00000000,0.00000000,0.00000000,0.90478861,-0.02489639,-0.82913297,0.58097607,-1.39185619,-0.91882300,-1.17612565,-2.07588410,0.24332574,-0.72393686,-1.10376310,-0.20600758,0.85171676,-0.00000000,0.06249073,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:08.0,0,0
67,0.00000000,0.00000000,0.00000000,0.67468226,-0.17782362,-0.36539376,0.55347311,-1.48027062,-0.73748022,-1.15848243,-1.90423310,0.20839234,-0.58651727,-1.06542587,-0.14979686,0.79423749,-0.00000000,0.02523893,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:08.0,0,0
68,0.00000000,0.00000000,0.00000000,0.52029073,-0.23262523,-0.07197963,0.59743553,-1.51937866,-0.53495932,-1.13406205,-1.72042370,0.21750678,-0.45849356,-0.95440555,-0.05152666,0.73055077,-0.00000000,0.00056364,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:08.0,0,0
69,0.00000000,0.00000000,0.00000000,0.47959322,-0.19265635,-0.02352641,0.59709269,-1.39881086,-0.40312588,-1.02322435,-1.56130147,0.35792610,-0.34107697,-0.87910032,-0.02288416,0.74292582,-0.00000000,-0.00902848,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:08.0,0,0
70,0.00000000,0.00000000,0.00000000,0.42548808,-0.25309184,0.04212766,0.56142920,-1.40449488,-0.34850118,-1.01036477,-1.43787396,0.33013648,-0.28659967,-0.86633617,-0.01678790,0.65670663,-0.00000000,-0.01830553,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:09.0,0,0
71,0.00000000,0.00000000,0.00000000,0.50289536,-0.12054065,0.15598664,0.63633984,-1.21397221,-0.24141054,-0.88247973,-1.28809023,0.41262466,-0.17206295,-0.67826271,0.04062756,0.71529204,-0.00000000,-0.02699123,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:09.0,0,0
72,0.00000000,0.00000000,0.00000000,0.49216172,-0.16917603,0.08164774,0.57314754,-1.22208989,-0.24175352,-0.87768352,-1.26402390,0.42693892,-0.17197260,-0.71459234,0.03712614,0.75004756,-0.00000000,-0.02631718,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:09.0,0,0
73,0.00000000,0.00000000,0.00000000,0.30864567,-0.23977014,0.24543799,0.55127543,-1.20203233,-0.21088189,-0.85475332,-1.10364366,0.41816732,-0.08108500,-0.69661278,0.02315316,0.63468856,-0.00000000,-0.03379545,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:09.0,0,0
74,0.00000000,0.00000000,0.00000000,0.36575070,-0.09043527,0.29291907,0.63139093,-0.95358503,-0.09510746,-0.67470509,-0.92476594,0.42569044,0.06919462,-0.46779495,0.07145268,0.67201096,-0.00000000,-0.03179762,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:09.0,0,0
75,0.00000000,0.00000000,0.00000000,0.34263441,-0.14294416,0.21053585,0.58639598,-0.96106243,-0.09716027,-0.67048150,-0.96720505,0.44607946,0.03775566,-0.53800505,0.06577686,0.75965637,-0.00000000,-0.03057422,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:10.0,0,0
76,0.00000000,0.00000000,0.00000000,0.30100995,-0.20583659,0.22683877,0.53528512,-0.96730465,-0.13430789,-0.67145193,-0.88789600,0.38881880,0.06484657,-0.55804271,0.04278439,0.64859295,-0.00000000,-0.03137828,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:10.0,0,0
77,0.00000000,0.00000000,0.00000000,0.35915840,-0.03873485,0.28199095,0.61400217,-0.69951671,-0.04386222,-0.48493198,-0.67922634,0.43265733,0.21790430,-0.34065795,0.10997975,0.64478219,-0.00000000,-0.03156064,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:10.0,0,0
78,0.00000000,0.00000000,0.00000000,0.33093923,-0.11038184,0.30372322,0.59685457,-0.71436930,-0.03892132,-0.46356443,-0.65485978,0.40789807,0.22878824,-0.36710772,0.09165892,0.63069737,-0.00000000,-0.03699116,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:10.0,0,0
79,0.00000000,0.00000000,0.00000000,0.32900342,-0.21012703,0.29621071,0.52762729,-0.80682111,-0.06858557,-0.53348613,-0.75216466,0.39284766,0.16241805,-0.49017116,0.06540923,0.67219985,-0.00000000,-0.03939537,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:10.0,0,0
80,0.00000000,0.00000000,0.00000000,0.36965165,-0.03928867,0.36765113,0.61631334,-0.54522038,0.01227434,-0.36815608,-0.54044133,0.41536209,0.30734098,-0.28796679,0.12224511,0.61641449,-0.00000000,-0.03322292,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:11.0,0,0
81,0.00000000,0.00000000,0.00000000,0.33744386,-0.10909587,0.39029726,0.59859639,-0.59800875,0.00488455,-0.37254295,-0.53036082,0.34811127,0.30216870,-0.31201643,0.10164421,0.55354452,-0.00000000,-0.04081628,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:11.0,0,0
82,0.00000000,0.00000000,0.00000000,0.30405685,-0.20572957,0.30158630,0.50492233,-0.71129262,-0.04895713,-0.44691014,-0.63735944,0.30427909,0.21905936,-0.42117655,0.06363768,0.59409177,-0.00000000,-0.03366295,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:11.0,0,0
83,0.00000000,0.00000000,0.00000000,0.37136179,-0.03512225,0.34160769,0.55619025,-0.50146538,0.01107216,-0.32005936,-0.48065627,0.32000509,0.32701385,-0.25632676,0.10471537,0.54022014,-0.00000000,-0.02008927,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:11.0,0,0
84,0.00000000,0.00000000,0.00000000,0.36478499,-0.08533794,0.29157725,0.49412793,-0.54906929,-0.01685935,-0.31795293,-0.49858081,0.25950450,0.29292187,-0.29889429,0.07845013,0.45494342,-0.00000000,-0.01677545,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:11.0,0,0
85,0.00000000,0.00000000,0.00000000,0.32569504,-0.18181138,0.26633286,0.44832569,-0.69159293,-0.05425774,-0.42291802,-0.64033532,0.28403634,0.19412035,-0.39894983,0.09010661,0.54174507,-0.00000000,-0.01635276,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:12.0,0,0
86,0.00000000,0.00000000,0.00000000,0.37436992,-0.04465938,0.32196191,0.46393794,-0.47549793,-0.00703016,-0.28731206,-0.49641871,0.33224407,0.28554752,-0.27423212,0.11105288,0.50080115,-0.00000000,-0.01813181,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:12.0,0,0
87,0.00000000,0.00000000,0.00000000,0.30990711,-0.08716601,0.34418562,0.38947818,-0.47424573,-0.02748576,-0.25046593,-0.38641179,0.27258414,0.30190095,-0.23681548,0.09756672,0.40907106,-0.00000000,-0.03340669,-0.00000000,0.00000000,0.00000000,0.00000000,0,15:32:12.0,0,0
