Control Box No.76(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
12,0.00000000,0.00000000,0.00000000,-0.18705194,0.02901185,0.03396887,-0.00465311,0.04707485,0.01339712,0.16041009,0.22391003,0.18570372,0.01750790,0.07627074,0.09708517,0.24372578,0.06327027,-0.08308024,0.04638514,0.00000000,0.00000000,0.00000000,0,17:12:30.0,0,0
13,0.00000000,0.00000000,0.00000000,-0.19259319,-0.03084023,0.04647020,-0.01775088,0.02740573,-0.04218845,0.15234815,0.23411736,0.17114344,-0.02120383,0.05870549,0.02421633,0.17241439,0.04265627,-0.07544649,0.03527879,0.00000000,0.00000000,0.00000000,0,17:12:30.0,0,0
14,0.00000000,0.00000000,0.00000000,-0.15691558,-0.00876387,0.05235338,0.01051418,0.03335591,-0.01105355,0.15499163,0.25223020,0.18564278,0.00476096,0.07617198,0.02899938,0.12630922,0.09244769,-0.04636699,0.05820468,0.00000000,0.00000000,0.00000000,0,17:12:31.0,0,0
15,0.00000000,0.00000000,0.00000000,-0.09522818,0.01160195,0.06748868,-0.00309423,0.03723798,-0.00386213,0.13426064,0.24785390,0.13680312,0.02475492,0.09759717,0.02831457,0.17531893,0.09666535,-0.02099925,0.06599154,0.00000000,0.00000000,0.00000000,0,17:12:31.0,0,0
16,0.00000000,0.00000000,0.00000000,-0.08043419,0.00997080,0.07042570,-0.00543745,0.03248335,0.01442758,0.09656558,0.22050855,0.08951341,0.02167608,0.09680282,0.00029695,0.03971175,0.08259487,-0.01350855,0.05255331,0.00000000,0.00000000,0.00000000,0,17:12:31.0,0,0
17,0.00000000,0.00000000,0.00000000,-0.08783954,-0.01130646,0.06197463,-0.00606110,0.02283260,0.03828374,0.08933157,0.18560253,0.07976969,0.02857886,0.06995515,-0.00204144,-0.01307858,0.07130136,0.00420376,0.05179314,0.00000000,0.00000000,0.00000000,0,17:12:31.0,0,0
18,0.00000000,0.00000000,0.00000000,-0.06606258,0.04806288,0.07029717,-0.01217780,0.03354945,0.01377941,0.06927130,0.18260892,0.05484358,0.03171342,0.09608052,0.00038449,-0.01417034,0.11463341,0.03126018,0.07147864,0.00000000,0.00000000,0.00000000,0,17:12:31.0,0,0
19,0.00000000,0.00000000,0.00000000,-0.07988956,0.02589553,0.06287769,-0.02223290,0.02416890,0.02369075,0.07805274,0.17662102,0.07080980,0.04577556,0.10233966,0.01424808,0.00766327,0.11176796,0.02656458,0.07555450,0.00000000,0.00000000,0.00000000,0,17:12:32.0,0,0
20,0.00000000,0.00000000,0.00000000,-0.08750861,0.00539269,0.04322164,-0.03752351,0.00722833,-0.00479217,0.05807587,0.12773965,0.01467867,0.03171608,0.08815390,-0.02529507,-0.04835702,0.08835429,0.03515080,0.05450626,0.00000000,0.00000000,0.00000000,0,17:12:32.0,0,0
21,0.00000000,0.00000000,0.00000000,-0.08894502,-0.01828135,0.03692060,-0.06508473,-0.00231201,-0.04238166,0.02475887,0.06681773,-0.00137906,0.01846194,0.06321966,-0.01272715,-0.04468768,0.07436429,0.05322518,0.05812673,0.00000000,0.00000000,0.00000000,0,17:12:32.0,0,0
22,0.00000000,0.00000000,0.00000000,-0.02743761,0.06527127,0.03566285,-0.08296365,0.01016137,-0.06566885,-0.02600547,0.04185341,-0.04624788,0.01156930,0.10308108,-0.04365482,-0.10982810,0.09719973,0.06383689,0.04321694,0.00000000,0.00000000,0.00000000,0,17:12:32.0,0,0
23,0.00000000,0.00000000,0.00000000,-0.02762945,0.05974409,0.02473326,-0.08396199,0.00436816,-0.06091909,-0.02530883,0.00777573,-0.09215264,0.02006492,0.11027946,-0.04230735,-0.06792967,0.09361111,0.08949140,0.03655223,0.00000000,0.00000000,0.00000000,0,17:12:32.0,0,0
24,0.00000000,0.00000000,0.00000000,-0.03927051,0.03157858,0.01472780,-0.09695383,-0.01259640,-0.07185134,-0.05977836,-0.02951464,-0.11726312,0.00063346,0.09034485,-0.06716062,-0.09786442,0.07124860,0.08550247,0.03279477,0.00000000,0.00000000,0.00000000,0,17:12:33.0,0,0
25,0.00000000,0.00000000,0.00000000,-0.05943296,0.00930871,0.00533432,-0.09036849,-0.03477444,-0.09037405,-0.06511074,-0.03474437,-0.10553971,0.00762782,0.08496621,-0.03386522,-0.06408975,0.09947193,0.08684059,0.04386146,0.00000000,0.00000000,0.00000000,0,17:12:33.0,0,0
26,0.00000000,0.00000000,0.00000000,-0.02267632,0.05846709,0.01423009,-0.08563151,-0.01532066,-0.07558643,-0.05123463,-0.03045537,-0.10955051,0.01560221,0.11667762,-0.04087270,-0.07230465,0.09796203,0.08985544,0.03207597,0.00000000,0.00000000,0.00000000,0,17:12:33.0,0,0
27,0.00000000,0.00000000,0.00000000,-0.02914459,0.05196597,0.01339446,-0.08652478,-0.01934787,-0.07502075,-0.05525313,-0.03918823,-0.11439683,0.01387703,0.11369359,-0.05206434,-0.08603625,0.09417318,0.09516978,0.03594166,0.00000000,0.00000000,0.00000000,0,17:12:33.0,0,0
28,0.00000000,0.00000000,0.00000000,-0.04731442,0.01568599,0.00717763,-0.09396643,-0.03712679,-0.09141214,-0.07952777,-0.05015547,-0.13394761,0.00209174,0.09339699,-0.05769470,-0.07493147,0.07547022,0.09217387,0.03295339,0.00000000,0.00000000,0.00000000,0,17:12:33.0,0,0
29,0.00000000,0.00000000,0.00000000,-0.01702061,0.07514433,0.00985673,-0.06488308,-0.02189459,-0.05658155,-0.04517055,-0.02617030,-0.10897459,0.03038760,0.13176803,-0.04573075,-0.07009553,0.11314397,0.09948021,0.03146138,0.00000000,0.00000000,0.00000000,0,17:12:34.0,0,0
30,0.00000000,0.00000000,0.00000000,-0.01563211,0.07138731,0.01536411,-0.07326232,-0.01446701,-0.05982174,-0.07321116,-0.01972492,-0.12305257,0.02797063,0.13252009,-0.03514045,-0.07144126,0.11809520,0.09868790,0.04208242,0.00000000,0.00000000,0.00000000,0,17:12:34.0,0,0
31,0.00000000,0.00000000,0.00000000,-0.02609636,0.04513067,0.02159376,-0.08626743,-0.02260267,-0.07242079,-0.08371217,-0.02483310,-0.11641844,0.02262694,0.13085085,-0.05157610,-0.07745599,0.09846307,0.11148642,0.02850123,0.00000000,0.00000000,0.00000000,0,17:12:34.0,0,0
32,0.00000000,0.00000000,0.00000000,-0.04133553,0.01459980,0.01014909,-0.09110906,-0.03865910,-0.09361517,-0.09195794,-0.03700334,-0.12556106,0.02254599,0.11546940,-0.05789986,-0.11210398,0.08377310,0.10922246,0.02260638,0.00000000,0.00000000,0.00000000,0,17:12:34.0,0,0
33,0.00000000,0.00000000,0.00000000,0.01073959,0.09905177,0.02657766,-0.07467620,0.00139177,-0.06652903,-0.06997863,-0.01117531,-0.13133059,0.02872574,0.15901653,-0.04399887,-0.07293551,0.13613571,0.10310097,0.03567720,0.00000000,0.00000000,0.00000000,0,17:12:34.0,0,0
34,0.00000000,0.00000000,0.00000000,0.01170498,0.08873927,0.03265027,-0.07141513,0.00609861,-0.06055190,-0.07157806,0.00022464,-0.12707075,0.04158504,0.17135650,-0.05242098,-0.04158306,0.13464616,0.11067585,0.03630845,0.00000000,0.00000000,0.00000000,0,17:12:35.0,0,0
35,0.00000000,0.00000000,0.00000000,-0.00151836,0.06374476,0.02613789,-0.07380509,-0.00286046,-0.05455605,-0.06831833,-0.00669794,-0.11291815,0.04137197,0.15352274,-0.06222918,-0.02721468,0.11965463,0.12011854,0.03288288,0.00000000,0.00000000,0.00000000,0,17:12:35.0,0,0
36,0.00000000,0.00000000,0.00000000,-0.00626912,0.05492944,0.02792363,-0.06301083,-0.00854526,-0.04725034,-0.07095081,-0.01210395,-0.12410104,0.04258737,0.14553162,-0.06568414,-0.01247097,0.14709838,0.11154842,0.03550110,0.00000000,0.00000000,0.00000000,0,17:12:35.0,0,0
37,0.00000000,0.00000000,0.00000000,0.01941010,0.08954350,0.03462050,-0.06805925,0.01159988,-0.04157428,-0.07309940,0.01176115,-0.12574930,0.05359550,0.16618861,-0.05109258,-0.03344261,0.13991573,0.13317615,0.03845261,0.00000000,0.00000000,0.00000000,0,17:12:35.0,0,0
38,0.00000000,0.00000000,0.00000000,0.02064365,0.08189286,0.03840147,-0.05866397,0.01488832,-0.05299814,-0.07402833,0.00076513,-0.12712567,0.03551986,0.14953130,-0.06688615,-0.05608244,0.13194495,0.11461432,0.03609552,0.00000000,0.00000000,0.00000000,0,17:12:35.0,0,0
39,0.00000000,0.00000000,0.00000000,-0.00341278,0.04367010,0.03408832,-0.07403761,-0.00651945,-0.06154697,-0.09817559,-0.01048317,-0.15289065,0.02959107,0.13121305,-0.07779154,-0.02134051,0.10904592,0.11865224,0.03901102,0.00000000,0.00000000,0.00000000,0,17:12:36.0,0,0
40,0.00000000,0.00000000,0.00000000,0.02208152,0.10276275,0.03166062,-0.06227755,0.01093887,-0.05787494,-0.08354210,-0.00127475,-0.13051458,0.03946285,0.15512595,-0.07071570,-0.04550861,0.14240897,0.11760023,0.03685968,0.00000000,0.00000000,0.00000000,0,17:12:36.0,0,0
41,0.00000000,0.00000000,0.00000000,0.01549510,0.08351674,0.03821318,-0.06479091,0.01298594,-0.06205347,-0.08778080,0.00606078,-0.12817490,0.03919764,0.15256867,-0.06400825,-0.05957439,0.13979238,0.13169225,0.03953327,0.00000000,0.00000000,0.00000000,0,17:12:36.0,0,0
42,0.00000000,0.00000000,0.00000000,-0.00347146,0.05249265,0.02851756,-0.08391268,-0.00026207,-0.06341124,-0.09301224,0.00197168,-0.11723474,0.03809456,0.13564236,-0.06731466,-0.06332430,0.11453893,0.13242450,0.03339862,0.00000000,0.00000000,0.00000000,0,17:12:36.0,0,0
43,0.00000000,0.00000000,0.00000000,-0.03483123,0.02556596,0.01634563,-0.08318888,-0.01320136,-0.05362617,-0.09213523,-0.00331669,-0.11472306,0.03176994,0.11444805,-0.05416106,-0.06077421,0.12151270,0.13769045,0.04297113,0.00000000,0.00000000,0.00000000,0,17:12:36.0,0,0
44,0.00000000,0.00000000,0.00000000,0.00657733,0.07981410,0.02560852,-0.07318116,0.00909888,-0.05831183,-0.09493519,0.01375820,-0.12966837,0.03914366,0.14586461,-0.05206998,-0.06825738,0.13169992,0.12771726,0.04095922,0.00000000,0.00000000,0.00000000,0,17:12:37.0,0,0
45,0.00000000,0.00000000,0.00000000,0.00188595,0.07370870,0.02213188,-0.07528363,0.00960317,-0.05491837,-0.08563000,0.01385604,-0.11466345,0.04044924,0.14282525,-0.06287672,-0.11148980,0.12291057,0.11908630,0.02557903,0.00000000,0.00000000,0.00000000,0,17:12:37.0,0,0
46,0.00000000,0.00000000,0.00000000,-0.01500117,0.03620106,0.01882753,-0.09205721,-0.00923054,-0.08083427,-0.10295533,-0.00337502,-0.14396513,0.03188593,0.11968827,-0.05755049,-0.11753123,0.10262502,0.13841185,0.02351202,0.00000000,0.00000000,0.00000000,0,17:12:37.0,0,0
47,0.00000000,0.00000000,0.00000000,0.00972125,0.10313429,0.01278534,-0.07442917,0.00983880,-0.07098410,-0.08853576,0.01172111,-0.12879701,0.04341474,0.15206321,-0.06772453,-0.11619277,0.13455051,0.12794217,0.03219125,0.00000000,0.00000000,0.00000000,0,17:12:37.0,0,0
48,0.00000000,0.00000000,0.00000000,0.01255806,0.09454081,0.02147915,-0.08104195,0.01558617,-0.08767609,-0.09454688,0.00728471,-0.13824911,0.03967920,0.14314514,-0.06507853,-0.14827955,0.13372497,0.13679186,0.03283500,0.00000000,0.00000000,0.00000000,0,17:12:37.0,0,0
49,0.00000000,0.00000000,0.00000000,0.00547755,0.07018141,0.01671851,-0.07825273,0.01033668,-0.07628809,-0.09899858,0.01056597,-0.15178254,0.04261898,0.13591976,-0.06665586,-0.13033757,0.11037572,0.14087299,0.02844497,0.00000000,0.00000000,0.00000000,0,17:12:38.0,0,0
50,0.00000000,0.00000000,0.00000000,-0.00593946,0.04463112,0.01457371,-0.08709960,-0.00154677,-0.07440238,-0.09371933,-0.00031102,-0.14008228,0.02615676,0.11564909,-0.06460269,-0.09530414,0.11992373,0.13332291,0.03408692,0.00000000,0.00000000,0.00000000,0,17:12:38.0,0,0
51,0.00000000,0.00000000,0.00000000,0.04549718,0.11153945,0.01711187,-0.05720282,0.03283381,-0.04178940,-0.08469056,0.01667642,-0.14508726,0.03268472,0.12713715,-0.07441991,-0.13004822,0.11423805,0.10428179,0.00091141,0.00000000,0.00000000,0.00000000,0,17:12:38.0,0,0
52,0.00000000,0.00000000,0.00000000,0.05468547,0.11063889,0.02909084,-0.05810761,0.04270569,-0.03369053,-0.07758477,0.00986173,-0.15901624,0.01900122,0.11080333,-0.09257941,-0.03752944,0.10309182,0.05682614,-0.01196402,0.00000000,0.00000000,0.00000000,0,17:12:38.0,0,0
53,0.00000000,0.00000000,0.00000000,0.03923108,0.06475084,0.02301846,-0.05507218,0.02783410,-0.03602668,-0.05891597,0.01763134,-0.13953969,0.02956440,0.08171178,-0.07496884,0.03021469,0.08139119,0.05454619,-0.01851691,0.00000000,0.00000000,0.00000000,0,17:12:38.0,0,0
54,0.00000000,0.00000000,0.00000000,0.06807541,0.12112518,0.02745647,-0.01265284,0.05237021,-0.01828175,-0.02363231,0.03747530,-0.12188328,0.04111323,0.10681526,-0.06972377,0.05754655,0.12756315,0.06109176,0.00209143,0.00000000,0.00000000,0.00000000,0,17:12:39.0,0,0
55,0.00000000,0.00000000,0.00000000,0.07986156,0.10799699,0.03477095,-0.01821235,0.05603256,-0.03516365,-0.02234750,0.04902746,-0.11362331,0.05462427,0.11329396,-0.06508200,0.04285542,0.12546715,0.05672093,0.01014057,0.00000000,0.00000000,0.00000000,0,17:12:39.0,0,0
56,0.00000000,0.00000000,0.00000000,0.06389952,0.08869447,0.03434954,-0.02517873,0.05307216,-0.02260990,-0.02414858,0.04611323,-0.11613166,0.04923475,0.10308328,-0.05807165,0.00759726,0.11553957,0.08155295,0.02052975,0.00000000,0.00000000,0.00000000,0,17:12:39.0,0,0
57,0.00000000,0.00000000,0.00000000,0.04577367,0.04909049,0.02684240,-0.03861600,0.02921502,-0.02338324,-0.02300137,0.02921405,-0.11346545,0.05455992,0.08126672,-0.06764474,0.02015966,0.09490818,0.06932474,0.01256127,0.00000000,0.00000000,0.00000000,0,17:12:39.0,0,0
58,0.00000000,0.00000000,0.00000000,0.08739335,0.12958537,0.03325456,-0.02236587,0.06091897,-0.01495938,-0.00943533,0.04209547,-0.11947587,0.05706692,0.11443648,-0.03524017,0.02602800,0.13531360,0.07338509,0.02539147,0.00000000,0.00000000,0.00000000,0,17:12:39.0,0,0
59,0.00000000,0.00000000,0.00000000,0.08466345,0.11698478,0.04016745,-0.02207211,0.06106234,-0.02408186,-0.01215400,0.04333615,-0.12544832,0.05857966,0.12034250,-0.04063988,0.02951062,0.13356811,0.07601157,0.02624473,0.00000000,0.00000000,0.00000000,0,17:12:40.0,0,0
60,0.00000000,0.00000000,0.00000000,0.07030769,0.08398849,0.03528275,-0.03286526,0.05255347,-0.03000171,-0.03598741,0.02272879,-0.13520187,0.04797015,0.10257327,-0.05617259,0.00582801,0.11300331,0.07330047,0.02610218,0.00000000,0.00000000,0.00000000,0,17:12:40.0,0,0
61,0.00000000,0.00000000,0.00000000,0.05177713,0.04810156,0.02876689,-0.03994096,0.03099974,-0.01275232,-0.03953935,0.00808354,-0.14001563,0.05179419,0.08635910,-0.05649132,-0.03464374,0.11733690,0.06378841,0.03192228,0.00000000,0.00000000,0.00000000,0,17:12:40.0,0,0
62,0.00000000,0.00000000,0.00000000,0.09550151,0.12304027,0.03654176,-0.02204175,0.06134277,-0.01719692,-0.02943073,0.02126673,-0.12678029,0.05179958,0.11834799,-0.04983729,-0.02791419,0.13589437,0.07917985,0.03820291,0.00000000,0.00000000,0.00000000,0,17:12:40.0,0,0
63,0.00000000,0.00000000,0.00000000,0.09517973,0.11528105,0.03896783,-0.02388740,0.06231840,-0.01048826,-0.03998027,0.02798054,-0.11202136,0.06141616,0.12508301,-0.05178556,-0.04555791,0.13365905,0.10141055,0.04193088,0.00000000,0.00000000,0.00000000,0,17:12:40.0,0,0
64,0.00000000,0.00000000,0.00000000,0.07357696,0.08313123,0.02899562,-0.03982836,0.04636317,-0.01774922,-0.04859726,-0.00071208,-0.13428776,0.03896030,0.10578428,-0.06617904,-0.06772384,0.11553041,0.08917979,0.03293113,0.00000000,0.00000000,0.00000000,0,17:12:41.0,0,0
65,0.00000000,0.00000000,0.00000000,0.08527350,0.07809250,0.02709940,-0.03591193,0.03748940,-0.01080638,-0.03607782,-0.00059001,-0.13605867,0.04972902,0.11444105,-0.06502083,-0.06762005,0.13643038,0.09939383,0.02646875,0.00000000,0.00000000,0.00000000,0,17:12:41.0,0,0
66,0.00000000,0.00000000,0.00000000,0.10297611,0.12256243,0.03470817,-0.03392009,0.06483620,-0.01115066,-0.03938708,-0.00314572,-0.15412492,0.04396376,0.12021921,-0.06519116,-0.06337742,0.13701981,0.09957870,0.03765966,0.00000000,0.00000000,0.00000000,0,17:12:41.0,0,0
67,0.00000000,0.00000000,0.00000000,0.10873886,0.11074010,0.03554498,-0.03354714,0.06013810,-0.01250956,-0.03844384,0.00278300,-0.17960122,0.04897405,0.12284441,-0.07184222,-0.07075068,0.12297513,0.10430679,0.02585260,0.00000000,0.00000000,0.00000000,0,17:12:41.0,0,0
68,0.00000000,0.00000000,0.00000000,0.08460713,0.07984508,0.03228431,-0.04662470,0.04574296,-0.01785700,-0.05056040,-0.01211775,-0.17046431,0.04277978,0.10073076,-0.09006922,-0.06695168,0.10566194,0.10599958,0.02565559,0.00000000,0.00000000,0.00000000,0,17:12:41.0,0,0
69,0.00000000,0.00000000,0.00000000,0.12206799,0.15038262,0.03206716,-0.02432346,0.06583610,-0.02111996,-0.03331837,0.00116373,-0.15124959,0.05712256,0.13631529,-0.09332749,-0.05504227,0.14426996,0.09323402,0.03746843,0.00000000,0.00000000,0.00000000,0,17:12:42.0,0,0
70,0.00000000,0.00000000,0.00000000,0.09886847,0.13456917,0.04675354,-0.05400565,0.06743926,-0.06944225,-0.05710150,0.00653787,-0.16852240,0.04805247,0.13782950,-0.05872700,-0.05450499,0.15160897,0.11527379,0.06243023,0.00000000,0.00000000,0.00000000,0,17:12:42.0,0,0
71,0.00000000,0.00000000,0.00000000,-0.13340893,0.07470596,0.00159015,-0.07691987,0.05742879,-0.04476023,-0.02738934,0.11349860,-0.09534685,0.07606775,0.13944677,-0.00331365,0.11354151,0.15435864,0.09446014,0.11748683,0.00000000,0.00000000,0.00000000,0,17:12:42.0,0,0
72,0.00000000,0.00000000,0.00000000,-0.04365337,0.01877795,0.01990440,-0.06504073,0.03951462,-0.05649434,-0.02157143,0.08502222,-0.10961238,0.07215423,0.11788075,-0.01357597,0.07907934,0.12725136,0.10122134,0.11636005,0.00000000,0.00000000,0.00000000,0,17:12:42.0,0,0
73,0.00000000,0.00000000,0.00000000,-0.01546773,0.11463396,0.02443393,-0.06198714,0.06577699,-0.03723840,0.00284737,0.10076625,-0.10265036,0.07191771,0.15152730,-0.01724301,0.07786455,0.16507281,0.09760981,0.11634310,0.00000000,0.00000000,0.00000000,0,17:12:42.0,0,0
74,0.00000000,0.00000000,0.00000000,-0.01372270,0.09383372,0.02671300,-0.06436251,0.06303684,-0.03616828,-0.00985333,0.10950454,-0.12360104,0.08344065,0.15478776,-0.01072525,0.09262708,0.15478687,0.08854669,0.10875341,0.00000000,0.00000000,0.00000000,0,17:12:43.0,0,0
75,0.00000000,0.00000000,0.00000000,-0.01539651,0.05869864,0.02758274,-0.06009560,0.05511700,-0.04759375,-0.02832019,0.08707452,-0.11106943,0.06516700,0.12720813,-0.01508056,0.07149341,0.12758033,0.09498638,0.10422919,0.00000000,0.00000000,0.00000000,0,17:12:43.0,0,0
76,0.00000000,0.00000000,0.00000000,-0.03509559,0.01410703,0.01491285,-0.07318669,0.03116682,-0.07557169,-0.04537919,0.06793152,-0.12619612,0.06018537,0.10289094,-0.01571672,0.04815838,0.10491526,0.08132080,0.10010146,0.00000000,0.00000000,0.00000000,0,17:12:43.0,0,0
77,0.00000000,0.00000000,0.00000000,0.01834118,0.10214894,0.02276276,-0.06038428,0.05837224,-0.07423124,-0.05350482,0.07362024,-0.10783793,0.06325955,0.13651811,-0.01484384,0.02648250,0.13647150,0.08541579,0.10458579,0.00000000,0.00000000,0.00000000,0,17:12:43.0,0,0
78,0.00000000,0.00000000,0.00000000,0.04781548,0.09264007,0.01253922,-0.02769455,0.06643160,-0.02924076,-0.04587487,0.03802271,-0.11666678,0.01982966,0.10532604,-0.03877310,0.01073046,0.06833822,0.01846056,0.00998035,0.00000000,0.00000000,0.00000000,0,17:12:43.0,0,0
79,0.00000000,0.00000000,0.00000000,0.07128610,0.04039844,0.01791043,-0.03643484,0.05078887,-0.03113423,-0.02427739,-0.00395078,-0.13419348,-0.00048551,0.07228509,-0.06836266,-0.00585992,0.02873492,0.01301444,-0.01201220,0.00000000,0.00000000,0.00000000,0,17:12:44.0,0,0
80,0.00000000,0.00000000,0.00000000,0.05451085,0.02428214,0.02021809,-0.03838713,0.03415657,-0.00886802,-0.00990335,-0.00466711,-0.12230758,0.02462715,0.05766252,-0.04021618,-0.05015304,0.05020816,0.01583647,-0.00973057,0.00000000,0.00000000,0.00000000,0,17:12:44.0,0,0
81,0.00000000,0.00000000,0.00000000,0.07922436,0.08432617,0.01076822,-0.02447359,0.05073424,0.00508119,-0.02126699,-0.01815948,-0.14341265,0.03203262,0.08543986,-0.03895288,0.01781067,0.05054238,0.01394927,-0.02073902,0.00000000,0.00000000,0.00000000,0,17:12:44.0,0,0
82,0.00000000,0.00000000,0.00000000,0.08158720,0.07647596,0.01408666,-0.03362661,0.04718305,0.01064050,-0.02435198,-0.01969936,-0.15714560,0.04007007,0.09186858,-0.05017152,-0.06865503,0.05850840,0.02485718,0.01609375,0.00000000,0.00000000,0.00000000,0,17:12:44.0,0,0
83,0.00000000,0.00000000,0.00000000,0.04946468,0.03413811,0.00302029,-0.04574601,0.02622519,-0.01560283,-0.05159584,-0.04190591,-0.17167646,0.04735172,0.07418172,-0.05574868,-0.10068431,0.03946708,0.04773643,0.01798996,0.00000000,0.00000000,0.00000000,0,17:12:44.0,0,0
84,0.00000000,0.00000000,0.00000000,0.06776077,0.08487046,0.00491310,-0.03357956,0.03276975,-0.00208605,-0.02910435,-0.02018677,-0.14188598,0.05529737,0.10073841,-0.02887639,-0.09338729,0.08067860,0.04151883,0.02690332,0.00000000,0.00000000,0.00000000,0,17:12:45.0,0,0
85,0.00000000,0.00000000,0.00000000,-0.02248543,0.07160989,-0.00636819,-0.03939466,0.04157987,0.00846631,-0.04640843,0.03018919,-0.12543014,0.03978028,0.08870546,-0.01536126,-0.00367706,0.08180389,0.01446068,0.04753607,0.00000000,0.00000000,0.00000000,0,17:12:45.0,0,0
86,0.00000000,0.00000000,0.00000000,-0.10777557,0.01461193,-0.00010320,-0.06159814,0.03092693,-0.00425570,-0.02774210,0.11028384,-0.11685724,0.03158506,0.07733867,-0.00162713,0.12530503,0.06453229,-0.01596476,0.04801809,0.00000000,0.00000000,0.00000000,0,17:12:45.0,0,0
87,0.00000000,0.00000000,0.00000000,-0.09419657,-0.02345741,-0.00306540,-0.05223268,0.00349636,-0.01495944,-0.04928292,0.11525656,-0.07541804,0.05732370,0.05780700,-0.01704006,0.13529117,0.05197977,-0.00167400,0.06454935,0.00000000,0.00000000,0.00000000,0,17:12:45.0,0,0
88,0.00000000,0.00000000,0.00000000,-0.04019579,0.06420264,0.00408595,-0.03099390,0.02858841,0.00201392,-0.03608601,0.14343841,-0.06519859,0.07286594,0.09523249,-0.02748587,0.14269103,0.09943613,0.00171181,0.08018287,0.00000000,0.00000000,0.00000000,0,17:12:45.0,0,0
89,0.00000000,0.00000000,0.00000000,-0.05169646,0.05291495,0.00974015,-0.03440408,0.02141209,0.00978312,-0.01966401,0.14824319,-0.05486055,0.09316227,0.10808324,0.00924850,0.07665299,0.10423544,0.02440739,0.08111333,0.00000000,0.00000000,0.00000000,0,17:12:46.0,0,0
