CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19
-0.11254033,0.38368675,0.589495,2.67329645,-0.06974743,0.79358274,0.39925128,0.06888457,-0.0017439,1.15550005,-0.38687575,0,3.16356039,0.93645877,0,0
-0.14614759,0.35080096,0.57285529,2.67778349,-0.0965794,0.77060574,0.36326364,0.04207895,-0.00479447,1.12976444,-0.41868725,0,3.13646555,0.90615124,0,0
-0.09814032,0.45038417,0.60143346,2.67010665,-0.05331485,0.83645338,0.42898637,0.09675346,0.00058432,1.1690352,-0.35648709999999995,0,3.14199567,1.00016558,0,0
-0.04972997,0.5211519,0.66366333,2.79622889,0.01363109,0.89765793,0.48427719,0.12909026,-0.00387417,1.22161031,-0.30915323,0,3.19655752,1.0166167,0,0
-0.0629474,0.53234082,0.66908687,2.85532975,0.02665608,0.91220385,0.49415931,0.13513882,-0.00572,1.2249166999999999,-0.30717292,0,3.20043373,1.00152802,0,0
-0.08398568,0.49255550000000003,0.66288137,2.89015484,-0.00683764,0.89925593,0.47994354,0.10625482,0.00081061,1.20040691,-0.34234715,0,3.20719886,0.968018,0,0
-0.11589707,0.44298553,0.64527202,2.88236666,-0.04524862,0.86638594,0.44307736,0.09152291,-0.00541627,1.17862511,-0.36223421,0,3.17197895,1.010167,0,0
-0.0164543,0.62558329,0.72952855,2.99616861,0.0857558,0.98961562,0.56800258,0.17461008,-0.00867151,1.26353526,-0.25933507,0,3.25994754,1.05148387,0,0
-0.01524757,0.62226832,0.7458812,3.06962681,0.08644851,1.00140679,0.5798071,0.16946617,-0.00399186,1.26752007,-0.26863059,0,3.26737571,1.04160118,0,0
-0.05442655,0.56319666,0.72411329,3.07570982,0.04901247,0.95737177,0.53319639,0.13811895,-0.008897799999999999,1.24335098,-0.30372077,0,3.24973106,1.00871837,0,0
-0.08520626,0.49017522,0.7018733,3.05768466,-0.00649273,0.92003101,0.485616,0.08650455,-0.00220422,1.20057464,-0.36224133,0,3.27548385,0.94563133,0,0
0.01285398,0.65374476,0.77141213,3.09815335,0.10384572,1.02096677,0.60203153,0.1846898,-0.00855673,1.2915287,-0.24555965,0,3.28686404,1.09440398,0,0
0.00869427,0.66772354,0.78966737,3.17682815,0.13449827,1.04430842,0.63088411,0.20315999,-0.01329513,1.30743957,-0.22371851,0,3.31622934,1.09411681,0,0
-0.01385177,0.60836536,0.77793902,3.16246891,0.09289966,1.01233566,0.59639728,0.16623414,-0.00614006,1.27392745,-0.26922858,0,3.30862832,1.04159904,0,0
-0.05334088,0.53471035,0.74606317,3.14150143,0.04241648,0.95832545,0.53971153,0.12166087,-0.00773313,1.2348851,-0.31778187,0,3.25101113,0.99662161,0,0
-0.07060125,0.55013025,0.72685772,3.05050206,0.03135251,0.96289581,0.54988158,0.1482591,-0.00643335,1.24224281,-0.28797290000000003,0,3.23467255,1.07955325,0,0
0.01438517,0.62938875,0.796009,3.08309126,0.11893951,1.03538191,0.61929595,0.18323135,-0.00688552,1.28523505,-0.2415002,0,3.28284979,1.07771611,0,0
-0.01180126,0.5879721,0.77393901,3.09813285,0.09869337,1.00522029,0.5901469,0.17392689,-0.0116036,1.27561116,-0.25581369,0,3.27675557,1.05379105,0,0
-0.05413484,0.50617123,0.73632044,3.04167867,0.040913,0.95496058,0.53973418,0.12785155,-0.00572,1.23690343,-0.31185442,0,3.28903723,0.99395335,0,0
-0.09343722,0.41505817,0.69950879,3.02573442,-0.028238,0.8866722,0.47295883,0.08046080000000001,-0.00334973,1.19986284,-0.36260369,0,3.24880099,1.00628138,0,0
-0.02624308,0.54229409,0.73543662,3.02061105,0.06368369,0.95622224,0.55703479,0.15434459,-0.00878289,1.26622725,-0.27783361,0,3.24317813,1.04887009,0,0
-0.03911716,0.49765167,0.72208679,2.99429941,0.03364487,0.93452024,0.52884722,0.12666139,-0.00312364,1.24160683,-0.31085953,0,3.23172975,1.01365745,0,0
-0.07969245,0.41285506,0.68114084,2.92678404,-0.02489641,0.86799163,0.45739502,0.08297257,-0.00583105,1.19278836,-0.36112317,0,3.21867275,0.97113985,0,0
-0.12541322,0.33758172,0.6346404,2.90466452,-0.08364766,0.80265313,0.39444426,0.03908833,-0.0075792,1.16172159,-0.40886673,0,3.2189815,0.95306861,0,0
