CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19
-4.82730865,-1.99869156,-2.24505019,1.77750993,-1.45899510,-1.15583336,0.20302773,11.72321510,-0.32326928,4.11948776,8.88404846,1.79855442,-0.62690711,-2.71801519,2.25788021,-3.38948298
-4.82408524,-2.00379634,-2.24145317,1.77074707,-1.47991109,-1.14078045,0.13481303,11.67593861,-0.33097541,4.08046246,8.82460213,1.71312642,-0.74286497,-2.72142696,2.22472000,-3.39037919
-4.82381916,-2.00978065,-2.27627373,1.86190367,-1.42572832,-1.13590753,0.02490623,11.51255989,-0.34774876,3.99627829,8.69491673,1.59984887,-0.85414982,-2.72428870,2.19254875,-3.38877487
-4.82845974,-2.00976634,-2.23658895,1.88008738,-1.43660498,-1.15786099,0.15170699,11.66184998,-0.33730122,4.14380789,8.82809448,1.80911362,-0.66655558,-2.71897364,2.25955653,-3.38285255
-4.82792377,-1.99452305,-2.23143411,1.77664638,-1.44455361,-1.15316987,0.16162193,11.66656590,-0.32585850,4.14090395,8.82268715,1.79441404,-0.71173573,-2.71138310,2.26228237,-3.38355541
-4.82737017,-1.98046756,-2.25925589,1.75432944,-1.45001566,-1.15054178,0.08172835,11.53549576,-0.32997814,4.06384087,8.71785927,1.69000626,-0.83652711,-2.71065044,2.22770166,-3.38794184
-4.82301235,-1.97811615,-2.29580927,1.70377541,-1.45223403,-1.13462543,-0.03488273,11.45183754,-0.34186378,3.99910069,8.63191223,1.60821557,-0.91301382,-2.71389604,2.19024777,-3.38727164
-4.82431602,-1.99103522,-2.23352766,1.78562212,-1.39953828,-1.15444815,0.14835227,11.62245941,-0.31318933,4.14893341,8.79043388,1.81756794,-0.73232979,-2.71091509,2.27994800,-3.38338947
-4.82718277,-2.00094891,-2.24082041,1.81796288,-1.36080277,-1.15489769,0.08853996,11.57198620,-0.32219005,4.11906528,8.77012062,1.77349663,-0.78588629,-2.71280837,2.27266669,-3.38191271
-4.82798862,-2.00939274,-2.27278686,1.82456803,-1.35456991,-1.14343441,-0.03659484,11.48304272,-0.33409658,4.06034184,8.69188309,1.65506768,-0.90862405,-2.72285008,2.23286963,-3.38470721
-4.82805204,-2.01175714,-2.31930399,1.82486129,-1.34652662,-1.12618887,-0.15407072,11.37205887,-0.34080166,4.01445246,8.58597851,1.61811507,-0.92494100,-2.73114204,2.20282483,-3.39021540
-4.82565832,-2.01095438,-2.25874710,1.89554048,-1.32856822,-1.13781106,0.05100989,11.49459839,-0.30403692,4.17183828,8.72484970,1.78375149,-0.80342412,-2.73073196,2.25344825,-3.38932109
-4.82131672,-2.00781012,-2.26692128,1.87634301,-1.33017945,-1.15164864,-0.01461522,11.48991871,-0.32116011,4.15421295,8.70527077,1.72868776,-0.87055194,-2.73021841,2.23508692,-3.38759422
-4.82280350,-2.00366330,-2.30885029,1.79422736,-1.34429491,-1.13463819,-0.12535831,11.39159298,-0.33322126,4.09512138,8.60396767,1.61616492,-0.98365819,-2.73192787,2.19228220,-3.38765001
-4.82255554,-2.00392485,-2.32615805,1.80411375,-1.36271882,-1.14710951,-0.15187667,11.38274479,-0.34346467,4.13590431,8.60647011,1.69125485,-0.88452172,-2.73231101,2.20925403,-3.38374233
-4.82689571,-2.00357914,-2.28787494,1.81209815,-1.35029078,-1.15329981,-0.01518495,11.47437859,-0.31194216,4.24095583,8.70426178,1.76751721,-0.83751047,-2.72917557,2.24085641,-3.38351917
-4.82846403,-2.00351501,-2.29147029,1.73314548,-1.39123726,-1.12285650,-0.04784095,11.45406151,-0.30831668,4.20847797,8.65472317,1.68869925,-0.91281617,-2.73397255,2.20347762,-3.38900256
-4.82869005,-1.99941492,-2.32053185,1.64885306,-1.47757459,-1.11856937,-0.14470243,11.44935894,-0.33409503,4.15464592,8.57724571,1.53590322,-1.04963231,-2.74114919,2.11580133,-3.39012384
