Control Box No.76(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
835,0.00000000,0.00000000,0.00000000,-4.79950523,-1.98694372,-2.20391011,1.44869888,-1.62006176,-1.20162868,0.02197985,11.68331528,-0.37420526,4.02607155,8.72739506,1.75827050,-0.79905105,-2.68525147,2.62330675,-3.34385538,0.00000000,0.00000000,0.00000000,0,17:17:05.0,0,0
836,0.00000000,0.00000000,0.00000000,-4.80703163,-1.98727107,-2.19415355,1.58196902,-1.60396338,-1.19400620,-0.01504909,11.67162132,-0.37400246,4.00681353,8.71002007,1.73092031,-0.84376144,-2.68264437,2.61259079,-3.36244392,0.00000000,0.00000000,0.00000000,0,17:17:05.0,0,0
837,0.00000000,0.00000000,0.00000000,-4.79565430,-1.97822356,-2.24592781,1.46746910,-1.59812427,-1.18494666,-0.11019201,11.52824593,-0.38711089,3.91528082,8.60692596,1.62605691,-0.94185269,-2.68787432,2.58847189,-3.35112071,0.00000000,0.00000000,0.00000000,0,17:17:05.0,0,0
838,0.00000000,0.00000000,0.00000000,-4.80715275,-1.99297881,-2.18968463,1.61164212,-1.59830785,-1.19869149,0.03221855,11.67369080,-0.36966264,4.02625942,8.73481655,1.81587017,-0.73069739,-2.67916560,2.66678762,-3.34753370,0.00000000,0.00000000,0.00000000,0,17:17:05.0,0,0
839,0.00000000,0.00000000,0.00000000,-4.80128193,-1.97848320,-2.17650175,1.58408833,-1.59582770,-1.20889354,0.04428205,11.72362900,-0.36721212,4.05237770,8.78799248,1.82237697,-0.74962157,-2.68622541,2.67966604,-3.34216094,0.00000000,0.00000000,0.00000000,0,17:17:05.0,0,0
840,0.00000000,0.00000000,0.00000000,-4.80288792,-1.99080062,-2.19154954,1.65108311,-1.60716414,-1.17869020,-0.00304502,11.67388535,-0.36679995,4.00982571,8.71229935,1.75278413,-0.85068440,-2.68269634,2.63026237,-3.35509634,0.00000000,0.00000000,0.00000000,0,17:17:06.0,0,0
841,0.00000000,0.00000000,0.00000000,-4.80139637,-1.99099874,-2.22475052,1.53683889,-1.60894024,-1.18544626,-0.04808936,11.66425705,-0.38606882,3.98024845,8.71104050,1.75089562,-0.79390341,-2.69567108,2.65396309,-3.33999443,0.00000000,0.00000000,0.00000000,0,17:17:06.0,0,0
842,0.00000000,0.00000000,0.00000000,-4.80436993,-1.99674177,-2.15172386,1.73529458,-1.60460782,-1.20087421,0.08520217,11.68132019,-0.36059877,4.06016159,8.75742912,1.86734581,-0.71671653,-2.68347335,2.67463136,-3.35073471,0.00000000,0.00000000,0.00000000,0,17:17:06.0,0,0
843,0.00000000,0.00000000,0.00000000,-4.80245543,-1.98646164,-2.19018817,1.60522103,-1.58232045,-1.19505680,0.06646380,11.72075367,-0.35900360,4.05070782,8.78636551,1.81272829,-0.77113020,-2.68675327,2.66376257,-3.33866882,0.00000000,0.00000000,0.00000000,0,17:17:06.0,0,0
844,0.00000000,0.00000000,0.00000000,-4.80247641,-1.98840427,-2.20036745,1.72291827,-1.57708073,-1.20004332,-0.03880787,11.61558628,-0.37931076,3.99530816,8.68866539,1.74406695,-0.85707158,-2.69151831,2.62116528,-3.35876417,0.00000000,0.00000000,0.00000000,0,17:17:06.0,0,0
845,0.00000000,0.00000000,0.00000000,-4.80567455,-1.99323988,-2.17475486,1.71569228,-1.57757401,-1.20934403,0.08411082,11.68371964,-0.36476409,4.06374741,8.78083706,1.87589276,-0.69033134,-2.69053531,2.67813015,-3.33469105,0.00000000,0.00000000,0.00000000,0,17:17:07.0,0,0
846,0.00000000,0.00000000,0.00000000,-4.80925035,-1.97946596,-2.16151237,1.66667879,-1.60257077,-1.21174526,0.12806012,11.78116989,-0.34402379,4.12314177,8.84755516,1.93753099,-0.66344547,-2.68357325,2.68543553,-3.34359455,0.00000000,0.00000000,0.00000000,0,17:17:07.0,0,0
847,0.00000000,0.00000000,0.00000000,-4.80208349,-1.97920489,-2.17838359,1.60441363,-1.59207654,-1.20377493,0.09960255,11.71951675,-0.34877786,4.08095121,8.81469917,1.86163700,-0.74738926,-2.67888618,2.66511726,-3.32837629,0.00000000,0.00000000,0.00000000,0,17:17:07.0,0,0
848,0.00000000,0.00000000,0.00000000,-4.80721331,-1.99164796,-2.19848156,1.66603291,-1.59500158,-1.19054985,0.00659806,11.69240570,-0.36735791,4.02928829,8.73243332,1.77488053,-0.83464241,-2.68466854,2.61960697,-3.34876776,0.00000000,0.00000000,0.00000000,0,17:17:07.0,0,0
849,0.00000000,0.00000000,0.00000000,-4.80526257,-1.98441505,-2.14953923,1.69093311,-1.57558799,-1.22332990,0.15692830,11.76637459,-0.33612362,4.13202477,8.87389660,1.98572266,-0.60634351,-2.67969537,2.71185923,-3.32817459,0.00000000,0.00000000,0.00000000,0,17:17:07.0,0,0
850,0.00000000,0.00000000,0.00000000,-4.80497074,-1.98408580,-2.16323304,1.68373132,-1.59764791,-1.20926654,0.17542635,11.76489258,-0.32420585,4.14141846,8.85971642,1.97234488,-0.64383811,-2.67615914,2.71665001,-3.32664537,0.00000000,0.00000000,0.00000000,0,17:17:08.0,0,0
851,0.00000000,0.00000000,0.00000000,-4.80354404,-1.97952783,-2.19738483,1.60782409,-1.59816909,-1.19694901,0.10354922,11.71928692,-0.34487808,4.09576416,8.82073879,1.87433898,-0.74394178,-2.68656635,2.67942119,-3.33102798,0.00000000,0.00000000,0.00000000,0,17:17:08.0,0,0
852,0.00000000,0.00000000,0.00000000,-4.80430889,-1.98402357,-2.19297886,1.71510351,-1.59729242,-1.20573199,0.05855628,11.68824005,-0.36026663,4.07002926,8.78562546,1.89572453,-0.69815725,-2.68566036,2.68656301,-3.32973623,0.00000000,0.00000000,0.00000000,0,17:17:08.0,0,0
853,0.00000000,0.00000000,0.00000000,-4.80355930,-1.99682879,-2.19758415,1.53314257,-1.57291448,-1.20614862,0.18345803,11.83146381,-0.32582444,4.17815304,8.91186523,1.94745672,-0.63666630,-2.69085169,2.71818542,-3.31615591,0.00000000,0.00000000,0.00000000,0,17:17:08.0,0,0
854,0.00000000,0.00000000,0.00000000,-4.81248665,-1.99891520,-2.15408397,1.85977101,-1.53645277,-1.20534837,0.13427238,11.79167557,-0.32999492,4.17526770,8.87077713,1.95447934,-0.68137830,-2.68513036,2.69184351,-3.34740591,0.00000000,0.00000000,0.00000000,0,17:17:08.0,0,0
855,0.00000000,0.00000000,0.00000000,-4.80771065,-2.00497317,-2.17630291,1.85120618,-1.51511788,-1.18607390,0.05612828,11.68132019,-0.33829460,4.11776352,8.77772331,1.84486723,-0.79302955,-2.68598342,2.64863396,-3.34019995,0.00000000,0.00000000,0.00000000,0,17:17:09.0,0,0
856,0.00000000,0.00000000,0.00000000,-4.81372690,-2.00746679,-2.14079952,1.84755325,-1.52911282,-1.22043383,0.15349239,11.75458145,-0.31949365,4.21968126,8.88043499,2.00933576,-0.60771561,-2.68932056,2.70818472,-3.34003878,0.00000000,0.00000000,0.00000000,0,17:17:09.0,0,0
857,0.00000000,0.00000000,0.00000000,-4.81033659,-2.00688362,-2.14249253,1.88897359,-1.50321221,-1.21763217,0.15193990,11.75731564,-0.29991046,4.22330475,8.87558937,2.02003264,-0.62725323,-2.69302511,2.70929861,-3.34592056,0.00000000,0.00000000,0.00000000,0,17:17:09.0,0,0
858,0.00000000,0.00000000,0.00000000,-4.81385231,-2.00772643,-2.14259410,1.98664856,-1.51183891,-1.20767176,0.08663489,11.73410416,-0.31386596,4.19582558,8.83791351,1.94063997,-0.72313160,-2.68384242,2.66813946,-3.35402775,0.00000000,0.00000000,0.00000000,0,17:17:09.0,0,0
859,0.00000000,0.00000000,0.00000000,-4.80765438,-1.99084163,-2.19795418,1.73185039,-1.56751299,-1.20756412,0.00993487,11.65318489,-0.34578171,4.13386631,8.76669502,1.87718678,-0.74163020,-2.69705582,2.67109776,-3.34203005,0.00000000,0.00000000,0.00000000,0,17:17:09.0,0,0
860,0.00000000,0.00000000,0.00000000,-4.80678463,-2.00173616,-2.16043329,1.68945658,-1.57454562,-1.22742772,0.18053423,11.76389122,-0.29402384,4.25561905,8.89468956,2.05092859,-0.58347481,-2.69664335,2.74325562,-3.34165382,0.00000000,0.00000000,0.00000000,0,17:17:10.0,0,0
861,0.00000000,0.00000000,0.00000000,-4.80962229,-1.99576306,-2.11430955,1.78477228,-1.58299565,-1.21480417,0.15967864,11.83610344,-0.28972280,4.27778053,8.93486500,2.02729034,-0.63883078,-2.69013929,2.73163509,-3.35172892,0.00000000,0.00000000,0.00000000,0,17:17:10.0,0,0
862,0.00000000,0.00000000,0.00000000,-4.80468369,-1.97481036,-2.18105316,1.61845827,-1.67212033,-1.19713330,0.08473522,11.74561501,-0.31733468,4.20449877,8.82780838,1.92464304,-0.73530900,-2.69343686,2.71849656,-3.34329057,0.00000000,0.00000000,0.00000000,0,17:17:10.0,0,0
863,0.00000000,0.00000000,0.00000000,-4.79911804,-1.96536076,-2.21960974,1.49569464,-1.71951389,-1.20443738,0.08342801,11.72632599,-0.33064795,4.18495750,8.82511330,1.94902802,-0.67117810,-2.69104791,2.73284721,-3.33450079,0.00000000,0.00000000,0.00000000,0,17:17:10.0,0,0
864,0.00000000,0.00000000,0.00000000,-4.80245543,-1.97858775,-2.13575315,1.56592011,-1.69366252,-1.21022773,0.15559150,11.79056931,-0.29903650,4.24859333,8.88043499,2.01404929,-0.62896955,-2.68590641,2.76928043,-3.33027911,0.00000000,0.00000000,0.00000000,0,17:17:10.0,0,0
865,0.00000000,0.00000000,0.00000000,-4.80172920,-1.98131800,-2.13132977,1.62523079,-1.65327346,-1.19893157,0.10420444,11.74091339,-0.31940275,4.20037556,8.83647346,1.93999815,-0.71980309,-2.68688965,2.72841454,-3.33261919,0.00000000,0.00000000,0.00000000,0,17:17:11.0,0,0
866,0.00000000,0.00000000,0.00000000,-4.80331278,-1.97836328,-2.12800193,1.68802547,-1.64982367,-1.19098687,0.00565005,11.70465183,-0.34348455,4.13931656,8.78391171,1.82626700,-0.83018577,-2.69439840,2.67985559,-3.35457230,0.00000000,0.00000000,0.00000000,0,17:17:11.0,0,0
867,0.00000000,0.00000000,0.00000000,-4.79821396,-1.99249649,-2.12361550,1.61704409,-1.62787247,-1.21376371,0.05840708,11.70747948,-0.35025036,4.17165995,8.81083965,1.89216220,-0.72020769,-2.70161963,2.71656179,-3.33527327,0.00000000,0.00000000,0.00000000,0,17:17:11.0,0,0
868,0.00000000,0.00000000,0.00000000,-4.80530262,-1.98707616,-2.09793258,1.61265731,-1.62922931,-1.21067154,0.07960499,11.74470997,-0.33404753,4.19634008,8.81657696,1.90197158,-0.73752457,-2.69653177,2.70567632,-3.33461952,0.00000000,0.00000000,0.00000000,0,17:17:11.0,0,0
869,0.00000000,0.00000000,0.00000000,-4.80543470,-1.99534702,-2.10201359,1.66679502,-1.58454418,-1.20777106,-0.00092962,11.70286942,-0.35181928,4.15779400,8.76669502,1.82589340,-0.83302242,-2.69160223,2.66519380,-3.34495020,0.00000000,0.00000000,0.00000000,0,17:17:11.0,0,0
870,0.00000000,0.00000000,0.00000000,-4.81210899,-1.99538898,-2.07484746,1.93005574,-1.59360075,-1.18317831,-0.11917936,11.55340385,-0.36573002,4.07913494,8.63689232,1.73149407,-0.93659312,-2.68817186,2.59743977,-3.35966921,0.00000000,0.00000000,0.00000000,0,17:17:12.0,0,0
871,0.00000000,0.00000000,0.00000000,-4.81046915,-2.00095820,-2.07491207,1.78704846,-1.55130243,-1.20431435,0.04048928,11.68087196,-0.33008224,4.18645668,8.78127670,1.87208152,-0.77107692,-2.68694663,2.68170810,-3.33792639,0.00000000,0.00000000,0.00000000,0,17:17:12.0,0,0
872,0.00000000,0.00000000,0.00000000,-4.81207752,-1.99388885,-2.07589746,1.79727423,-1.56578016,-1.19901121,-0.00358648,11.63668251,-0.34177619,4.14883900,8.73577309,1.84168434,-0.81465477,-2.68561506,2.66660953,-3.34523773,0.00000000,0.00000000,0.00000000,0,17:17:12.0,0,0
873,0.00000000,0.00000000,0.00000000,-4.80800247,-1.98824608,-2.10877872,1.74884975,-1.58862519,-1.19473612,-0.09524100,11.60196400,-0.36557716,4.10303688,8.67265415,1.73469090,-0.92764401,-2.68896437,2.61350393,-3.35063696,0.00000000,0.00000000,0.00000000,0,17:17:12.0,0,0
874,0.00000000,0.00000000,0.00000000,-4.80289412,-1.98763084,-2.11542416,1.74495316,-1.58213329,-1.19790423,-0.10854000,11.62974262,-0.37196153,4.10985088,8.71305370,1.77691436,-0.83663368,-2.69221973,2.64309931,-3.34416270,0.00000000,0.00000000,0.00000000,0,17:17:12.0,0,0
875,0.00000000,0.00000000,0.00000000,-4.80586338,-1.99437141,-2.08729434,1.75148404,-1.55907655,-1.21378839,-0.00128666,11.63157845,-0.34460473,4.15486813,8.73753166,1.83004391,-0.81129724,-2.68706989,2.67285252,-3.33656979,0.00000000,0.00000000,0.00000000,0,17:17:13.0,0,0
876,0.00000000,0.00000000,0.00000000,-4.80744839,-1.98561454,-2.10147786,1.67408335,-1.58209395,-1.18758368,-0.04396649,11.62472343,-0.35738611,4.11402082,8.71104050,1.74897814,-0.89447498,-2.69437504,2.64599943,-3.33454871,0.00000000,0.00000000,0.00000000,0,17:17:13.0,0,0
877,0.00000000,0.00000000,0.00000000,-4.80071640,-1.98889852,-2.14153218,1.59718263,-1.58691192,-1.17591858,-0.15142539,11.55406570,-0.37465316,4.04146767,8.62124825,1.63993025,-1.01595032,-2.69726920,2.58423424,-3.34220600,0.00000000,0.00000000,0.00000000,0,17:17:13.0,0,0
878,0.00000000,0.00000000,0.00000000,-4.80858088,-1.98909402,-2.09496498,1.76086891,-1.57585311,-1.19019628,-0.05263952,11.60196400,-0.36471170,4.11006927,8.68434906,1.76818764,-0.85498273,-2.69221091,2.63309741,-3.34420300,0.00000000,0.00000000,0.00000000,0,17:17:13.0,0,0
879,0.00000000,0.00000000,0.00000000,-4.80594206,-1.99223781,-2.11688924,1.62989354,-1.57533836,-1.19637060,-0.03745027,11.61075974,-0.35738611,4.12451410,8.71336365,1.76297665,-0.87177044,-2.68914866,2.63311434,-3.33928347,0.00000000,0.00000000,0.00000000,0,17:17:13.0,0,0
880,0.00000000,0.00000000,0.00000000,-4.80499554,-1.98515749,-2.14510345,1.60729849,-1.57194424,-1.19106030,-0.10406331,11.53550911,-0.37167805,4.05444527,8.63333130,1.68363690,-0.95620799,-2.69062233,2.60476685,-3.34008884,0.00000000,0.00000000,0.00000000,0,17:17:14.0,0,0
881,0.00000000,0.00000000,0.00000000,-4.80418348,-1.98366642,-2.16344929,1.62689519,-1.59878194,-1.17727637,-0.19524904,11.51038361,-0.38115487,4.02404928,8.58904076,1.64586711,-0.97440797,-2.68943810,2.57171440,-3.36011696,0.00000000,0.00000000,0.00000000,0,17:17:14.0,0,0
882,0.00000000,0.00000000,0.00000000,-4.80615950,-1.98633170,-2.06549811,1.75658357,-1.55899239,-1.21082103,-0.04855140,11.65505886,-0.36055666,4.15408993,8.74172401,1.76762223,-0.84022427,-2.69137406,2.66703987,-3.35563707,0.00000000,0.00000000,0.00000000,0,17:17:14.0,0,0
883,0.00000000,0.00000000,0.00000000,-4.80413866,-1.96790349,-2.14018488,1.55196989,-1.63657236,-1.20003557,-0.07235509,11.57389450,-0.36654127,4.09411335,8.67905426,1.72477674,-0.87287748,-2.68852687,2.67516613,-3.35505629,0.00000000,0.00000000,0.00000000,0,17:17:14.0,0,0
884,0.00000000,0.00000000,0.00000000,-4.80215359,-1.96137357,-2.16323304,1.53557479,-1.65547252,-1.18531549,-0.13764079,11.53305054,-0.37686804,4.03424644,8.62654877,1.62645078,-0.96041363,-2.69040775,2.65681458,-3.35339928,0.00000000,0.00000000,0.00000000,0,17:17:14.0,0,0
885,0.00000000,0.00000000,0.00000000,-4.80080223,-1.95290709,-2.14334941,1.54408383,-1.66262007,-1.18839288,-0.03823389,11.61415005,-0.36586267,4.08837128,8.72517014,1.75066519,-0.79860437,-2.69051909,2.71424055,-3.34730291,0.00000000,0.00000000,0.00000000,0,17:17:15.0,0,0
886,0.00000000,0.00000000,0.00000000,-4.80462313,-1.97474635,-2.07002497,1.67150509,-1.67106128,-1.19216323,-0.02590277,11.62931538,-0.35658920,4.10736990,8.72502327,1.77745855,-0.85224587,-2.69924998,2.70458651,-3.37174368,0.00000000,0.00000000,0.00000000,0,17:17:15.0,0,0
887,0.00000000,0.00000000,0.00000000,-4.81065941,-2.00098181,-2.02916193,1.82637358,-1.62984943,-1.18645108,-0.10425435,11.62245941,-0.38074651,4.09233141,8.68314171,1.66372550,-0.95792317,-2.72069883,2.63406372,-3.38903666,0.00000000,0.00000000,0.00000000,0,17:17:15.0,0,0
888,0.00000000,0.00000000,0.00000000,-4.81973600,-2.01311064,-2.05016875,1.85557675,-1.72020209,-1.16474974,-0.18813008,11.56975555,-0.40167898,4.02321386,8.59623146,1.54239297,-1.02553606,-2.72957015,2.53755236,-3.38822079,0.00000000,0.00000000,0.00000000,0,17:17:15.0,0,0
889,0.00000000,0.00000000,0.00000000,-4.82037830,-2.02498722,-2.01440382,1.76950610,-1.72344518,-1.16583860,0.00763385,11.78377914,-0.38627923,4.14742422,8.76530075,1.70192122,-0.80720800,-2.73901010,2.59407258,-3.39234781,0.00000000,0.00000000,0.00000000,0,17:17:15.0,0,0
890,0.00000000,0.00000000,0.00000000,-4.82094383,-2.01451564,-2.00512767,1.91493702,-1.67227864,-1.19253087,-0.05918239,11.73268223,-0.40564448,4.10792303,8.74520969,1.65355384,-0.85311568,-2.73641300,2.57011580,-3.39527535,0.00000000,0.00000000,0.00000000,0,17:17:16.0,0,0
891,0.00000000,0.00000000,0.00000000,-4.81485558,-2.01834869,-2.07187843,1.80672681,-1.65507150,-1.17691851,-0.14437822,11.63171005,-0.41591066,4.04683065,8.65777779,1.54948306,-0.95624787,-2.74246073,2.52212191,-3.39344382,0.00000000,0.00000000,0.00000000,0,17:17:16.0,0,0
892,0.00000000,0.00000000,0.00000000,-4.81547070,-2.01553822,-2.06828165,1.80446088,-1.63389301,-1.18854427,-0.08714169,11.69294167,-0.41097927,4.09462976,8.72841072,1.66168499,-0.81182247,-2.73197818,2.57372952,-3.37962461,0.00000000,0.00000000,0.00000000,0,17:17:16.0,0,0
893,0.00000000,0.00000000,0.00000000,-4.81565714,-2.00816703,-2.07073355,1.76695240,-1.63353395,-1.17359996,-0.00172232,11.70988369,-0.38215089,4.12187862,8.76405144,1.69799924,-0.78404784,-2.71960783,2.58358192,-3.37859917,0.00000000,0.00000000,0.00000000,0,17:17:16.0,0,0
894,0.00000000,0.00000000,0.00000000,-4.81576347,-2.00289059,-2.10235548,1.69389808,-1.63372159,-1.18263054,-0.05590703,11.66671944,-0.38983905,4.08156538,8.72573376,1.62089729,-0.87159890,-2.72113466,2.55869317,-3.37670898,0.00000000,0.00000000,0.00000000,0,17:17:16.0,0,0
895,0.00000000,0.00000000,0.00000000,-4.81597328,-2.00045609,-2.13591599,1.60815668,-1.66560984,-1.17335260,-0.15473332,11.63385010,-0.40651125,4.04063511,8.65171528,1.55729842,-0.93656051,-2.72356963,2.52272892,-3.38130331,0.00000000,0.00000000,0.00000000,0,17:17:17.0,0,0
896,0.00000000,0.00000000,0.00000000,-4.81404829,-1.99745560,-2.07611609,1.77526534,-1.61915445,-1.20154834,0.03455868,11.75022602,-0.38684219,4.14708328,8.83673668,1.76250696,-0.70443678,-2.70852280,2.62502050,-3.37205029,0.00000000,0.00000000,0.00000000,0,17:17:17.0,0,0
897,0.00000000,0.00000000,0.00000000,-4.80874825,-1.98814356,-2.08548546,1.67831838,-1.63110852,-1.18856370,0.04187118,11.78104019,-0.37619451,4.13148785,8.85242558,1.74507308,-0.74473679,-2.71187019,2.62027931,-3.37144685,0.00000000,0.00000000,0.00000000,0,17:17:17.0,0,0
898,0.00000000,0.00000000,0.00000000,-4.80846548,-2.00143576,-2.08684707,1.77461350,-1.62290239,-1.18993390,-0.04646047,11.69281387,-0.39260143,4.06178713,8.76004982,1.66618657,-0.83812749,-2.71208310,2.58734512,-3.38095951,0.00000000,0.00000000,0.00000000,0,17:17:17.0,0,0
899,0.00000000,0.00000000,0.00000000,-4.81369495,-2.00017452,-2.08649588,1.82082951,-1.60904467,-1.19486141,0.00076258,11.70917225,-0.38921028,4.10081863,8.79996300,1.75963342,-0.70871460,-2.71247101,2.64306116,-3.37641764,0.00000000,0.00000000,0.00000000,0,17:17:17.0,0,0
900,0.00000000,0.00000000,0.00000000,-4.80869579,-1.99428177,-2.07603693,1.67997992,-1.60370684,-1.19340408,0.10020968,11.78116989,-0.36201912,4.15153313,8.87924004,1.82302594,-0.65588087,-2.71066999,2.69005775,-3.36302900,0.00000000,0.00000000,0.00000000,0,17:17:18.0,0,0
901,0.00000000,0.00000000,0.00000000,-4.80665922,-1.99025512,-2.08978057,1.67755771,-1.61626816,-1.17611599,0.06349164,11.70286942,-0.36353660,4.09857178,8.82073879,1.76468754,-0.74150926,-2.70979190,2.66618347,-3.36158657,0.00000000,0.00000000,0.00000000,0,17:17:18.0,0,0
902,0.00000000,0.00000000,0.00000000,-4.81101274,-1.99976158,-2.11391401,1.71353030,-1.61936426,-1.18076825,-0.04549528,11.64793873,-0.38591784,4.05298185,8.73978519,1.65824819,-0.86367261,-2.72056484,2.61911225,-3.37064219,0.00000000,0.00000000,0.00000000,0,17:17:18.0,0,0
903,0.00000000,0.00000000,0.00000000,-4.81004381,-1.99823642,-2.07926607,1.70002055,-1.64526224,-1.20288157,0.05485322,11.75246811,-0.37930292,4.14968061,8.85788155,1.79419470,-0.69296116,-2.72319937,2.67289019,-3.36764407,0.00000000,0.00000000,0.00000000,0,17:17:18.0,0,0
904,0.00000000,0.00000000,0.00000000,-4.80503178,-1.99236584,-2.08881545,1.70725667,-1.63068342,-1.20587993,0.07999920,11.73853779,-0.36666024,4.16003323,8.84594154,1.80669641,-0.70745921,-2.71828747,2.66223693,-3.35740280,0.00000000,0.00000000,0.00000000,0,17:17:18.0,0,0
905,0.00000000,0.00000000,0.00000000,-4.80548859,-1.99064636,-2.11334586,1.69872975,-1.64476728,-1.18646634,0.00782479,11.73295403,-0.36882150,4.12557983,8.82794380,1.73089361,-0.82181406,-2.71728921,2.60973358,-3.37018538,0.00000000,0.00000000,0.00000000,0,17:17:19.0,0,0
906,0.00000000,0.00000000,0.00000000,-4.80987501,-2.00690866,-2.12620449,1.72473371,-1.65028560,-1.19115150,-0.06999348,11.64315987,-0.38888979,4.09728813,8.75138187,1.71718645,-0.80104315,-2.72717667,2.60434413,-3.36960459,0.00000000,0.00000000,0.00000000,0,17:17:19.0,0,0
907,0.00000000,0.00000000,0.00000000,-4.81174564,-2.00903440,-2.08758163,1.69975793,-1.65034115,-1.19889998,0.09041883,11.78563499,-0.36156312,4.19697714,8.86752415,1.80839634,-0.71351212,-2.73060489,2.64352226,-3.36496186,0.00000000,0.00000000,0.00000000,0,17:17:19.0,0,0
908,0.00000000,0.00000000,0.00000000,-4.80888700,-2.01182938,-2.11337757,1.66484129,-1.64201570,-1.19458032,0.04705048,11.74778938,-0.36885530,4.18691540,8.84956074,1.76062679,-0.77463496,-2.72977066,2.61322594,-3.36634922,0.00000000,0.00000000,0.00000000,0,17:17:19.0,0,0
909,0.00000000,0.00000000,0.00000000,-4.81361055,-2.01052856,-2.12725616,1.75878942,-1.66137874,-1.17464888,-0.04929856,11.65096378,-0.38386852,4.12146139,8.73694420,1.66950655,-0.87175316,-2.72965980,2.55048418,-3.38005066,0.00000000,0.00000000,0.00000000,0,17:17:19.0,0,0
910,0.00000000,0.00000000,0.00000000,-4.81363010,-2.02066588,-2.09996319,1.82697475,-1.62528002,-1.19088912,0.05490520,11.75176620,-0.37123835,4.20746756,8.82991028,1.81500459,-0.69933230,-2.73358130,2.61281824,-3.37690544,0.00000000,0.00000000,0.00000000,0,17:17:20.0,0,0
911,0.00000000,0.00000000,0.00000000,-4.81035662,-2.01250172,-2.10742378,1.75385582,-1.64288330,-1.20462000,0.06403857,11.80534172,-0.36583433,4.24495506,8.87685776,1.83351135,-0.69960809,-2.73235369,2.61753225,-3.37674236,0.00000000,0.00000000,0.00000000,0,17:17:20.0,0,0
912,0.00000000,0.00000000,0.00000000,-4.81042910,-2.01276135,-2.12411880,1.83001482,-1.62096739,-1.18964875,-0.00809204,11.72172928,-0.38001388,4.19003677,8.79785728,1.74241757,-0.80035907,-2.73005486,2.58849168,-3.37636089,0.00000000,0.00000000,0.00000000,0,17:17:20.0,0,0
913,0.00000000,0.00000000,0.00000000,-4.80723095,-2.00643015,-2.15457344,1.76925135,-1.64879727,-1.16437995,-0.11247478,11.67162132,-0.38840762,4.14637136,8.73155022,1.64487815,-0.89283645,-2.73399925,2.53599882,-3.37912178,0.00000000,0.00000000,0.00000000,0,17:17:20.0,0,0
914,0.00000000,0.00000000,0.00000000,-4.80980873,-2.00946712,-2.11894131,1.76264918,-1.63329959,-1.20435774,0.04477743,11.76160431,-0.36431551,4.25862694,8.85416794,1.81990409,-0.71700805,-2.73144388,2.61072445,-3.37417269,0.00000000,0.00000000,0.00000000,0,17:17:20.0,0,0
915,0.00000000,0.00000000,0.00000000,-4.81296253,-2.01245832,-2.12489200,1.76819444,-1.64294958,-1.19461524,0.01898784,11.73999405,-0.36702091,4.23450470,8.81246758,1.78339291,-0.77699280,-2.73020077,2.58972979,-3.37626266,0.00000000,0.00000000,0.00000000,0,17:17:21.0,0,0
916,0.00000000,0.00000000,0.00000000,-4.81128407,-2.00697541,-2.15618944,1.67904282,-1.65138936,-1.18278742,-0.06859516,11.68380928,-0.37587506,4.18426895,8.74094200,1.69213104,-0.87298000,-2.72805548,2.54678988,-3.37503767,0.00000000,0.00000000,0.00000000,0,17:17:21.0,0,0
917,0.00000000,0.00000000,0.00000000,-4.81119871,-2.00124073,-2.17571020,1.64703083,-1.66082454,-1.17681623,-0.04933630,11.65347195,-0.37186170,4.19274902,8.74698448,1.75942135,-0.78569782,-2.72286272,2.57663631,-3.36631584,0.00000000,0.00000000,0.00000000,0,17:17:21.0,0,0
918,0.00000000,0.00000000,0.00000000,-4.81361055,-2.01206636,-2.14485979,1.71802878,-1.64166331,-1.19323421,0.01842794,11.70228386,-0.35500959,4.24630451,8.78874969,1.79760671,-0.78065956,-2.72259331,2.58665228,-3.37093496,0.00000000,0.00000000,0.00000000,0,17:17:21.0,0,0
919,0.00000000,0.00000000,0.00000000,-4.81222200,-2.00191641,-2.15341759,1.62459266,-1.66423202,-1.18986940,-0.05084344,11.69526291,-0.37012124,4.21669579,8.76405144,1.73096526,-0.86380857,-2.72681928,2.55246139,-3.37480736,0.00000000,0.00000000,0.00000000,0,17:17:21.0,0,0
920,0.00000000,0.00000000,0.00000000,-4.80720139,-1.99236584,-2.19934320,1.56987500,-1.69869423,-1.18008471,-0.14122054,11.61614418,-0.38742745,4.15167427,8.66121101,1.62254834,-0.97386754,-2.72502279,2.50300336,-3.36937809,0.00000000,0.00000000,0.00000000,0,17:17:22.0,0,0
921,0.00000000,0.00000000,0.00000000,-4.80415916,-1.98037720,-2.17382908,1.47012353,-1.69419622,-1.19193828,0.00616544,11.73832512,-0.36287028,4.25750208,8.80053616,1.78494978,-0.77705318,-2.72099638,2.57743382,-3.35755301,0.00000000,0.00000000,0.00000000,0,17:17:22.0,0,0
922,0.00000000,0.00000000,0.00000000,-4.80244017,-1.98408771,-2.16759109,1.43245900,-1.69925046,-1.20258713,-0.00333330,11.72321510,-0.36815676,4.23881769,8.78110886,1.77263665,-0.81182158,-2.72529817,2.56681132,-3.37195754,0.00000000,0.00000000,0.00000000,0,17:17:22.0,0,0
