Control Box No.76(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
19,0,0,0,-0.12545797,-0.05796767,-0.04118707,0.01395794,-0.08738572,0.07540092,-0.01388171,0.0012651,0.12261341,0.02300946,0.04986396,0.04142028,-0.07508832,0,-0.17147188,0,0,0,0,0,16:34.0,0,0
20,0,0,0,-0.18529992,-0.07008749,-0.07243805,-0.03072201,-0.0977513,-0.04227056,-0.1308459,-0.04277822,0.00568309,-0.01944854,0.02230836,-0.03178624,-0.11327229,0,-0.22116579,0,0,0,0,0,16:34.0,0,0
21,0,0,0,-0.22555517,-0.14035833,-0.14670187,-0.10261987,-0.1582253,-0.15394869,-0.20928325,0.02607639,-0.1789156,-0.11820238,0.05166559,-0.12165882,-0.19202527,0,-0.26100916,0,0,0,0,0,16:34.0,0,0
22,0,0,0,-0.18681721,-0.07203569,0.02102642,0.01028593,-0.09266423,0.07361293,0.00036794,0.00312661,0.078063,0.03426426,0.05954625,0.01321164,-0.0378428,0,-0.12872688,0,0,0,0,0,16:34.0,0,0
23,0,0,0,-0.13766241,-0.05130255,0.0196948,0.02531709,-0.07602376,0.03910303,-0.00669797,-0.04561361,0.02648752,-0.00160766,0.04451324,0.01452408,-0.09907633,0,-0.12918459,0,0,0,0,0,16:34.0,0,0
24,0,0,0,-0.15884644,-0.03155063,-0.00045957,0.02892683,-0.02133274,-0.00236135,0.00909923,-0.11167585,0.02118095,-0.0007204,-0.02874052,-0.02185245,-0.08319157,0,-0.16419308,0,0,0,0,0,16:35.0,0,0
25,0,0,0,-0.19297394,-0.04222742,-0.02123401,-0.00921123,-0.04792798,-0.07916601,-0.0776558,-0.20149183,-0.01800562,-0.0312152,-0.0139379,-0.09509972,-0.06105741,0,-0.14061223,0,0,0,0,0,16:35.0,0,0
26,0,0,0,-0.10903575,-0.03511484,0.04915396,0.03506583,-0.07628962,0.08830567,0.00372868,-0.14721447,0.09174486,0.01431792,0.03821554,0.0329555,0.00254822,0,-0.08917221,0,0,0,0,0,16:35.0,0,0
27,0,0,0,-0.08551259,0.03167123,0.11461806,0.10437018,-0.00694056,0.09113757,0.04584184,-0.17699523,0.09995355,0.01062068,0.04379801,0.05354377,-0.01338383,0,-0.07940427,0,0,0,0,0,16:35.0,0,0
28,0,0,0,-0.12423714,-0.0126588,0.04449354,0.02731422,-0.07233538,0.04138172,-0.10674764,-0.26486653,0.05802524,-0.01300206,0.00630817,-0.01840346,-0.01156114,0,-0.13057299,0,0,0,0,0,16:35.0,0,0
29,0,0,0,-0.15472992,-0.04050168,0.02400214,-0.01513125,-0.09868085,-0.04956824,-0.1312377,-0.16668507,-0.08548733,-0.09612628,0.05063505,-0.06203922,-0.09439717,0,-0.20690182,0,0,0,0,0,16:36.0,0,0
30,0,0,0,-0.1641303,-0.04214615,0.01263657,-0.01269635,-0.09584939,0.10206519,-0.00239304,-0.09879174,0.06408753,-0.03094567,0.05483453,0.04617013,-0.05883303,0,-0.11628041,0,0,0,0,0,16:36.0,0,0
31,0,0,0,-0.15926322,-0.02278002,0.00489082,0.01996021,-0.09293777,0.0850322,-0.02155133,-0.07831567,0.0321006,-0.02006455,0.06985713,0.0249802,-0.04372671,0,-0.13902676,0,0,0,0,0,16:36.0,0,0
32,0,0,0,-0.17907271,-0.04115139,-0.06883052,0.01385397,-0.14527453,0.01610822,-0.12121691,-0.03875794,-0.05017282,-0.06801167,0.07908992,-0.03510206,-0.07093452,0,-0.19665293,0,0,0,0,0,16:36.0,0,0
33,0,0,0,-0.22710718,-0.05456117,-0.13338242,-0.0471116,-0.13367473,-0.12839505,-0.17967144,-0.05132349,-0.18693708,-0.13419895,0.02734232,-0.1013754,-0.14058219,0,-0.26753724,0,0,0,0,0,16:36.0,0,0
34,0,0,0,-0.25257644,-0.04634311,-0.15324004,-0.05068378,-0.10702705,-0.10925707,-0.1564669,-0.08297251,-0.12751742,-0.09909529,0.01669436,-0.05163544,-0.12223306,0,-0.15802486,0,0,0,0,0,16:37.0,0,0
35,0,0,0,-0.18111071,-0.00655127,-0.03549422,0.05342972,-0.09047388,0.01353285,-0.0701848,-0.08063156,0.03117193,-0.05069907,0.02873088,-0.00317027,-0.08899318,0,-0.17890374,0,0,0,0,0,16:37.0,0,0
36,0,0,0,-0.19182175,-0.01285501,-0.05319865,0.03508458,-0.09509543,-0.05151674,-0.12746884,-0.06293581,-0.05965474,-0.09317218,0.05677067,-0.06068521,-0.11526188,0,-0.24722971,0,0,0,0,0,16:37.0,0,0
37,0,0,0,-0.21597065,-0.05370043,-0.12412364,-0.04365147,-0.11874182,-0.20363007,-0.22790317,-0.06808876,-0.20611249,-0.145322,0.01932486,-0.13739958,-0.17386578,0,-0.3325164,0,0,0,0,0,16:37.0,0,0
38,0,0,0,-0.21948582,-0.12640196,-0.19105783,-0.11021712,-0.20023884,-0.2931487,-0.34267524,-0.09283078,-0.30186838,-0.1810454,-0.00548282,-0.16962874,-0.19543914,0,-0.34022444,0,0,0,0,0,16:37.0,0,0
39,0,0,0,-0.17419912,-0.08116966,-0.1226351,-0.01105048,-0.17484125,-0.07156929,-0.14648309,-0.06059892,-0.06589333,-0.10741657,0.00940142,-0.06690692,-0.15067004,0,-0.22482909,0,0,0,0,0,16:38.0,0,0
40,0,0,0,-0.20648135,-0.10267591,-0.1773016,-0.0451319,-0.18076672,-0.13784422,-0.17394409,-0.0722514,-0.13761476,-0.14051132,-0.02676867,-0.10497957,-0.19144085,0,-0.32584056,0,0,0,0,0,16:38.0,0,0
41,0,0,0,-0.25884157,-0.14353789,-0.26193658,-0.14706843,-0.13709714,-0.25586689,-0.16384359,-0.06995079,-0.22359985,-0.217952,-0.11824822,-0.13689619,-0.31212276,0,-0.37603617,0,0,0,0,0,16:38.0,0,0
42,0,0,0,-0.32924113,-0.18005595,-0.37008029,-0.19096664,-0.15559129,-0.30697265,-0.1890561,-0.07848607,-0.31438863,-0.22205453,-0.14652988,-0.14161749,-0.31342837,0,-0.37872595,0,0,0,0,0,16:38.0,0,0
43,0,0,0,-0.28791156,-0.11410894,-0.27232409,-0.08907609,-0.11106192,-0.11836182,-0.04768449,-0.06446087,-0.08811252,-0.15017381,-0.12844492,-0.07974865,-0.26522022,0,-0.32426491,0,0,0,0,0,16:38.0,0,0
44,0,0,0,-0.31426132,-0.09467423,-0.30374214,-0.08935755,-0.08038518,-0.19158159,-0.06831954,-0.05177552,-0.17109762,-0.17365232,-0.12657581,-0.11386622,-0.28747502,0,-0.35460532,0,0,0,0,0,16:39.0,0,0
45,0,0,0,-0.33583313,-0.12414716,-0.34478194,-0.13478392,-0.11670303,-0.34744352,-0.21489233,-0.06961092,-0.3238841,-0.21926518,-0.12557366,-0.20421499,-0.30606902,0,-0.42309719,0,0,0,0,0,16:39.0,0,0
46,0,0,0,-0.36993304,-0.14817311,-0.39386374,-0.16922957,-0.13477212,-0.38468215,-0.25697896,-0.06305558,-0.39336222,-0.22359401,-0.11891614,-0.19335228,-0.29740623,0,-0.38174981,0,0,0,0,0,16:39.0,0,0
47,0,0,0,-0.3045387,-0.08341156,-0.27631438,-0.04380456,-0.09058366,-0.16942355,-0.06084505,-0.05885822,-0.15793778,-0.14720453,-0.08388746,-0.11967804,-0.24109936,0,-0.34691027,0,0,0,0,0,16:39.0,0,0
48,0,0,0,-0.30615336,-0.09059386,-0.29277018,-0.06129425,-0.09685657,-0.23003098,-0.11235596,-0.05984503,-0.22625051,-0.16418248,-0.07947448,-0.15480988,-0.2449217,0,-0.37361175,0,0,0,0,0,16:39.0,0,0
49,0,0,0,-0.32736325,-0.11797626,-0.34252357,-0.1190744,-0.12458101,-0.36265874,-0.23679338,-0.07665943,-0.35847887,-0.21248703,-0.09306215,-0.21658124,-0.28961596,0,-0.43130454,0,0,0,0,0,16:40.0,0,0
50,0,0,0,-0.36497608,-0.09329674,-0.36166754,-0.11292491,-0.10968938,-0.28435519,-0.17003644,-0.04469883,-0.30546135,-0.1876099,-0.06105918,-0.16283061,-0.24029161,0,-0.35095993,0,0,0,0,0,16:40.0,0,0
51,0,0,0,-0.30724129,-0.01605604,-0.25699282,-0.0127132,-0.07293427,-0.17241004,-0.08392289,-0.03867199,-0.17019217,-0.13572545,-0.03413091,-0.14401002,-0.19880857,0,-0.34829459,0,0,0,0,0,16:40.0,0,0
52,0,0,0,-0.30078912,-0.06241644,-0.27284551,-0.04457018,-0.10981327,-0.23555605,-0.17069505,-0.04893472,-0.23053372,-0.15274164,-0.01838314,-0.17594768,-0.19473872,0,-0.38430563,0,0,0,0,0,16:40.0,0,0
53,0,0,0,-0.30922547,-0.09745353,-0.30951694,-0.09637832,-0.13797319,-0.34153745,-0.26844653,-0.06736443,-0.34512132,-0.19286239,-0.03169597,-0.24425365,-0.23594129,0,-0.43083468,0,0,0,0,0,16:40.0,0,0
54,0,0,0,-0.27028826,-0.05566438,-0.22659461,-0.02077258,-0.11227052,-0.12630084,-0.10508883,-0.03852719,-0.11564212,-0.11721817,-0.00151019,-0.12867737,-0.17792915,0,-0.30209452,0,0,0,0,0,16:41.0,0,0
55,0,0,0,-0.26299128,-0.03710396,-0.20994242,-0.01974208,-0.08881681,-0.14810799,-0.1299336,-0.01727176,-0.14341448,-0.14423287,0.00345063,-0.12282499,-0.22507048,0,-0.31495622,0,0,0,0,0,16:41.0,0,0
56,0,0,0,-0.27790356,-0.03302621,-0.23425412,-0.03376119,-0.06492721,-0.1973698,-0.15532197,-0.00540225,-0.20331617,-0.14128354,0.003953,-0.15531597,-0.22217651,0,-0.3461909,0,0,0,0,0,16:41.0,0,0
57,0,0,0,-0.29404694,-0.0686016,-0.2793,-0.08048251,-0.0976363,-0.30509335,-0.25724861,-0.0192008,-0.32518476,-0.17183165,-0.00154644,-0.21310562,-0.24173796,0,-0.41054723,0,0,0,0,0,16:41.0,0,0
58,0,0,0,-0.21017718,-0.00452232,-0.16425851,0.03915043,-0.05286682,-0.05440823,-0.05930409,0.0300097,-0.06611415,-0.06000746,0.06605998,-0.08018528,-0.14016515,0,-0.28921869,0,0,0,0,0,16:41.0,0,0
59,0,0,0,-0.20635206,-0.00313801,-0.16602664,0.02896805,-0.05921631,-0.07639346,-0.0996448,0.02666288,-0.09461983,-0.0688826,0.06919482,-0.1090847,-0.15112293,0,-0.31628016,0,0,0,0,0,16:42.0,0,0
60,0,0,0,-0.22596665,-0.00972648,-0.1921865,-0.04077363,-0.05173311,-0.16209944,-0.20645688,0.02183565,-0.14439899,-0.10788793,0.05704939,-0.15754946,-0.18885921,0,-0.37740368,0,0,0,0,0,16:42.0,0,0
61,0,0,0,-0.27941123,-0.0271513,-0.20897627,-0.21061188,0.01112147,-0.16430303,-0.39328915,-0.04047846,0.06116455,-0.12695064,0.00494029,-0.11217839,-0.23074716,0,-0.32268795,0,0,0,0,0,16:42.0,0,0
62,0,0,0,-0.23228529,0.04381309,-0.09853771,-0.14640832,0.12146553,0.05101996,-0.33676657,-0.14686389,0.36615592,-0.08275098,-0.03368399,0.01923677,-0.27649787,0,-0.3001096,0,0,0,0,0,16:42.0,0,0
63,0,0,0,-0.29855308,0.04443593,-0.13144305,-0.19921404,0.17702229,0.01189442,-0.35100839,-0.40155748,0.34124175,-0.12030318,-0.14602159,0.05009416,-0.4544065,0,-0.33274195,0,0,0,0,0,16:42.0,0,0
64,0,0,0,-0.34452695,0.05479359,-0.15171623,-0.28911605,0.12550183,-0.09169538,-0.50195247,-0.64408964,0.32419083,-0.13841264,-0.16965047,0.02061212,-0.5649274,0,-0.38189685,0,0,0,0,0,16:43.0,0,0
65,0,0,0,-0.35901341,0.02527395,-0.16605829,-0.25659606,0.06750575,-0.03064995,-0.48573801,-0.27353132,0.31099483,-0.01497889,0.08972821,0.00811226,-0.3553876,0,-0.30226612,0,0,0,0,0,16:43.0,0,0
66,0,0,0,-0.26464224,0.0302026,-0.07306072,-0.1261024,0.14795552,0.07205941,-0.25168675,0.01649582,0.21551548,0.07775522,0.16083744,0.06349265,-0.23902343,0,-0.24420397,0,0,0,0,0,16:43.0,0,0
67,0,0,0,-0.26999742,0.01250003,-0.07510106,-0.12503067,0.15342112,-0.00604209,-0.14343761,0.13304934,0.01836349,0.069656,0.18030752,0.01131394,-0.19230133,0,-0.28956375,0,0,0,0,0,16:43.0,0,0
68,0,0,0,-0.28698701,-0.0109485,-0.11900613,-0.14045405,0.14644188,-0.08222865,-0.18222548,0.17356038,-0.06915479,0.03118439,0.1826085,-0.01497472,-0.23385637,0,-0.31392759,0,0,0,0,0,16:43.0,0,0
69,0,0,0,-0.26760042,-0.00606078,-0.09215339,-0.11257461,0.16682445,0.07292324,-0.01359021,0.21427891,0.11615358,0.09565122,0.17946455,0.13414384,-0.20420654,0,-0.18026498,0,0,0,0,0,16:44.0,0,0
70,0,0,0,-0.23620574,0.03391135,-0.03542289,-0.02559989,0.18798847,0.11707278,-0.00556072,0.21089733,0.1975904,0.14510491,0.17759745,0.16473709,-0.18846481,0,-0.17452222,0,0,0,0,0,16:44.0,0,0
71,0,0,0,-0.24377273,0.00335199,-0.0891013,-0.06114287,0.13676922,0.09932471,0.00633431,0.24315324,0.16177487,0.13733533,0.17163756,0.15378459,-0.17524679,0,-0.20505987,0,0,0,0,0,16:44.0,0,0
72,0,0,0,-0.28182057,-0.05557089,-0.17418331,-0.12138542,0.07758044,0.01747481,-0.03156912,0.25350055,0.06795648,0.09591745,0.14517438,0.10142785,-0.22509991,0,-0.26117772,0,0,0,0,0,16:44.0,0,0
73,0,0,0,-0.32695431,-0.06181408,-0.21516,-0.14251266,0.07166977,0.03759034,-0.04911786,0.2174622,0.10960263,0.11207378,0.12089554,0.13765034,-0.21473092,0,-0.18864939,0,0,0,0,0,16:44.0,0,0
74,0,0,0,-0.26054141,-0.00185334,-0.11875156,-0.00000237,0.10255807,0.19515078,0.12852503,0.27338561,0.26210916,0.19070826,0.14658138,0.22674964,-0.1595576,0,-0.14233121,0,0,0,0,0,16:45.0,0,0
75,0,0,0,-0.29424611,-0.00607063,-0.14186388,-0.01092766,0.11343148,0.15519194,0.10650927,0.24782839,0.23208351,0.16920072,0.13475458,0.19929147,-0.17767383,0,-0.17923306,0,0,0,0,0,16:45.0,0,0
76,0,0,0,-0.30579242,-0.02863344,-0.16812979,-0.0314051,0.08627763,0.07933757,0.08011188,0.23537551,0.15191363,0.1455365,0.14557706,0.1217037,-0.15941738,0,-0.23446201,0,0,0,0,0,16:45.0,0,0
77,0,0,0,-0.33903271,-0.06051515,-0.207848,-0.06135184,0.04105273,-0.02342849,-0.0129646,0.16145328,0.06009609,0.09631256,0.11268736,0.0288859,-0.17046317,0,-0.31144202,0,0,0,0,0,16:45.0,0,0
78,0,0,0,-0.28701654,0.01967029,-0.10764281,0.08612552,0.0402083,0.18227369,0.08549614,0.10907315,0.29494902,0.18964276,0.1228823,0.16154942,-0.08506681,0,-0.20038271,0,0,0,0,0,16:45.0,0,0
79,0,0,0,-0.28870296,0.02990625,-0.10672005,0.03635329,0.08205355,0.19316006,0.1002338,0.12492546,0.32052547,0.15834948,0.11027158,0.1710286,-0.12048851,0,-0.20988335,0,0,0,0,0,16:46.0,0,0
80,0,0,0,-0.31604725,0.00446262,-0.1594649,0.03625027,0.04668711,0.12331039,0.05730819,0.12336428,0.19079913,0.11866375,0.11323295,0.1050607,-0.14818142,0,-0.23398934,0,0,0,0,0,16:46.0,0,0
81,0,0,0,-0.39009821,-0.01050959,-0.21681793,-0.02601878,0.07902949,0.02241324,0.02160507,0.11580957,0.08548643,0.03125447,0.04181189,0.06518839,-0.24547613,0,-0.28378713,0,0,0,0,0,16:46.0,0,0
82,0,0,0,-0.39186278,-0.0151,-0.26747841,-0.04179534,0.07945641,0.0459564,0.05239422,0.12775624,0.10800862,0.05956545,0.05904987,0.11479548,-0.21396825,0,-0.24424329,0,0,0,0,0,16:46.0,0,0
83,0,0,0,-0.32403642,0.05337204,-0.15438721,0.06849009,0.1343891,0.17307569,0.17683256,0.14555074,0.24692509,0.12192791,0.09415743,0.17497461,-0.1760264,0,-0.23118012,0,0,0,0,0,16:46.0,0,0
84,0,0,0,-0.32748994,0.03420878,-0.16528602,0.03811335,0.12101799,0.11509037,0.1300825,0.13878967,0.18638256,0.09384818,0.09650148,0.14022797,-0.16463721,0,-0.25362849,0,0,0,0,0,16:47.0,0,0
85,0,0,0,-0.34372634,0.00893456,-0.20973095,-0.00333148,0.09426679,0.01218255,0.05199946,0.13731396,0.07071213,0.04445155,0.08312316,0.07252637,-0.19338013,0,-0.29495293,0,0,0,0,0,16:47.0,0,0
86,0,0,0,-0.35599345,-0.01298095,-0.25391603,-0.04339561,0.05611205,-0.06395787,-0.02332123,0.13033833,-0.02510062,0.01844647,0.089215,0.05812218,-0.19209437,0,-0.26662159,0,0,0,0,0,16:47.0,0,0
87,0,0,0,-0.2902557,0.16433743,-0.12098082,0.11248195,0.18944685,0.13766026,0.22056472,0.1903293,0.17879145,0.10432906,0.1362868,0.14119694,-0.12829578,0,-0.22390999,0,0,0,0,0,16:47.0,0,0
88,0,0,0,-0.26748875,0.13340719,-0.13647656,0.09610043,0.17913039,0.08153029,0.17657524,0.18757442,0.11693647,0.09074136,0.15298653,0.09122314,-0.1188013,0,-0.25152063,0,0,0,0,0,16:47.0,0,0
89,0,0,0,-0.26357809,0.10083933,-0.1619785,0.04882272,0.12666024,-0.02348814,0.07359569,0.18701108,-0.01197978,0.04334814,0.15895714,0.01869376,-0.13586576,0,-0.29171857,0,0,0,0,0,16:48.0,0,0
90,0,0,0,-0.28710181,0.072211,-0.20197189,-0.00364825,0.09763154,-0.14353098,-0.03454218,0.16342659,-0.13381769,-0.00819378,0.13795638,-0.05025074,-0.16781776,0,-0.34135801,0,0,0,0,0,16:48.0,0,0
91,0,0,0,-0.24604641,0.12919532,-0.09939509,0.0793862,0.17174877,0.07123422,0.15709165,0.20812711,0.12160558,0.06139208,0.17370197,0.10940567,-0.12632677,0,-0.21385546,0,0,0,0,0,16:48.0,0,0
92,0,0,0,-0.23673044,0.13000871,-0.10276259,0.06601671,0.18741804,0.03955322,0.13909405,0.21600698,0.089909,0.07459968,0.19058038,0.07524164,-0.09971163,0,-0.22325784,0,0,0,0,0,16:48.0,0,0
93,0,0,0,-0.23848788,0.117283,-0.1290891,0.03398073,0.1822471,-0.03609735,0.0854639,0.221044,-0.00540978,0.04139883,0.19528736,0.02538356,-0.11912608,0,-0.25957435,0,0,0,0,0,16:48.0,0,0
94,0,0,0,-0.26117921,0.07595969,-0.17932132,-0.01893581,0.14587702,-0.14797051,-0.01587328,0.20372741,-0.1251629,0.00470709,0.18487994,-0.03676242,-0.13873459,0,-0.29662326,0,0,0,0,0,16:49.0,0,0
95,0,0,0,-0.26059335,0.08671896,-0.1599808,0.00823959,0.1643544,0.00162485,0.12621322,0.219832,0.04576449,0.06017007,0.19996637,0.05466727,-0.09894759,0,-0.19372468,0,0,0,0,0,16:49.0,0,0
96,0,0,0,-0.22739112,0.10507841,-0.11030345,0.04876163,0.17345829,0.00783595,0.12354585,0.22452499,0.04855061,0.0755013,0.21702158,0.05406031,-0.08946861,0,-0.21130586,0,0,0,0,0,16:49.0,0,0
97,0,0,0,-0.22965267,0.0942127,-0.13429023,0.02671748,0.16906124,-0.04685784,0.0851035,0.22204016,-0.01882341,0.05428623,0.22292216,0.01314266,-0.09635741,0,-0.23304519,0,0,0,0,0,16:49.0,0,0
98,0,0,0,-0.2502867,0.05611865,-0.18340996,-0.02681663,0.14045747,-0.1444726,-0.00239952,0.20934275,-0.12970039,0.0134034,0.20981266,-0.04610635,-0.11723226,0,-0.27893814,0,0,0,0,0,16:49.0,0,0
99,0,0,0,-0.26982039,0.018818,-0.21445566,-0.05225757,0.11447173,-0.08404963,0.04184816,0.21016292,-0.05882254,0.03868999,0.21238728,0.0096868,-0.09454987,0,-0.21788505,0,0,0,0,0,16:50.0,0,0
100,0,0,0,-0.21859063,0.0269341,-0.13651103,0.01999707,0.11851896,0.01026215,0.09811643,0.21413265,0.05416872,0.08527135,0.23463209,0.03315319,-0.07759311,0,-0.19732147,0,0,0,0,0,16:50.0,0,0
101,0,0,0,-0.23592964,0.00195326,-0.16989958,-0.01621655,0.09555049,-0.05124208,0.0330978,0.19689514,-0.01783674,0.04863839,0.21726592,-0.00913158,-0.11090325,0,-0.22663796,0,0,0,0,0,16:50.0,0,0
102,0,0,0,-0.2588881,-0.03528655,-0.22210579,-0.06753638,0.05977007,-0.15762563,-0.06409391,0.17328639,-0.13750771,-0.00518526,0.18780467,-0.07991932,-0.16058527,0,-0.27666768,0,0,0,0,0,16:50.0,0,0
103,0,0,0,-0.27698681,-0.06612369,-0.26601201,-0.10779923,0.02166363,-0.2164547,-0.12719603,0.15569393,-0.21678972,-0.0327386,0.17252532,-0.08932858,-0.17285194,0,-0.23977561,0,0,0,0,0,16:50.0,0,0
104,0,0,0,-0.20850125,-0.01102742,-0.15032418,0.00701814,0.06115579,0.00970863,0.05584583,0.18056414,0.03758774,0.06670378,0.20338264,0.02132834,-0.10819855,0,-0.17516921,0,0,0,0,0,16:51.0,0,0
105,0,0,0,-0.22574432,-0.04030656,-0.18019381,-0.02189672,0.03746156,-0.0286713,0.00776571,0.16701315,-0.00169587,0.04473298,0.19332063,-0.01022522,-0.12989309,0,-0.1980626,0,0,0,0,0,16:51.0,0,0
106,0,0,0,-0.25269568,-0.07467631,-0.23344323,-0.07543662,0.0076986,-0.12232368,-0.08262298,0.14355768,-0.11172428,-0.00798228,0.16766295,-0.07376998,-0.17143343,0,-0.25001386,0,0,0,0,0,16:51.0,0,0
107,0,0,0,-0.27849236,-0.11504048,-0.28207633,-0.15255824,-0.02253831,-0.22201043,-0.21424884,0.1197201,-0.17161338,-0.06485141,0.12983708,-0.13270928,-0.22377282,0,-0.29162514,0,0,0,0,0,16:51.0,0,0
108,0,0,0,-0.23286571,-0.06220945,-0.17734103,-0.03540839,0.01401011,0.01650389,0.00399111,0.13257484,0.05363882,0.04120285,0.15910399,0.01509115,-0.14974903,0,-0.16833518,0,0,0,0,0,16:51.0,0,0
109,0,0,0,-0.22745304,-0.06129884,-0.18887077,-0.04029496,0.01158558,-0.00346597,-0.01112385,0.12614655,0.02399018,0.02697705,0.15555537,-0.00058894,-0.15961251,0,-0.18453366,0,0,0,0,0,16:52.0,0,0
110,0,0,0,-0.23385324,-0.07595113,-0.220221,-0.06419767,-0.00695378,-0.08078485,-0.08640648,0.1094103,-0.06868561,-0.01138704,0.14108045,-0.05644899,-0.18944469,0,-0.22149485,0,0,0,0,0,16:52.0,0,0
111,0,0,0,-0.24725427,-0.10031207,-0.26016268,-0.09850021,-0.03360359,-0.15624437,-0.15569894,0.08632892,-0.15246589,-0.0501468,0.11682542,-0.11129497,-0.22318184,0,-0.27527779,0,0,0,0,0,16:52.0,0,0
